Client,Accounting Document Number,Fiscal Year,Document Item in Invoice Document,Purchasing Document Number,Item Number of Purchasing Document,Due Date for Retention
100,1000045994,2022,1,4000006660,10,
100,1000045995,2022,1,4000006696,10,
100,1000045996,2022,1,4000006805,10,
100,1000045997,2022,1,4000006806,10,
100,1000045998,2022,1,4000006807,10,
100,1000045999,2022,1,4000007069,10,
100,1000046000,2022,1,4000025512,10,
100,1000046001,2022,1,4000044929,10,
100,1000046002,2022,1,4000007155,10,
100,1000046003,2022,1,4000007157,10,
100,1000046004,2022,1,4000026201,10,
100,1000046005,2022,1,4000026205,10,
100,1000046006,2022,1,4000026236,10,
100,1000046007,2022,1,4000045148,10,
100,1000046008,2022,1,4000027026,10,
100,1000046009,2022,1,4000045608,10,
100,1000046010,2022,1,4000008316,10,
100,1000046011,2022,1,4000033442,10,
100,1000046012,2022,1,4000008481,10,
100,1000046013,2022,1,4000027407,10,
100,1000046014,2022,1,4000000727,1,
100,1000046015,2022,1,4000046129,10,
100,1000046016,2022,1,4000046137,10,
100,1000046017,2022,1,4000046218,10,
100,1000046018,2022,1,4000046223,10,
100,1000046019,2022,1,4000046385,10,
100,1000046020,2022,1,4000046550,10,
100,1000046021,2022,1,4000046552,10,
100,1000046022,2022,1,4000046602,10,
100,1000046023,2022,1,4000046607,10,
100,1000046024,2022,1,4000046608,10,
100,1000046025,2022,1,4000046612,10,
100,1000046026,2022,1,4000022122,10,
100,1000046027,2022,1,4000023233,10,
100,1000046028,2022,1,4000023685,10,
100,1000046029,2022,1,4000024172,10,
100,1000046030,2022,1,4000024175,10,
100,1000046031,2022,1,4000043101,10,
100,1000046032,2022,1,4000043497,10,
100,1000046033,2022,1,4000043504,10,
100,1000046034,2022,1,4000043519,10,
100,1000046035,2022,1,4000005794,10,
100,1000046036,2022,1,4000005793,10,
100,1000046037,2022,1,4000005799,10,
100,1000046038,2022,1,4000024706,10,
100,1000046039,2022,1,4000024716,10,
100,1000046040,2022,1,4000024792,10,
100,1000046041,2022,1,4000024798,10,
100,1000046042,2022,1,4000024791,10,
100,1000046043,2022,1,4000024796,10,
100,1000046044,2022,1,4000024802,10,
100,1000046045,2022,1,4000043645,10,
100,1000046046,2022,1,4000043720,10,
100,1000046047,2022,1,4000043926,10,
100,1000046048,2022,1,4000043945,10,
100,1000046049,2022,1,4000006514,10,
100,1000046050,2022,1,4000044357,10,
100,1000046051,2022,1,4000044360,10,
100,1000046052,2022,1,4000044371,10,
100,1000046053,2022,1,4000044370,10,
100,1000046054,2022,1,4000006717,10,
100,1000046055,2022,1,4000006724,10,
100,1000046056,2022,1,4000025547,10,
100,1000046057,2022,1,4000025891,10,
100,1000046058,2022,1,4000025894,10,
100,1000046059,2022,1,4000025899,10,
100,1000046060,2022,1,4000044852,10,
100,1000046061,2022,1,4000044864,10,
100,1000046062,2022,1,4000007178,10,
100,1000046063,2022,1,4000026178,10,
100,1000046064,2022,1,4000026385,10,
100,1000046065,2022,1,4000008083,10,
100,1000046066,2022,1,4000008093,10,
100,1000046067,2022,1,4000008086,10,
100,1000046068,2022,1,4000026712,10,
100,1000046069,2022,1,4000026713,10,
100,1000046070,2022,1,4000008479,10,
100,1000046071,2022,1,4000027090,10,
100,1000046072,2022,1,4000027092,10,
100,1000046073,2022,1,4000027094,10,
100,1000046074,2022,1,4000027105,10,
100,1000046075,2022,1,4000027104,10,
100,1000046076,2022,1,4000027103,10,
100,1000046077,2022,1,4000027108,10,
100,1000046078,2022,1,4000027130,10,
100,1000046079,2022,1,4000027190,10,
100,1000046080,2022,1,4000027206,10,
100,1000046081,2022,1,4000027198,10,
100,1000046082,2022,1,4000027208,10,
100,1000046083,2022,1,4000027209,10,
100,1000046084,2022,1,4000046321,10,
100,1000046085,2022,1,4000046329,10,
100,1000046086,2022,1,4000032386,10,
100,1000046086,2022,2,4000032386,10,
100,1000046086,2022,3,4000032386,10,
100,1000046086,2022,4,4000032386,10,
100,1000046086,2022,5,4000032386,10,
100,1000046086,2022,6,4000032386,10,
100,1000046086,2022,7,4000032386,10,
100,1000046086,2022,8,4000032386,10,
100,1000046086,2022,9,4000032386,10,
100,1000046086,2022,10,4000032386,10,
100,1000046086,2022,11,4000032386,10,
100,1000046086,2022,12,4000032386,10,
100,1000046086,2022,13,4000032386,10,
100,1000046086,2022,14,4000032386,10,
100,1000046086,2022,15,4000032386,10,
100,1000046086,2022,16,4000032386,10,
100,1000046086,2022,17,4000032386,10,
100,1000046086,2022,18,4000032386,10,
100,1000046086,2022,19,4000032386,10,
100,1000046086,2022,20,4000032386,10,
100,1000046086,2022,21,4000032386,10,
100,1000046086,2022,22,4000032386,10,
100,1000046086,2022,23,4000032386,10,
100,1000046086,2022,24,4000032386,10,
100,1000046086,2022,25,4000032386,10,
100,1000046086,2022,26,4000032386,10,
100,1000046086,2022,27,4000032386,10,
100,1000046086,2022,28,4000032386,10,
100,1000046086,2022,29,4000032386,10,
100,1000046086,2022,30,4000032386,10,
100,1000046086,2022,31,4000032386,10,
100,1000046086,2022,32,4000032386,10,
100,1000046086,2022,33,4000032386,10,
100,1000046086,2022,34,4000032386,10,
100,1000046086,2022,35,4000032386,10,
100,1000046086,2022,36,4000032386,10,
100,1000046086,2022,37,4000032386,10,
100,1000046086,2022,38,4000032386,10,
100,1000046086,2022,39,4000032386,10,
100,1000046086,2022,40,4000032386,10,
100,1000046087,2022,1,4000051992,10,
100,1000046088,2022,1,4000051158,10,
100,1000046089,2022,1,4000031947,50,
100,1000046090,2022,1,4000031947,10,
100,1000046091,2022,1,4000031947,90,
100,1000046092,2022,1,4000031947,100,
100,1000046093,2022,1,4000031947,130,
100,1000046094,2022,1,4000031947,110,
100,1000046095,2022,1,4000051153,10,
100,1000046096,2022,1,4000051155,10,
100,1000046097,2022,1,4000052444,10,
100,1000046098,2022,1,4000051159,90,
100,1000046099,2022,1,4000051161,80,
100,1000046100,2022,1,4000051161,120,
100,1000046101,2022,1,4000051161,130,
100,1000046102,2022,1,4000051161,110,
100,1000046103,2022,1,4000033060,10,
100,1000046104,2022,1,4000032795,10,
100,1000046105,2022,1,4000051113,80,
100,1000046106,2022,1,4000051113,140,
100,1000046107,2022,1,4000051113,110,
100,1000046108,2022,1,4000007471,10,
100,1000046109,2022,1,4000014517,10,
100,1000046110,2022,1,4000052026,10,
100,1000046111,2022,1,4000052027,10,
100,1000046112,2022,1,4000015186,10,
100,1000046113,2022,1,4000034913,70,
100,1000046114,2022,1,4000043529,10,
100,1000046115,2022,1,4000044551,10,
100,1000046116,2022,1,4000025996,10,
100,1000046117,2022,1,4000024043,10,
100,1000046118,2022,1,4000024050,10,
100,1000046119,2022,1,4000024051,10,
100,1000046120,2022,1,4000024057,10,
100,1000046121,2022,1,4000024058,10,
100,1000046122,2022,1,4000024059,10,
100,1000046123,2022,1,4000024062,10,
100,1000046124,2022,1,4000024075,10,
100,1000046125,2022,1,4000024082,10,
100,1000046126,2022,1,4000024084,10,
100,1000046127,2022,1,4000024085,10,
100,1000046128,2022,1,4000024086,10,
100,1000046129,2022,1,4000024087,10,
100,1000046130,2022,1,4000024089,10,
100,1000046131,2022,1,4000024090,10,
100,1000046132,2022,1,4000024092,10,
100,1000046133,2022,1,4000024094,10,
100,1000046134,2022,1,4000024095,10,
100,1000046135,2022,1,4000024096,10,
100,1000046136,2022,1,4000024098,10,
100,1000046137,2022,1,4000024120,10,
100,1000046138,2022,1,4000024246,10,
100,1000046139,2022,1,4000043539,10,
100,1000046140,2022,1,4000024986,10,
100,1000046141,2022,1,4000043665,10,
100,1000046142,2022,1,4000043666,10,
100,1000046143,2022,1,4000006078,10,
100,1000046144,2022,1,4000006492,10,
100,1000046145,2022,1,4000006493,10,
100,1000046146,2022,1,4000006494,10,
100,1000046147,2022,1,4000006495,10,
100,1000046148,2022,1,4000006496,10,
100,1000046149,2022,1,4000006497,10,
100,1000046150,2022,1,4000006498,10,
100,1000046151,2022,1,4000006499,10,
100,1000046152,2022,1,4000006500,10,
100,1000046153,2022,1,4000006501,10,
100,1000046154,2022,1,4000006502,10,
100,1000046155,2022,1,4000044769,10,
100,1000046156,2022,1,4000044805,10,
100,1000046157,2022,1,4000044806,10,
100,1000046158,2022,1,4000007199,10,
100,1000046159,2022,1,4000007288,10,
100,1000046160,2022,1,4000026181,10,
100,1000046161,2022,1,4000026186,10,
100,1000046162,2022,1,4000026190,10,
100,1000046163,2022,1,4000026231,10,
100,1000046164,2022,1,4000026233,10,
100,1000046165,2022,1,4000045140,10,
100,1000046166,2022,1,4000008034,10,
100,1000046167,2022,1,4000008035,10,
100,1000046168,2022,1,4000008043,10,
100,1000046169,2022,1,4000045715,10,
100,1000046170,2022,1,4000045724,10,
100,1000046171,2022,1,4000045943,10,
100,1000046172,2022,1,4000008404,10,
100,1000046173,2022,1,4000008405,10,
100,1000046174,2022,1,4000008406,10,
100,1000046174,2022,2,4000008406,10,
100,1000046175,2022,1,4000008407,10,
100,1000046176,2022,1,4000008408,10,
100,1000046177,2022,1,4000008495,10,
100,1000046178,2022,1,4000027385,10,
100,1000046179,2022,1,4000027386,10,
100,1000046180,2022,1,4000027387,10,
100,1000046181,2022,1,4000027388,10,
100,1000046182,2022,1,4000027389,10,
100,1000046183,2022,1,4000027390,10,
100,1000046184,2022,1,4000027391,10,
100,1000046185,2022,1,4000027392,10,
100,1000046186,2022,1,4000027393,10,
100,1000046187,2022,1,4000027394,10,
100,1000046188,2022,1,4000027395,10,
100,1000046189,2022,1,4000027397,10,
100,1000046190,2022,1,4000027398,10,
100,1000046191,2022,1,4000027399,10,
100,1000046192,2022,1,4000027400,10,
100,1000046193,2022,1,4000027401,10,
100,1000046194,2022,1,4000027402,10,
100,1000046195,2022,1,4000027403,10,
100,1000046196,2022,1,4000027425,10,
100,1000046197,2022,1,4000027426,10,
100,1000046198,2022,1,4000027427,10,
100,1000046199,2022,1,4000027428,10,
100,1000046200,2022,1,4000027429,10,
100,1000046201,2022,1,4000027430,10,
100,1000046202,2022,1,4000027436,10,
100,1000046203,2022,1,4000051377,10,
100,1000046203,2022,2,4000051377,10,
100,1000046203,2022,3,4000051377,10,
100,1000046203,2022,4,4000051377,10,
100,1000046204,2022,1,4000016009,10,
100,1000046205,2022,1,4000051826,10,
100,1000046206,2022,1,4000050399,10,
100,1000046206,2022,2,4000050399,10,
100,1000046207,2022,1,4000043049,10,
100,1000046208,2022,1,4000025497,10,
100,1000046209,2022,1,4000025806,10,
100,1000046210,2022,1,4000044748,10,
100,1000046211,2022,1,4000043050,10,
100,1000046212,2022,1,4000043052,10,
100,1000046213,2022,1,4000043053,10,
100,1000046214,2022,1,4000043054,10,
100,1000046215,2022,1,4000043055,10,
100,1000046216,2022,1,4000043056,10,
100,1000046217,2022,1,4000043531,10,
100,1000046218,2022,1,4000025045,10,
100,1000046219,2022,1,4000025046,10,
100,1000046220,2022,1,4000025047,10,
100,1000046221,2022,1,4000025048,10,
100,1000046222,2022,1,4000025049,10,
100,1000046223,2022,1,4000025050,10,
100,1000046224,2022,1,4000025051,10,
100,1000046225,2022,1,4000025052,10,
100,1000046226,2022,1,4000025053,10,
100,1000046227,2022,1,4000025054,10,
100,1000046228,2022,1,4000025055,10,
100,1000046229,2022,1,4000025056,10,
100,1000046230,2022,1,4000025057,10,
100,1000046231,2022,1,4000025058,10,
100,1000046232,2022,1,4000006713,10,
100,1000046233,2022,1,4000025520,10,
100,1000046234,2022,1,4000025524,10,
100,1000046235,2022,1,4000025539,10,
100,1000046236,2022,1,4000025541,10,
100,1000046237,2022,1,4000025550,10,
100,1000046238,2022,1,4000025903,10,
100,1000046239,2022,1,4000044758,10,
100,1000046240,2022,1,4000026202,10,
100,1000046241,2022,1,4000008085,10,
100,1000046242,2022,1,4000008089,10,
100,1000046243,2022,1,4000026525,10,
100,1000046244,2022,1,4000008419,10,
100,1000046245,2022,1,4000008420,10,
100,1000046246,2022,1,4000008422,10,
100,1000046247,2022,1,4000008423,10,
100,1000046248,2022,1,4000008424,10,
100,1000046249,2022,1,4000032382,10,
100,1000046249,2022,2,4000032382,10,
100,1000046249,2022,3,4000032382,10,
100,1000046249,2022,4,4000032382,10,
100,1000046249,2022,5,4000032382,10,
100,1000046249,2022,6,4000032382,10,
100,1000046249,2022,7,4000032382,10,
100,1000046249,2022,8,4000032382,10,
100,1000046249,2022,9,4000032382,10,
100,1000046249,2022,10,4000032382,10,
100,1000046249,2022,11,4000032382,10,
100,1000046249,2022,12,4000032382,10,
100,1000046249,2022,13,4000032382,10,
100,1000046249,2022,14,4000032382,10,
100,1000046249,2022,15,4000032382,10,
100,1000046249,2022,16,4000032382,10,
100,1000046250,2022,1,4000032770,10,
100,1000046250,2022,2,4000032770,10,
100,1000046250,2022,3,4000032770,10,
100,1000046250,2022,4,4000032770,10,
100,1000046250,2022,5,4000032770,10,
100,1000046251,2022,1,4000051940,20,
100,1000046251,2022,2,4000051940,20,
100,1000046251,2022,3,4000051940,20,
100,1000046252,2022,1,4000034524,10,
100,1000046253,2022,1,4000055416,10,
100,1000046254,2022,1,4000055561,10,
100,1000046255,2022,1,4000009494,10,
100,1000046256,2022,1,4000009495,10,
100,1000046257,2022,1,4000049559,10,
100,1000046258,2022,1,4000050730,10,
100,1000046258,2022,2,4000050730,10,
100,1000046258,2022,3,4000050730,10,
100,1000046258,2022,4,4000050730,10,
100,1000046258,2022,5,4000050730,10,
100,1000046258,2022,6,4000050730,10,
100,1000046258,2022,7,4000050730,10,
100,1000046258,2022,8,4000050730,10,
100,1000046258,2022,9,4000050730,10,
100,1000046258,2022,10,4000050730,10,
100,1000046258,2022,11,4000050730,10,
100,1000046258,2022,12,4000050730,10,
100,1000046258,2022,13,4000050730,10,
100,1000046258,2022,14,4000050730,10,
100,1000046258,2022,15,4000050730,10,
100,1000046258,2022,16,4000050730,10,
100,1000046258,2022,17,4000050730,10,
100,1000046258,2022,18,4000050730,10,
100,1000046258,2022,19,4000050730,10,
100,1000046258,2022,20,4000050730,10,
100,1000046258,2022,21,4000050730,10,
100,1000046258,2022,22,4000050730,10,
100,1000046258,2022,23,4000050730,10,
100,1000046258,2022,24,4000050730,10,
100,1000046258,2022,25,4000050730,10,
100,1000046258,2022,26,4000050730,10,
100,1000046258,2022,27,4000050730,10,
100,1000046258,2022,28,4000050730,10,
100,1000046258,2022,29,4000050730,10,
100,1000046258,2022,30,4000050730,10,
100,1000046258,2022,31,4000050730,10,
100,1000046258,2022,32,4000050730,10,
100,1000046258,2022,33,4000050730,10,
100,1000046258,2022,34,4000050730,10,
100,1000046258,2022,35,4000050730,10,
100,1000046258,2022,36,4000050730,10,
100,1000046258,2022,37,4000050730,10,
100,1000046258,2022,38,4000050730,10,
100,1000046258,2022,39,4000050730,10,
100,1000046258,2022,40,4000050730,10,
100,1000046258,2022,41,4000050730,10,
100,1000046258,2022,42,4000050730,10,
100,1000046258,2022,43,4000050730,10,
100,1000046258,2022,44,4000050730,10,
100,1000046258,2022,45,4000050730,10,
100,1000046258,2022,46,4000050730,10,
100,1000046258,2022,47,4000050730,10,
100,1000046258,2022,48,4000050730,10,
100,1000046259,2022,1,4000015186,150,
100,1000046260,2022,1,4000032409,10,
100,1000046261,2022,1,4000035421,10,
100,1000046262,2022,1,4000035819,10,
100,1000046263,2022,1,4000053187,10,
100,1000046263,2022,2,4000053187,10,
100,1000046264,2022,1,4000051802,20,
100,1000046265,2022,1,4000051802,10,
100,1000046266,2022,1,4000013532,10,
100,1000046267,2022,1,4000016467,20,
100,1000046268,2022,1,4000016467,10,
100,1000046269,2022,1,4000035177,20,
100,1000046270,2022,1,4000035177,10,
100,1000046271,2022,1,4000053226,10,
100,1000046272,2022,1,4000053208,10,
100,1000046273,2022,1,4000053664,20,
100,1000046274,2022,1,4000053664,10,
100,1000046275,2022,1,4000016705,10,
100,1000046275,2022,2,4000016705,10,
100,1000046275,2022,3,4000016705,10,
100,1000046276,2022,1,4000016898,10,
100,1000046277,2022,1,4000053633,110,
100,1000046278,2022,1,4000000291,1,
100,1000046279,2022,1,4000019506,2,
100,1000046280,2022,1,4000009500,10,
100,1000046281,2022,1,4000010532,10,
100,1000046282,2022,1,4000010527,10,
100,1000046283,2022,1,4000010577,10,
100,1000046284,2022,1,4000048571,10,
100,1000046285,2022,1,4000025503,10,
100,1000046286,2022,1,4000033437,30,
100,1000046287,2022,1,4000014934,20,
100,1000046288,2022,1,4000014934,30,
100,1000046289,2022,1,4000014493,10,
100,1000046290,2022,1,4000014493,40,
100,1000046291,2022,1,4000014493,50,
100,1000046292,2022,1,4000047689,10,
100,1000046293,2022,1,4000054467,10,
100,1000046294,2022,1,4000000727,1,
100,1000046295,2022,1,4000035290,10,
100,1000046296,2022,1,4000016230,10,
100,1000046296,2022,2,4000016230,10,
100,1000046297,2022,1,4000054565,10,
100,1000046298,2022,1,4000013684,20,
100,1000046299,2022,2,4000012428,50,
100,1000046300,2022,1,4000015186,200,
100,1000046301,2022,1,4000033968,10,
100,1000046302,2022,1,4000015613,10,
100,1000046303,2022,1,4000016022,30,
100,1000046304,2022,1,4000035117,10,
100,1000046304,2022,2,4000035117,10,
100,1000046305,2022,1,4000051119,10,
100,1000046305,2022,2,4000051119,10,
100,1000046305,2022,3,4000051119,10,
100,1000046306,2022,1,4000031585,20,
100,1000046306,2022,2,4000031585,50,
100,1000046307,2022,1,4000047819,10,
100,1000046307,2022,2,4000029741,10,
100,1000046307,2022,3,4000011335,10,
100,1000046307,2022,4,4000049362,10,
100,1000046307,2022,5,4000012023,10,
100,1000046307,2022,6,4000030943,10,
100,1000046307,2022,7,4000049864,10,
100,1000046308,2022,1,4000013326,20,
100,1000046309,2022,1,4000054543,10,
100,1000046310,2022,1,4000054561,10,
100,1000046310,2022,2,4000054561,10,
100,1000046310,2022,3,4000054561,10,
100,1000046311,2022,1,4000051945,10,
100,1000046312,2022,1,4000051945,20,
100,1000046313,2022,1,4000013176,10,
100,1000046314,2022,1,4000051804,10,
100,1000046315,2022,1,4000032993,10,
100,1000046316,2022,1,4000053531,20,
100,1000046317,2022,1,4000054338,10,
100,1000046318,2022,1,4000054383,10,
100,1000046319,2022,1,4000025740,10,
100,1000046320,2022,1,4000026412,10,
100,1000046321,2022,1,4000026409,10,
100,1000046322,2022,1,4000048146,10,
100,1000046323,2022,1,4000050535,30,
100,1000046324,2022,1,4000050535,10,
100,1000046325,2022,1,4000050535,20,
100,1000046326,2022,1,4000031585,20,
100,1000046326,2022,2,4000031585,50,
100,1000046327,2022,1,4000031585,20,
100,1000046327,2022,2,4000031585,50,
100,1000046328,2022,1,4000031227,110,
100,1000046329,2022,1,4000000116,10,
100,1000046330,2022,1,4000039682,10,
100,1000046331,2022,1,4000039727,10,
100,1000046332,2021,2,4000039710,10,
100,1000046332,2021,5,4000039709,10,
100,1000046332,2021,9,4000039708,10,
100,1000046332,2021,11,4000039707,10,
100,1000046332,2021,13,4000039706,10,
100,1000046332,2021,14,4000039705,10,
100,1000046332,2021,16,4000039704,10,
100,1000046332,2021,18,4000039703,10,
100,1000046332,2021,20,4000039701,10,
100,1000046332,2021,23,4000039714,10,
100,1000046332,2021,24,4000039699,10,
100,1000046332,2021,26,4000039698,10,
100,1000046332,2021,28,4000039697,10,
100,1000046332,2021,29,4000039696,10,
100,1000046332,2021,30,4000039695,10,
100,1000046332,2021,31,4000039694,10,
100,1000046332,2021,32,4000039692,10,
100,1000046332,2021,33,4000039690,10,
100,1000046332,2021,34,4000039688,10,
100,1000046332,2021,36,4000039686,10,
100,1000046333,2022,1,4000039728,10,
100,1000046334,2022,1,4000039729,10,
100,1000046335,2022,1,4000039731,10,
100,1000046336,2022,1,4000039739,10,
100,1000046337,2021,1,4000039693,10,
100,1000046337,2021,2,4000039691,10,
100,1000046337,2021,3,4000039689,10,
100,1000046337,2021,4,4000039687,10,
100,1000046337,2021,5,4000039685,10,
100,1000046337,2021,6,4000039683,10,
100,1000046338,2022,1,4000039730,10,
100,1000046339,2022,1,4000039741,10,
100,1000046340,2022,3,4000039735,10,
100,1000046340,2022,8,4000039734,10,
100,1000046340,2022,11,4000039733,10,
100,1000046340,2022,14,4000039732,10,
100,1000046340,2022,19,4000039681,10,
100,1000046340,2022,22,4000039738,10,
100,1000046340,2022,25,4000039737,10,
100,1000046340,2022,28,4000039736,10,
100,1000046340,2022,29,4000039692,10,
100,1000046340,2022,30,4000039690,10,
100,1000046340,2022,31,4000039688,10,
100,1000046340,2022,32,4000039684,10,
100,1000046340,2022,34,4000039726,10,
100,1000046341,2022,1,4000039735,10,
100,1000046341,2022,2,4000039734,10,
100,1000046341,2022,3,4000039733,10,
100,1000046341,2022,4,4000039732,10,
100,1000046341,2022,5,4000039681,10,
100,1000046341,2022,6,4000039738,10,
100,1000046341,2022,7,4000039737,10,
100,1000046341,2022,8,4000039736,10,
100,1000046341,2022,9,4000039692,10,
100,1000046341,2022,10,4000039690,10,
100,1000046341,2022,11,4000039688,10,
100,1000046341,2022,12,4000039684,10,
100,1000046341,2022,13,4000039726,10,
100,1000046342,2021,3,4000039735,10,
100,1000046342,2021,8,4000039734,10,
100,1000046342,2021,11,4000039733,10,
100,1000046342,2021,14,4000039732,10,
100,1000046342,2021,19,4000039681,10,
100,1000046342,2021,22,4000039738,10,
100,1000046342,2021,25,4000039737,10,
100,1000046342,2021,28,4000039736,10,
100,1000046342,2021,29,4000039692,10,
100,1000046342,2021,30,4000039690,10,
100,1000046342,2021,31,4000039688,10,
100,1000046342,2021,32,4000039684,10,
100,1000046342,2021,34,4000039726,10,
100,1000046343,2021,1,4000039702,10,
100,1000046344,2022,1,4000039780,10,
100,1000046345,2021,3,4000039740,10,
100,1000046345,2021,4,4000039700,10,
100,1000046345,2021,6,4000039712,10,
100,1000046345,2021,7,4000039698,10,
100,1000046345,2021,9,4000039697,10,
100,1000046345,2021,10,4000039696,10,
100,1000046345,2021,11,4000039775,10,
100,1000046345,2021,12,4000039773,10,
100,1000046345,2021,13,4000039695,10,
100,1000046345,2021,14,4000039694,10,
100,1000046345,2021,15,4000039692,10,
100,1000046345,2021,16,4000039690,10,
100,1000046345,2021,17,4000039688,10,
100,1000046345,2021,18,4000039684,10,
100,1000046346,2021,2,4000039720,10,
100,1000046346,2021,5,4000039725,10,
100,1000046346,2021,8,4000039721,10,
100,1000046346,2021,10,4000039724,10,
100,1000046346,2021,13,4000039722,10,
100,1000046346,2021,14,4000039723,10,
100,1000046346,2021,15,4000039718,10,
100,1000046346,2021,17,4000039716,10,
100,1000046346,2021,19,4000039717,10,
100,1000046346,2021,20,4000039706,10,
100,1000046346,2021,23,4000039719,10,
100,1000046346,2021,25,4000039715,10,
100,1000046346,2021,28,4000039713,10,
100,1000046346,2021,29,4000039712,10,
100,1000046346,2021,30,4000039700,10,
100,1000046346,2021,33,4000039711,10,
100,1000046347,2021,1,4000039720,10,
100,1000046347,2021,2,4000039725,10,
100,1000046347,2021,3,4000039721,10,
100,1000046347,2021,4,4000039724,10,
100,1000046347,2021,5,4000039722,10,
100,1000046347,2021,6,4000039723,10,
100,1000046347,2021,7,4000039718,10,
100,1000046347,2021,8,4000039716,10,
100,1000046347,2021,9,4000039717,10,
100,1000046347,2021,10,4000039706,10,
100,1000046347,2021,11,4000039719,10,
100,1000046347,2021,12,4000039715,10,
100,1000046347,2021,13,4000039713,10,
100,1000046347,2021,14,4000039712,10,
100,1000046347,2021,15,4000039700,10,
100,1000046347,2021,16,4000039711,10,
100,1000046348,2021,2,4000039720,10,
100,1000046348,2021,5,4000039725,10,
100,1000046348,2021,8,4000039721,10,
100,1000046348,2021,10,4000039724,10,
100,1000046348,2021,13,4000039722,10,
100,1000046348,2021,14,4000039723,10,
100,1000046348,2021,15,4000039718,10,
100,1000046348,2021,17,4000039716,10,
100,1000046348,2021,19,4000039717,10,
100,1000046348,2021,21,4000039793,10,
100,1000046348,2021,23,4000039719,10,
100,1000046348,2021,25,4000039715,10,
100,1000046348,2021,28,4000039713,10,
100,1000046348,2021,29,4000039712,10,
100,1000046348,2021,30,4000039700,10,
100,1000046348,2021,33,4000039711,10,
100,1000046349,2022,1,4000039779,10,
100,1000046350,2022,1,4000039778,10,
100,1000046351,2022,1,4000002142,10,
100,1000046352,2022,1,4000002143,10,
100,1000046353,2022,1,4000031283,970,
100,1000046353,2022,2,4000031283,980,
100,1000046354,2022,1,4000002272,10,
100,1000046355,2022,1,4000002379,10,
100,1000046356,2022,1,4000002380,10,
100,1000046357,2022,2,4000002383,10,
100,1000046358,2022,2,4000002384,10,
100,1000046359,2022,2,4000002385,10,
100,1000046360,2022,1,4000002241,10,
100,1000046361,2022,1,4000002239,10,
100,1000046362,2022,1,4000002240,10,
100,1000046363,2022,1,4000002237,10,
100,1000046364,2022,1,4000002238,10,
100,1000046365,2022,1,4000002347,10,
100,1000046366,2022,1,4000002200,10,
100,1000046367,2022,1,4000002197,10,
100,1000046368,2022,1,4000039754,10,
100,1000046369,2022,1,4000039756,10,
100,1000046370,2022,1,4000039757,10,
100,1000046371,2022,1,4000002386,10,
100,1000046372,2022,1,4000002352,10,
100,1000046373,2022,1,4000002351,10,
100,1000046374,2022,1,4000039759,10,
100,1000046375,2022,1,4000039753,10,
100,1000046376,2022,1,4000002198,10,
100,1000046377,2022,1,4000002199,10,
100,1000046378,2022,1,4000039763,10,
100,1000046379,2022,1,4000002243,10,
100,1000046380,2022,1,4000039760,10,
100,1000046381,2022,1,4000002319,10,
100,1000046382,2022,1,4000012435,90,
100,1000046383,2022,1,4000039758,10,
100,1000046384,2022,1,4000002090,10,
100,1000046384,2022,2,4000002104,10,
100,1000046384,2022,3,4000002105,10,
100,1000046384,2022,4,4000002106,10,
100,1000046384,2022,5,4000002144,10,
100,1000046384,2022,6,4000002145,10,
100,1000046384,2022,7,4000002146,10,
100,1000046384,2022,8,4000002147,10,
100,1000046384,2022,9,4000002148,10,
100,1000046384,2022,10,4000002149,10,
100,1000046384,2022,11,4000002150,10,
100,1000046384,2022,12,4000002151,10,
100,1000046384,2022,13,4000002152,10,
100,1000046384,2022,14,4000002153,10,
100,1000046384,2022,15,4000002154,10,
100,1000046384,2022,16,4000002155,10,
100,1000046384,2022,17,4000002156,10,
100,1000046384,2022,18,4000002157,10,
100,1000046384,2022,19,4000002167,10,
100,1000046384,2022,20,4000002170,10,
100,1000046384,2022,21,4000002171,10,
100,1000046384,2022,22,4000002168,10,
100,1000046384,2022,23,4000002169,10,
100,1000046384,2022,24,4000002172,10,
100,1000046384,2022,25,4000002173,10,
100,1000046384,2022,26,4000002174,10,
100,1000046384,2022,27,4000002175,10,
100,1000046384,2022,28,4000002182,10,
100,1000046384,2022,29,4000002183,10,
100,1000046384,2022,30,4000002184,10,
100,1000046384,2022,31,4000002185,10,
100,1000046384,2022,32,4000002186,10,
100,1000046384,2022,33,4000002192,10,
100,1000046384,2022,34,4000002193,10,
100,1000046384,2022,35,4000002194,10,
100,1000046385,2022,1,4000002391,10,
100,1000046386,2022,1,4000002218,10,
100,1000046387,2022,1,4000002165,10,
100,1000046388,2022,1,4000002161,10,
100,1000046389,2022,1,4000002165,10,
100,1000046390,2022,1,4000002160,10,
100,1000046391,2022,1,4000002165,10,
100,1000046392,2022,1,4000002160,10,
100,1000046393,2022,1,4000002162,10,
100,1000046394,2022,1,4000002164,10,
100,1000046395,2022,1,4000002165,10,
100,1000046396,2022,1,4000002166,10,
100,1000027274,2022,1,4000039960,10,
100,1000027274,2022,2,4000039961,10,
100,1000027274,2022,3,4000039962,10,
100,1000027274,2022,4,4000039963,10,
100,1000046397,2022,1,4000050446,10,
100,1000046398,2022,1,4000021159,10,
100,1000046399,2022,1,4000021178,10,
100,1000046400,2022,1,4000021167,10,
100,1000046401,2022,1,4000021173,10,
100,1000046402,2022,1,4000021158,10,
