Client,Number of Purchasing Info Record,Purchasing Organization,Purchasing info record category,Plant,Date on Which Record Was Created,Purchasing Group,Currency Key,Amortization period to,Amortization period from,Net Price in Purchasing Info Record,Price Valid Until,Item Number of Purchasing Document,Purchasing Document Number
100,5000000463,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,477.0,9999-12-31 00:00:00,10,4000054679
100,5000000464,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,1576.58,9999-12-31 00:00:00,10,4000017589
100,5000000465,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,38.0,9999-12-31 00:00:00,40,4000054679
100,5000000466,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,38.0,9999-12-31 00:00:00,190,4000054679
100,5000000467,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,55.0,9999-12-31 00:00:00,70,4000054679
100,5000000468,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,745.0,9999-12-31 00:00:00,240,4000054679
100,5000000469,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,9873.0,9999-12-31 00:00:00,220,4000054679
100,5000000470,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,12398.0,9999-12-31 00:00:00,80,4000054679
100,5000000471,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,1249.0,9999-12-31 00:00:00,140,4000054679
100,5000000472,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,0.98,9999-12-31 00:00:00,30,4000013760
100,5000000473,Purchasing Organization2,0,,2022-02-22,Purchasing Group12,Currency Key1,,,0.0,,10,4000053408
100,5000000474,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,25.95,9999-12-31 00:00:00,20,4000053900
100,5000000475,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,1072.03,9999-12-31 00:00:00,90,4000034962
100,5000000476,Purchasing Organization1,0,Plant14,2019-12-09,Purchasing Group1,Currency Key1,,,45.97,,10,4000034844
100,5000000477,Purchasing Organization2,3,Plant15,2019-12-09,Purchasing Group13,Currency Key6,,,3.2,9999-12-31 00:00:00,40,4000054003
100,5000000478,Purchasing Organization1,0,Plant14,2019-12-09,Purchasing Group1,Currency Key1,,,9.75,,30,4000034374
100,5000000479,Purchasing Organization1,0,Plant14,2019-12-09,Purchasing Group1,Currency Key1,,,16.75,,40,4000034374
100,5000000480,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,323.68,2022-08-18 00:00:00,10,4000017865
100,5000000481,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,162.0,9999-12-31 00:00:00,30,4000013736
100,5000000482,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,42.35,9999-12-31 00:00:00,10,4000013025
100,5000000483,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,949.0,9999-12-31 00:00:00,10,4000035833
100,5000000484,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,266.4,9999-12-31 00:00:00,10,4000053625
100,5000000485,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,63.44,9999-12-31 00:00:00,10,4000033500
100,5000000486,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,7.27,9999-12-31 00:00:00,50,4000036003
100,5000000487,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,8.17,9999-12-31 00:00:00,10,4000050962
100,5000000488,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,0.0,2022-08-18 00:00:00,20,4000017443
100,5000000489,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,47.32,9999-12-31 00:00:00,50,4000036169
100,5000000490,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,0.01,9999-12-31 00:00:00,20,4000032150
100,5000000491,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,7.44,9999-12-31 00:00:00,30,4000014157
100,5000000492,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,149.21,9999-12-31 00:00:00,10,4000032959
100,5000000493,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,688.85,9999-12-31 00:00:00,10,4000050382
100,5000000494,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,235.65,9999-12-31 00:00:00,10,4000055105
100,5000000495,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,2.43,9999-12-31 00:00:00,10,4000033281
100,5000000496,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,42.62,9999-12-31 00:00:00,10,4000052157
100,5000000497,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,3567.66,,10,4000014949
100,5000000498,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,3090.04,9999-12-31 00:00:00,10,4000055070
100,5000000499,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,3.65,,10,4000014905
100,5000000500,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,4.71,9999-12-31 00:00:00,30,4000014905
100,5000000501,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,142.46,9999-12-31 00:00:00,60,4000017854
100,5000000502,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,185.54,9999-12-31 00:00:00,40,4000031562
100,5000000503,Purchasing Organization3,0,,2022-02-21,Purchasing Group1,Currency Key1,,,0.0,,10,4000053229
100,5000000504,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,355.01,9999-12-31 00:00:00,10,4000053180
100,5000000505,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,72.0,,10,4000012513
100,5000000506,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,148.95,9999-12-31 00:00:00,10,4000052687
100,5000000507,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,14.37,9999-12-31 00:00:00,150,4000033242
100,5000000508,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,97.56,9999-12-31 00:00:00,100,4000014561
100,5000000509,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,3.82,,30,4000015947
100,5000000510,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,10.13,9999-12-31 00:00:00,240,4000015074
100,5000000511,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,4.56,9999-12-31 00:00:00,290,4000055559
100,5000000512,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,5.15,9999-12-31 00:00:00,210,4000015907
100,5000000513,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,13.52,9999-12-31 00:00:00,160,4000033722
100,5000000514,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,15.3,9999-12-31 00:00:00,30,4000052680
100,5000000515,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,7.09,9999-12-31 00:00:00,70,4000032460
100,5000000516,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,76.29,9999-12-31 00:00:00,10,4000013030
100,5000000517,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,4.75,9999-12-31 00:00:00,370,4000034323
100,5000000518,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,8.81,9999-12-31 00:00:00,40,4000013953
100,5000000519,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,68.79,9999-12-31 00:00:00,260,4000034011
100,5000000520,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,4.34,9999-12-31 00:00:00,100,4000015907
100,5000000521,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,75.5,9999-12-31 00:00:00,10,4000031530
100,5000000522,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,3.36,9999-12-31 00:00:00,80,4000031536
100,5000000523,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,25.0,9999-12-31 00:00:00,10,4000055597
100,5000000524,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,442.02,,10,4000017322
100,5000000525,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,45.0,9999-12-31 00:00:00,10,4000017321
100,5000000526,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,387.48,9999-12-31 00:00:00,10,4000017588
100,5000000527,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,70.36,9999-12-31 00:00:00,20,4000012508
100,5000000528,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,3348.21,9999-12-31 00:00:00,10,4000036414
100,5000000529,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,4578.11,9999-12-31 00:00:00,20,4000050549
100,5000000530,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,22.76,9999-12-31 00:00:00,20,4000031565
100,5000000531,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,102.35,9999-12-31 00:00:00,10,4000053667
100,5000000532,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,173.75,9999-12-31 00:00:00,40,4000053667
100,5000000533,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,1949.69,9999-12-31 00:00:00,20,4000014143
100,5000000534,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,0.01,9999-12-31 00:00:00,20,4000017283
100,5000000535,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,68.18,9999-12-31 00:00:00,10,4000016269
100,5000000536,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,103.2,9999-12-31 00:00:00,10,4000032950
100,5000000537,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,141.91,9999-12-31 00:00:00,20,4000032950
100,5000000538,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,116.11,9999-12-31 00:00:00,10,4000017858
100,5000000539,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,2649.77,9999-12-31 00:00:00,20,4000053680
100,5000000540,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,323.75,,30,4000015953
100,5000000541,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,12.6,9999-12-31 00:00:00,20,4000033270
100,5000000542,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,4.9,9999-12-31 00:00:00,50,4000035775
100,5000000543,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,23.97,9999-12-31 00:00:00,50,4000055326
100,5000000544,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,1.18,9999-12-31 00:00:00,240,4000016851
100,5000000545,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,84.8,9999-12-31 00:00:00,410,4000012496
100,5000000546,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,171.26,9999-12-31 00:00:00,100,4000053459
100,5000000547,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,17.39,9999-12-31 00:00:00,170,4000051551
100,5000000548,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,908.84,9999-12-31 00:00:00,10,4000035206
100,5000000549,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,199.1,9999-12-31 00:00:00,20,4000032514
100,5000000550,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,193.75,9999-12-31 00:00:00,70,4000033735
100,5000000551,Purchasing Organization1,0,Plant14,2019-12-09,Purchasing Group1,Currency Key1,,,1.66,,30,4000032964
100,5000000552,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,22.14,9999-12-31 00:00:00,10,4000033270
100,5000000553,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,2113.44,9999-12-31 00:00:00,10,4000031615
100,5000000554,Purchasing Organization1,0,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,1.0,9999-12-31 00:00:00,10,4000013310
100,5000000555,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,1.56,9999-12-31 00:00:00,260,4000033246
100,5000000556,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,87.28,9999-12-31 00:00:00,110,4000017853
100,5000000557,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,1.65,9999-12-31 00:00:00,750,4000050977
100,5000000558,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,5.29,9999-12-31 00:00:00,180,4000034014
100,5000000559,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,40.18,9999-12-31 00:00:00,170,4000050672
100,5000000560,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,30.72,9999-12-31 00:00:00,230,4000050672
100,5000000561,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,4.27,9999-12-31 00:00:00,70,4000055326
100,5000000562,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,6.81,9999-12-31 00:00:00,190,4000016851
100,5000000563,Purchasing Organization3,2,Plant13,2019-12-09,Purchasing Group1,Currency Key1,,,6.96,9999-12-31 00:00:00,60,4000050977
100,5000000564,Purchasing Organization1,0,Plant16,2020-01-02,Purchasing Group14,Currency Key1,,,0.0,,10,4000054062
100,5000000565,Purchasing Organization4,0,,2020-01-12,Purchasing Group15,Currency Key5,,,0.0,,10,4000000023
100,5000000566,Purchasing Organization4,0,,2020-01-12,Purchasing Group6,Currency Key5,,,0.0,,50,4000018535
100,5000000567,Purchasing Organization4,0,,2020-01-12,Purchasing Group6,Currency Key5,,,0.0,,70,4000018535
100,5000000568,Purchasing Organization4,0,,2020-01-12,Purchasing Group6,Currency Key5,,,0.0,,50,4000018530
100,5000000569,Purchasing Organization4,0,,2020-01-12,Purchasing Group6,Currency Key5,,,0.0,,30,4000018535
100,5000000570,Purchasing Organization2,0,,2020-01-27,Purchasing Group16,Currency Key1,,,0.0,,60,4000032474
100,5000000571,Purchasing Organization2,0,,2020-02-18,Purchasing Group16,Currency Key1,,,0.0,,10,4000032472
100,5000000572,Purchasing Organization2,0,,2020-06-26,Purchasing Group16,Currency Key1,,,0.0,,20,4000032472
100,5000000573,Purchasing Organization2,0,,2020-03-23,Purchasing Group16,Currency Key1,,,0.0,,30,4000032472
100,5000000574,Purchasing Organization1,0,Plant10,2020-01-14,Purchasing Group1,Currency Key5,,,46.9,9999-12-31 00:00:00,80,4000054706
100,5000000575,Purchasing Organization1,0,Plant10,2020-01-14,Purchasing Group1,Currency Key5,,,58.41,9999-12-31 00:00:00,20,4000053024
100,5000000576,Purchasing Organization1,0,Plant5,2021-03-11,Purchasing Group1,Currency Key4,,,69.4,9999-12-31 00:00:00,60,4000017774
100,5000000577,Purchasing Organization4,0,,2020-01-15,Purchasing Group17,Currency Key2,,,0.0,,10,4000000083
100,5000000578,Purchasing Organization1,0,Plant9,2020-01-16,Purchasing Group1,Currency Key5,,,57.52,9999-12-31 00:00:00,50,4000016391
100,5000000579,Purchasing Organization1,0,Plant1,2020-01-15,Purchasing Group1,Currency Key1,,,25.5,9999-12-31 00:00:00,20,4000051545
100,5000000580,Purchasing Organization1,0,Plant6,2020-01-15,Purchasing Group1,Currency Key4,,,1.37,9999-12-31 00:00:00,40,4000032184
100,5000000581,Purchasing Organization4,0,,2020-01-16,Purchasing Group15,Currency Key7,,,0.0,,10,4000018548
100,5000000582,Purchasing Organization1,0,Plant6,2020-01-16,Purchasing Group1,Currency Key4,,,149.54,9999-12-31 00:00:00,10,4000033062
100,5000000583,Purchasing Organization3,2,Plant8,2020-01-23,Purchasing Group1,Currency Key1,,,0.32,9999-12-31 00:00:00,120,4000033591
100,5000000584,Purchasing Organization1,0,Plant10,2020-01-17,Purchasing Group1,Currency Key5,,,223.01,9999-12-31 00:00:00,20,4000052465
100,5000000585,Purchasing Organization1,0,Plant6,2020-01-16,Purchasing Group1,Currency Key4,,,250.0,9999-12-31 00:00:00,20,4000033081
100,5000000586,Purchasing Organization1,0,Plant6,2020-01-16,Purchasing Group1,Currency Key4,,,10.0,9999-12-31 00:00:00,30,4000033081
100,5000000587,Purchasing Organization1,0,Plant10,2020-01-17,Purchasing Group1,Currency Key5,,,3.45,9999-12-31 00:00:00,40,4000052468
100,5000000588,Purchasing Organization1,0,Plant5,2020-01-21,Purchasing Group1,Currency Key4,,,19435.43,9999-12-31 00:00:00,10,4000054598
100,5000000589,Purchasing Organization4,0,,2020-01-21,Purchasing Group8,Currency Key1,,,0.0,,30,4000018531
100,5000000590,Purchasing Organization1,0,Plant4,2020-01-22,Purchasing Group1,Currency Key3,,,35.0,9999-12-31 00:00:00,20,4000052520
100,5000000591,Purchasing Organization1,0,Plant6,2020-01-23,Purchasing Group1,Currency Key4,,,275.0,9999-12-31 00:00:00,10,4000033049
100,5000000592,Purchasing Organization1,0,Plant6,2020-01-23,Purchasing Group1,Currency Key4,,,275.0,9999-12-31 00:00:00,110,4000032184
100,5000000593,Purchasing Organization1,0,Plant6,2020-01-23,Purchasing Group1,Currency Key4,,,279.0,9999-12-31 00:00:00,100,4000032184
100,5000000594,Purchasing Organization1,0,Plant6,2020-01-23,Purchasing Group1,Currency Key4,,,275.0,9999-12-31 00:00:00,30,4000032184
100,5000000595,Purchasing Organization3,2,Plant13,2020-01-23,Purchasing Group12,Currency Key1,,,91.96,2022-08-17 00:00:00,10,4000031433
100,5000000595,Purchasing Organization3,2,Plant17,2020-01-23,Purchasing Group12,Currency Key1,,,91.96,2022-08-17 00:00:00,10,4000031434
100,5000000596,Purchasing Organization3,2,Plant13,2020-01-23,Purchasing Group12,Currency Key1,,,103.18,2022-08-17 00:00:00,20,4000031433
100,5000000596,Purchasing Organization3,2,Plant17,2020-01-23,Purchasing Group12,Currency Key1,,,103.18,2022-08-17 00:00:00,20,4000031434
100,5000000597,Purchasing Organization1,0,Plant2,2020-01-22,Purchasing Group1,Currency Key1,,,42.4,9999-12-31 00:00:00,90,4000050681
100,5000000598,Purchasing Organization1,0,Plant2,2020-01-22,Purchasing Group1,Currency Key1,,,149.45,9999-12-31 00:00:00,100,4000050681
100,5000000599,Purchasing Organization3,2,Plant13,2020-01-23,Purchasing Group12,Currency Key1,,,270.38,2022-08-17 00:00:00,30,4000031433
100,5000000599,Purchasing Organization3,2,Plant17,2020-01-23,Purchasing Group12,Currency Key1,,,270.38,2022-08-17 00:00:00,30,4000031434
100,5000000600,Purchasing Organization3,2,Plant13,2020-01-23,Purchasing Group12,Currency Key1,,,163.46,2022-08-17 00:00:00,40,4000031433
100,5000000600,Purchasing Organization3,2,Plant17,2020-01-23,Purchasing Group12,Currency Key1,,,163.46,2022-08-17 00:00:00,40,4000031434
100,5000000601,Purchasing Organization3,2,Plant13,2020-01-23,Purchasing Group1,Currency Key1,,,388.19,9999-12-31 00:00:00,50,4000031433
100,5000000602,Purchasing Organization3,2,Plant13,2020-01-23,Purchasing Group1,Currency Key1,,,272.25,9999-12-31 00:00:00,60,4000031433
100,5000000603,Purchasing Organization1,0,Plant5,2020-01-24,Purchasing Group1,Currency Key4,,,3026.4,9999-12-31 00:00:00,10,4000015581
100,5000000604,Purchasing Organization1,0,Plant6,2020-01-28,Purchasing Group1,Currency Key4,,,77.19,9999-12-31 00:00:00,10,4000015713
100,5000000605,Purchasing Organization4,0,,2020-01-26,Purchasing Group18,Currency Key2,,,0.0,,10,4000036541
100,5000000606,Purchasing Organization4,0,,2020-01-26,Purchasing Group18,Currency Key2,,,0.0,,10,4000036540
100,5000000607,Purchasing Organization2,0,,2020-01-27,Purchasing Group6,Currency Key1,,,0.0,,10,4000051330
100,5000000608,Purchasing Organization1,0,Plant6,2020-01-28,Purchasing Group1,Currency Key4,,,1966.67,9999-12-31 00:00:00,20,4000016995
100,5000000609,Purchasing Organization1,0,Plant4,2020-02-05,Purchasing Group1,Currency Key3,,,186.0,9999-12-31 00:00:00,20,4000054997
100,5000000610,Purchasing Organization1,0,Plant6,2020-01-29,Purchasing Group1,Currency Key4,,,1860.7,9999-12-31 00:00:00,70,4000052070
100,5000000611,Purchasing Organization1,0,Plant5,2020-01-28,Purchasing Group1,Currency Key4,,,26835.0,9999-12-31 00:00:00,50,4000053970
100,5000000612,Purchasing Organization2,3,Plant18,2020-01-29,Purchasing Group18,Currency Key2,,,187.5,9999-12-31 00:00:00,10,4000015588
100,5000000613,Purchasing Organization4,0,,2020-02-17,Purchasing Group19,Currency Key1,,,0.0,,40,4000018261
100,5000000614,Purchasing Organization1,0,Plant10,2020-03-28,Purchasing Group1,Currency Key5,,,49.56,9999-12-31 00:00:00,10,4000053811
100,5000000615,Purchasing Organization1,0,Plant10,2020-03-31,Purchasing Group1,Currency Key5,,,19.47,9999-12-31 00:00:00,20,4000032579
100,5000000616,Purchasing Organization1,0,Plant10,2020-04-01,Purchasing Group1,Currency Key5,,,5274.34,9999-12-31 00:00:00,10,4000033914
100,5000000617,Purchasing Organization1,0,Plant10,2020-04-01,Purchasing Group1,Currency Key5,,,398.23,9999-12-31 00:00:00,10,4000032580
100,5000000618,Purchasing Organization1,0,Plant10,2020-04-01,Purchasing Group1,Currency Key1,,,280.27,9999-12-31 00:00:00,20,4000017083
100,5000000619,Purchasing Organization2,0,,2020-03-31,Purchasing Group2,Currency Key1,,,0.0,,10,4000016588
100,5000000620,Purchasing Organization1,0,Plant10,2020-04-02,Purchasing Group1,Currency Key5,,,76.99,9999-12-31 00:00:00,10,4000031889
100,5000000621,Purchasing Organization1,0,Plant10,2020-04-01,Purchasing Group1,Currency Key5,,,153.09,9999-12-31 00:00:00,10,4000031480
100,5000000622,Purchasing Organization4,0,,2020-04-02,Purchasing Group15,Currency Key5,,,0.0,,10,4000018535
100,5000000623,Purchasing Organization4,0,,2020-04-02,Purchasing Group15,Currency Key5,,,0.0,,30,4000018530
100,5000000624,Purchasing Organization1,0,Plant7,2020-04-02,Purchasing Group1,Currency Key2,,,447.0,9999-12-31 00:00:00,20,4000034227
100,5000000625,Purchasing Organization1,0,Plant10,2020-04-02,Purchasing Group1,Currency Key5,,,35.4,9999-12-31 00:00:00,10,4000050410
100,5000000626,Purchasing Organization1,0,Plant10,2020-04-02,Purchasing Group1,Currency Key5,,,2371.68,9999-12-31 00:00:00,10,4000055270
100,5000000627,Purchasing Organization4,0,,2020-04-07,Purchasing Group20,Currency Key7,,,0.0,,10,4000018212
100,5000000628,Purchasing Organization1,0,Plant16,2020-04-07,Purchasing Group6,Currency Key1,,,862.0,9999-12-31 00:00:00,10,4000031714
100,5000000629,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,25.51,9999-12-31 00:00:00,40,4000053579
100,5000000630,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,17.29,9999-12-31 00:00:00,20,4000053579
100,5000000631,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,37.17,9999-12-31 00:00:00,70,4000053579
100,5000000632,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,20.47,9999-12-31 00:00:00,80,4000053579
100,5000000633,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,44.85,9999-12-31 00:00:00,100,4000053579
100,5000000634,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,773.72,9999-12-31 00:00:00,60,4000053579
100,5000000635,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,49.57,9999-12-31 00:00:00,10,4000053579
100,5000000636,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,22.13,9999-12-31 00:00:00,110,4000053579
100,5000000637,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,18.77,9999-12-31 00:00:00,130,4000053579
100,5000000638,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,273.88,9999-12-31 00:00:00,140,4000053579
100,5000000639,Purchasing Organization1,0,Plant4,2020-04-09,Purchasing Group1,Currency Key3,,,440.64,9999-12-31 00:00:00,90,4000053579
100,5000000640,Purchasing Organization2,0,,2020-04-10,Purchasing Group21,Currency Key1,,,0.0,,20,4000016938
100,5000000641,Purchasing Organization2,0,,2020-04-10,Purchasing Group21,Currency Key1,,,0.0,,40,4000016935
100,5000000642,Purchasing Organization1,0,Plant10,2020-04-13,Purchasing Group1,Currency Key5,,,16336.28,9999-12-31 00:00:00,40,4000032236
100,5000000643,Purchasing Organization1,0,Plant14,2020-04-13,Purchasing Group1,Currency Key1,,,157.14,9999-12-31 00:00:00,10,4000015231
100,5000000644,Purchasing Organization1,0,Plant14,2020-04-13,Purchasing Group1,Currency Key1,,,9.02,2022-08-18 00:00:00,20,4000032955
100,5000000645,Purchasing Organization1,0,Plant4,2020-04-14,Purchasing Group1,Currency Key3,,,992.0,9999-12-31 00:00:00,10,4000017821
100,5000000646,Purchasing Organization1,0,Plant7,2020-04-14,Purchasing Group1,Currency Key2,,,107.2,9999-12-31 00:00:00,10,4000033151
100,5000000647,Purchasing Organization1,0,Plant13,2020-04-14,Purchasing Group1,Currency Key1,,,24197.0,9999-12-31 00:00:00,10,4000017845
100,5000000648,Purchasing Organization1,0,Plant10,2020-04-15,Purchasing Group1,Currency Key5,,,71.38,9999-12-31 00:00:00,10,4000053772
100,5000000649,Purchasing Organization2,0,,2020-04-17,Purchasing Group21,Currency Key1,,,0.0,,10,4000052201
100,5000000650,Purchasing Organization2,0,Plant3,2020-04-17,Purchasing Group2,Currency Key2,,,2950.0,9999-12-31 00:00:00,10,4000050252
100,5000000651,Purchasing Organization1,0,Plant13,2020-04-17,Purchasing Group1,Currency Key1,,,1134.99,9999-12-31 00:00:00,10,4000017581
100,5000000652,Purchasing Organization1,0,Plant10,2020-04-18,Purchasing Group1,Currency Key5,,,27.43,9999-12-31 00:00:00,30,4000014975
100,5000000653,Purchasing Organization1,0,Plant10,2020-04-18,Purchasing Group1,Currency Key5,,,49.56,9999-12-31 00:00:00,20,4000015758
100,5000000654,Purchasing Organization1,0,Plant10,2020-04-18,Purchasing Group1,Currency Key5,,,241.38,9999-12-31 00:00:00,40,4000015754
100,5000000655,Purchasing Organization2,0,Plant3,2020-06-10,Purchasing Group4,Currency Key2,,,360.0,9999-12-31 00:00:00,10,4000035334
