Client,Material Number,Created On,Date of Last Change,Date from which the cross-plant material status is valid,Date from which the X-distr.-chain material status is valid,Product hierarchy,Deletion date
100,MAT6718,2018-11-28,2022-03-30,,,,
100,MAT6719,2018-11-28,2022-03-30,,,,
100,MAT6720,2018-11-28,2022-03-30,,,,
100,MAT1845,2018-11-29,2020-10-20,,,,
100,MAT1846,2018-11-29,2020-10-20,,,,
100,MAT1847,2018-11-29,2020-10-20,,,,
100,MAT1848,2018-11-29,2020-07-10,,,,
100,MAT1849,2018-11-29,2021-04-27,,,,
100,MAT1850,2018-11-29,2021-04-27,,,,
100,MAT1851,2018-11-28,2020-01-09,,,,
100,MAT1852,2018-11-29,2020-01-20,,,,
100,MAT1853,2018-11-29,2020-01-20,,,,
100,MAT1854,2018-11-29,2020-01-20,,,,
100,MAT1855,2018-11-29,2020-01-20,,,,
100,MAT1856,2018-11-29,2021-09-13,,,,
100,MAT1857,2018-11-29,2020-01-09,,,,
100,MAT1858,2018-11-28,2020-10-29,,,,
100,MAT1859,2018-11-29,2021-06-21,,,,
100,MAT1860,2018-11-28,2020-06-11,,,,
100,MAT1861,2018-11-29,2022-03-07,,,,
100,MAT1862,2018-11-29,2020-01-09,,,,
100,MAT1863,2018-11-28,2020-01-09,,,,
100,MAT1864,2018-11-28,2022-02-04,,,,
100,MAT1865,2018-11-29,2020-01-09,,,,
100,MAT1866,2018-11-28,2021-01-14,,,,
100,MAT1867,2018-11-29,2020-01-09,,,,
100,MAT1868,2018-11-29,2022-02-22,,,,
100,MAT1869,2018-11-29,2020-01-09,,,,
100,MAT1870,2018-11-29,2020-01-09,,,,
100,MAT1871,2018-11-29,2020-01-09,,,,
100,MAT1872,2018-11-28,2020-01-09,,,,
100,MAT1873,2018-11-29,2022-04-08,,,,
100,MAT1874,2018-11-28,2021-07-14,,,,
100,MAT1875,2018-11-28,2020-07-29,,,,
100,MAT1876,2018-11-28,2022-02-03,,,,
100,MAT1877,2018-11-28,2020-01-09,,,,
100,MAT1878,2018-11-28,2022-06-30,,,,
100,MAT1879,2018-11-29,2020-01-09,,,,
100,MAT1880,2018-11-29,2020-01-09,,,,
100,MAT6735,2018-11-29,2021-07-27,,,,
100,MAT6736,2018-11-28,2021-11-04,,,,
100,MAT6737,2018-11-28,2022-02-22,,,,
100,MAT6738,2018-11-28,2020-02-05,,,,
100,MAT6739,2018-11-29,2022-02-22,,,,
100,MAT6740,2018-11-28,2022-02-22,,,,
100,MAT6741,2018-11-28,2022-02-22,,,,
100,MAT6742,2018-11-28,2022-03-04,,,,
100,MAT6743,2018-11-29,2022-02-18,,,,
100,MAT6744,2018-11-29,2022-07-05,,,,
100,MAT6745,2018-11-29,2022-07-05,,,,
100,MAT6746,2018-11-28,2020-01-09,,,,
100,MAT6747,2018-11-29,2022-02-15,,,,
100,MAT6748,2018-11-29,2020-01-09,,,,
100,MAT6749,2018-11-29,2020-01-09,,,,
100,MAT6750,2018-11-29,2022-03-18,,,,
100,MAT6751,2018-11-28,2020-01-09,,,,
100,MAT6752,2018-11-28,2022-03-02,,,,
100,MAT6753,2018-11-28,2020-01-09,,,,
100,MAT6754,2018-11-28,2020-01-09,,,,
100,MAT6755,2018-11-29,2022-03-01,,,,
100,MAT6756,2018-11-28,2020-01-09,,,,
100,MAT6757,2018-11-29,2020-01-09,,,,
100,MAT6758,2018-11-28,2021-11-04,,,,
100,MAT6759,2018-11-28,2021-11-04,,,,
100,MAT6760,2018-11-29,2021-05-05,,,,
100,MAT6761,2018-11-29,2020-01-09,,,,
100,MAT6762,2018-11-28,2020-01-09,,,,
100,MAT6763,2018-11-29,2021-09-09,,,,
100,MAT6764,2018-11-28,2020-01-09,,,,
100,MAT6765,2018-11-29,2020-01-09,,,,
100,MAT6766,2018-11-29,2020-01-09,,,,
100,MAT6767,2018-11-29,2021-04-21,,,,
100,MAT6768,2018-11-28,2020-01-09,,,,
100,MAT6769,2018-11-29,2022-03-07,,,,
100,MAT6770,2018-11-28,2022-03-07,,,,
100,MAT6771,2018-11-28,2022-03-07,,,,
100,MAT6772,2018-11-28,2022-03-07,,,,
100,MAT6773,2018-11-28,2022-03-07,,,,
100,MAT6774,2018-11-28,2022-03-16,,,,
100,MAT6775,2018-11-29,2022-03-07,,,,
100,MAT6776,2018-11-28,2022-03-07,,,,
100,MAT6777,2018-11-28,2022-03-07,,,,
100,MAT6778,2018-11-28,2022-03-07,,,,
100,MAT6779,2018-11-28,2022-03-07,,,,
100,MAT6780,2018-11-28,2020-01-09,,,,
100,MAT6781,2018-11-28,2020-01-09,,,,
100,MAT1902,2018-11-29,2022-02-08,,,,
100,MAT1903,2018-11-28,2021-05-11,,,,
100,MAT1904,2018-11-29,2020-06-30,,,,
100,MAT1905,2018-11-29,2021-12-15,,,,
100,MAT1906,2018-11-28,2021-09-21,,,,
100,MAT1907,2018-11-28,2021-09-21,,,,
100,MAT1908,2018-11-29,2022-04-18,,,,
100,MAT1909,2018-11-28,2021-09-21,,,,
100,MAT1910,2018-11-28,2021-09-21,,,,
100,MAT4383,2018-11-28,2022-02-03,,,,
100,MAT4384,2018-11-28,2020-07-28,,,,
100,MAT4385,2018-11-28,2022-06-23,,,,
100,MAT4386,2018-11-28,2020-06-16,,,,
100,MAT4387,2018-11-28,2020-07-16,,,,
100,MAT4388,2018-11-28,2020-01-09,,,,
100,MAT4389,2018-11-28,2021-10-22,,,,
100,MAT4390,2018-11-28,2021-06-03,,,,
100,MAT6782,2018-11-28,2021-04-22,,,,
100,MAT6783,2018-11-28,2022-07-07,,,,
100,MAT6784,2018-11-28,2020-01-09,,,,
100,MAT6785,2018-11-29,2020-11-02,,,,
100,MAT6786,2018-11-29,2020-01-09,,,,
100,MAT6787,2018-11-28,2022-03-11,,,,
100,MAT6788,2018-11-29,2022-06-05,,,,
100,MAT6789,2018-11-29,2021-10-05,,,,
100,MAT6790,2018-11-29,2022-07-19,,,,
100,MAT6791,2018-11-28,2022-01-13,,,,
100,MAT6792,2018-11-28,2022-05-19,,,,
100,MAT6793,2018-11-28,2022-07-12,,,,
100,MAT6794,2018-11-29,2022-05-24,,,,
100,MAT6795,2018-11-28,2022-06-21,,,,
100,MAT6796,2018-11-28,2021-07-21,,,,
100,MAT6797,2018-11-29,2022-06-13,,,,
100,MAT6798,2018-11-29,2022-05-02,,,,
100,MAT6799,2018-11-28,2021-05-05,,,,
100,MAT6800,2018-11-28,2021-08-12,,,,
100,MAT6801,2018-11-29,2022-02-02,,,,
100,MAT6802,2018-11-28,2022-07-13,,,,
100,MAT6803,2018-11-29,2022-05-02,,,,
100,MAT6804,2018-11-29,2021-06-03,,,,
100,MAT6805,2018-11-29,2021-02-04,,,,
100,MAT6806,2018-11-29,2022-04-26,,,,
100,MAT6807,2018-11-28,2022-05-19,,,,
100,MAT6808,2018-11-29,2022-05-17,,,,
100,MAT6809,2018-11-29,2022-04-26,,,,
100,MAT6810,2018-11-29,2020-01-09,,,,
100,MAT6811,2018-11-29,2022-04-26,,,,
100,MAT6812,2018-11-29,2022-04-26,,,,
100,MAT6813,2018-11-29,2022-03-21,,,,
100,MAT6814,2018-11-28,2020-01-09,,,,
100,MAT6815,2018-11-28,2021-07-21,,,,
100,MAT6816,2018-11-29,2021-07-21,,,,
100,MAT6817,2018-11-29,2022-02-23,,,,
100,MAT6818,2018-11-28,2022-03-07,,,,
100,MAT6819,2018-11-29,2021-05-18,,,,
100,MAT6820,2018-11-29,2021-05-05,,,,
100,MAT6821,2018-11-28,2021-05-05,,,,
100,MAT6822,2018-11-29,2021-05-05,,,,
100,MAT6823,2018-11-29,2020-05-18,,,,
100,MAT6824,2018-11-29,2021-05-05,,,,
100,MAT6825,2018-11-29,2021-04-15,,,,
100,MAT6826,2018-11-29,2021-10-26,,,,
100,MAT4409,2018-11-28,2021-07-14,,,,
100,MAT4410,2018-11-29,2021-07-14,,,,
100,MAT4411,2018-11-28,2022-05-19,,,,
100,MAT4412,2018-11-29,2021-07-19,,,,
100,MAT4413,2018-11-28,2021-07-14,,,,
100,MAT4414,2018-11-28,2022-01-26,,,,
100,MAT4415,2018-11-28,2022-05-19,,,,
100,MAT4416,2018-11-29,2021-05-17,,,,
100,MAT4417,2018-11-29,2021-05-17,,,,
100,MAT4418,2018-11-28,2022-06-09,,,,
100,MAT4419,2018-11-28,2021-07-14,,,,
100,MAT4420,2018-11-28,2021-12-14,,,,
100,MAT4421,2018-11-28,2021-04-05,,,,
100,MAT4422,2018-11-29,2022-01-13,,,,
100,MAT4423,2018-11-29,2022-01-13,,,,
100,MAT4424,2018-11-28,2022-01-28,,,,
100,MAT4425,2018-11-28,2022-01-28,,,,
100,MAT4426,2018-11-28,2022-03-15,,,,
100,MAT4427,2018-11-28,2022-01-05,,,,
100,MAT4428,2018-11-29,2022-07-15,,,,
100,MAT4429,2018-11-28,2022-02-11,,,,
100,MAT4430,2018-11-30,2021-08-04,,,,
100,MAT4431,2018-12-02,2022-04-05,,,,
100,MAT4432,2019-02-13,2020-01-09,,,,
100,MAT4433,2019-02-13,2020-01-09,,,,
100,MAT4434,2019-02-27,2022-06-08,,,,
100,MAT4435,2019-02-27,2021-06-16,,,,
100,MAT4436,2019-02-27,2022-01-31,,,,
100,MAT4437,2019-02-27,2021-03-30,,,,
100,MAT4438,2019-02-27,2021-03-30,,,,
100,MAT4439,2019-02-27,2020-01-09,,,,
100,MAT4440,2019-02-27,2021-03-30,,,,
100,MAT4441,2019-02-27,2020-01-09,,,,
100,MAT4442,2019-02-27,2020-01-09,,,,
100,MAT4443,2019-02-27,2022-02-10,,,,
100,MAT4444,2019-02-27,2022-06-30,,,,
100,MAT4445,2019-02-27,2022-06-30,,,,
100,MAT4446,2019-02-27,2021-04-21,,,,
100,MAT4447,2019-02-27,2022-06-30,,,,
100,MAT4448,2019-02-27,2021-04-07,,,,
100,MAT4449,2019-02-27,2021-06-23,,,,
100,MAT4450,2019-02-27,2020-01-09,,,,
100,MAT4451,2019-02-27,2020-01-09,,,,
100,MAT9349,2019-02-27,2022-02-10,,,,
100,MAT9350,2019-02-27,2022-03-17,,,,
100,MAT9351,2019-02-27,2022-03-17,,,,
100,MAT9352,2019-02-27,2022-03-17,,,,
100,MAT9353,2019-02-27,2022-03-17,,,,
100,MAT9354,2019-02-27,2022-03-17,,,,
100,MAT9355,2019-02-27,2021-02-05,,,,
100,MAT9356,2019-02-27,2021-02-05,,,,
100,MAT9357,2019-02-27,2021-02-05,,,,
100,MAT9358,2019-02-27,2021-02-05,,,,
100,MAT9359,2019-02-27,2022-06-01,,,,
100,MAT9360,2019-02-27,2021-04-21,,,,
100,MAT9361,2019-02-27,2021-04-21,,,,
100,MAT9362,2019-02-27,2021-04-21,,,,
100,MAT9363,2019-02-27,2021-04-21,,,,
100,MAT9364,2019-02-27,2021-07-08,,,,
100,MAT9365,2019-02-27,2021-02-05,,,,
100,MAT9366,2019-02-27,2021-02-05,,,,
100,MAT9367,2019-02-27,2021-07-08,,,,
100,MAT9368,2019-02-27,2021-02-05,,,,
100,MAT9369,2019-02-27,2021-02-05,,,,
100,MAT9370,2019-02-27,2021-02-05,,,,
100,MAT4453,2019-02-27,2021-02-05,,,,
100,MAT4454,2019-02-27,2021-07-08,,,,
100,MAT4455,2019-02-27,2021-11-17,,,,
100,MAT4456,2019-02-27,2021-04-21,,,,
100,MAT4457,2019-02-27,2021-04-21,,,,
100,MAT4458,2019-02-27,2021-02-05,,,,
100,MAT4459,2019-02-27,2022-06-06,,,,
100,MAT4460,2019-02-27,2021-07-08,,,,
100,MAT4461,2019-02-27,2021-02-05,,,,
100,MAT4462,2019-02-27,2022-06-01,,,,
100,MAT4463,2019-02-27,2021-02-05,,,,
100,MAT4464,2019-02-27,2021-07-08,,,,
100,MAT4465,2019-02-27,2021-07-08,,,,
100,MAT4466,2019-02-27,2021-02-05,,,,
100,MAT4467,2019-02-27,2021-02-05,,,,
100,MAT2114,2019-12-04,2021-06-15,,,,
100,MAT2115,2019-12-04,2022-03-31,,,,
100,MAT2116,2019-12-04,2021-12-14,,,,
100,MAT2117,2019-12-04,2021-12-01,,,,
100,MAT2118,2019-12-04,2021-06-15,,,,
100,MAT2119,2019-12-04,2021-06-15,,,,
100,MAT2120,2019-12-04,2021-06-15,,,,
100,MAT2121,2019-12-04,2021-06-15,,,,
100,MAT9371,2019-12-04,2022-02-23,,,,
100,MAT9372,2019-12-04,2021-06-15,,,,
100,MAT9373,2019-12-04,2021-12-02,,,,
100,MAT9374,2019-12-04,2021-06-15,,,,
100,MAT9375,2019-12-04,2021-06-15,,,,
100,MAT9376,2019-12-04,2021-06-15,,,,
100,MAT9377,2019-12-04,2021-06-15,,,,
100,MAT9378,2019-12-04,2021-06-15,,,,
100,MAT9379,2019-12-04,2021-06-15,,,,
100,MAT9380,2019-12-04,2021-06-15,,,,
100,MAT9381,2019-12-04,2021-06-15,,,,
100,MAT9382,2019-12-04,2021-06-15,,,,
100,MAT9383,2019-12-04,2021-06-15,,,,
100,MAT9384,2019-12-04,2021-06-15,,,,
100,MAT9385,2019-12-04,2021-02-05,,,,
100,MAT9386,2019-12-04,2021-02-05,,,,
100,MAT9387,2019-12-04,2021-04-13,,,,
100,MAT9388,2019-12-04,2021-04-12,,,,
100,MAT9389,2019-12-04,2021-09-21,,,,
100,MAT9390,2019-12-04,2021-09-21,,,,
100,MAT9391,2019-12-04,2021-09-21,,,,
100,MAT9392,2019-12-04,2021-03-24,,,,
100,MAT9393,2019-12-04,2022-03-23,,,,
100,MAT9394,2019-12-04,2021-02-05,,,,
100,MAT9395,2019-12-04,2022-03-31,,,,
100,MAT9396,2019-12-04,2022-03-31,,,,
100,MAT9397,2019-12-04,2021-06-15,,,,
100,MAT9398,2019-12-04,2021-11-23,,,,
100,MAT9399,2019-12-04,2021-11-14,,,,
100,MAT9400,2019-12-04,2021-02-05,,,,
100,MAT9401,2019-12-04,2021-11-27,,,,
100,MAT9402,2019-12-04,2021-10-05,,,,
100,MAT9403,2019-12-04,2022-02-25,,,,
100,MAT9404,2019-12-04,2021-10-25,,,,
100,MAT9405,2019-12-04,2021-11-26,,,,
100,MAT9406,2019-12-04,2021-02-24,,,,
100,MAT9407,2019-12-04,2022-05-10,,,,
100,MAT9408,2019-12-04,2021-09-29,,,,
100,MAT9409,2019-12-04,2022-03-05,,,,
100,MAT9410,2019-12-04,2022-03-05,,,,
100,MAT9411,2019-12-04,2021-02-05,,,,
100,MAT2131,2020-04-14,2021-08-04,,,,
100,MAT2132,2020-04-14,2022-06-20,,,,
100,MAT2133,2020-04-21,2021-09-30,,,,
100,MAT2134,2020-04-21,2022-02-26,,,,
100,MAT2135,2020-04-21,2022-02-26,,,,
100,MAT2136,2020-04-23,2020-05-06,,,,
100,MAT2137,2020-04-23,2020-05-06,,,,
100,MAT2138,2020-04-23,2020-05-06,,,,
100,MAT2139,2020-04-23,2022-02-03,,,,
100,MAT2140,2020-04-28,,,,,
100,MAT2141,2020-04-29,2022-06-20,,,,
100,MAT2142,2020-04-30,2022-07-11,,,,
100,MAT2143,2020-04-30,2021-06-08,,,,
100,MAT2144,2020-04-30,2021-05-17,,,,
100,MAT2145,2020-04-30,2022-02-23,,,,
100,MAT2146,2020-04-30,2022-02-23,,,,
100,MAT2147,2020-04-30,2022-04-18,,,,
100,MAT2148,2020-04-30,,,,,
100,MAT2149,2020-05-08,2021-02-05,,,,
100,MAT2150,2020-05-08,2020-11-02,,,,
100,MAT2151,2020-05-01,2022-05-23,,,,
100,MAT2152,2020-05-01,2021-03-01,,,,
100,MAT2153,2020-05-01,2021-04-28,,,,
100,MAT2154,2020-05-01,2021-05-03,,,,
100,MAT2155,2020-05-01,2021-05-03,,,,
100,MAT2156,2020-05-01,2022-05-19,,,,
100,MAT2157,2020-05-02,,,,,
100,MAT2158,2020-05-07,2021-06-13,,,,
100,MAT7006,2020-11-20,2022-07-03,,,,
100,MAT7007,2020-11-20,2022-07-04,,,,
100,MAT7008,2020-11-20,2022-07-04,,,,
100,MAT7009,2020-11-20,2022-07-04,,,,
100,MAT7010,2020-11-20,2022-07-04,,,,
100,MAT7011,2020-11-20,2022-07-04,,,,
100,MAT7012,2020-11-20,2022-07-04,,,,
100,MAT7013,2020-11-20,2022-07-04,,,,
100,MAT7014,2020-11-20,2022-04-07,,,,
100,MAT7015,2020-11-20,2022-07-04,,,,
100,MAT7016,2020-11-20,2022-02-10,,,,
100,MAT7017,2020-11-20,2022-02-10,,,,
100,MAT7018,2020-11-20,2022-05-31,,,,
100,MAT7019,2020-11-20,2022-07-03,,,,
100,MAT7020,2020-11-20,2022-03-28,,,,
100,MAT7021,2020-11-20,2022-03-28,,,,
100,MAT7022,2020-11-20,2022-04-07,,,,
100,MAT7023,2020-11-20,2022-05-18,,,,
100,MAT7024,2020-11-20,2022-04-07,,,,
100,MAT7025,2020-11-20,2022-03-14,,,,
100,MAT7026,2020-11-20,2022-05-23,,,,
100,MAT7027,2020-11-20,2022-07-06,,,,
100,MAT7028,2020-11-20,2022-07-12,,,,
100,MAT7029,2020-11-20,2022-07-19,,,,
100,MAT7030,2020-11-20,2022-04-22,,,,
100,MAT7031,2020-11-20,2022-06-15,,,,
100,MAT7032,2020-11-20,2022-03-30,,,,
100,MAT7033,2020-11-20,2022-06-12,,,,
100,MAT7034,2020-11-20,2022-05-23,,,,
100,MAT7035,2020-11-20,2022-05-11,,,,
100,MAT9500,2021-03-23,2022-02-23,,,,
100,MAT9501,2021-03-23,2021-06-29,,,,
100,MAT9502,2021-03-23,2021-06-29,,,,
100,MAT9503,2021-03-23,2021-08-12,,,,
100,MAT9504,2021-03-23,2021-08-12,,,,
100,MAT9505,2021-03-23,2021-08-12,,,,
100,MAT9506,2021-04-21,2022-06-05,,,,
100,MAT9507,2021-03-29,2022-02-12,,,,
100,MAT4597,2021-03-29,2022-02-09,,,,
100,MAT4598,2021-03-29,2022-03-02,,,,
100,MAT4599,2021-03-29,2022-07-03,,,,
100,MAT4600,2021-03-29,2022-07-14,,,,
100,MAT4601,2021-03-29,2022-06-20,,,,
100,MAT4602,2021-03-30,2022-05-23,,,,
100,MAT4603,2021-03-29,2021-12-07,,,,
100,MAT4604,2021-04-14,2022-04-01,,,,
100,MAT4605,2021-04-14,2022-07-12,,,,
100,MAT4606,2021-03-31,2022-02-07,,,,
100,MAT4607,2021-04-06,2021-12-06,,,,
100,MAT4608,2021-04-06,2021-12-06,,,,
100,MAT4609,2021-04-06,2021-12-06,,,,
100,MAT4610,2021-04-21,2022-04-05,,,,
100,MAT4611,2021-04-22,2021-07-11,,,,
100,MAT4612,2021-04-22,2021-09-24,,,,
100,MAT4613,2021-05-03,2021-08-02,,,,
100,MAT4614,2021-05-03,2022-02-06,,,,
100,MAT4615,2021-05-03,2022-03-16,,,,
100,MAT4616,2021-05-03,2021-07-06,,,,
100,MAT4617,2021-05-06,2022-05-08,,,,
100,MAT4618,2021-05-06,2022-05-08,,,,
100,MAT4619,2021-05-06,2022-05-08,,,,
100,MAT4620,2021-05-06,2022-05-08,,,,
100,MAT4621,2021-05-06,2022-07-01,,,,
100,MAT2218,2021-06-03,2022-05-01,,,,
100,MAT2219,2021-06-03,2022-05-01,,,,
100,MAT2220,2021-06-03,2022-05-24,,,,
100,MAT2221,2021-06-03,2022-05-24,,,,
100,MAT2222,2021-06-03,2022-05-24,,,,
100,MAT2223,2021-06-03,2022-05-24,,,,
100,MAT2224,2021-06-03,2022-05-24,,,,
100,MAT2225,2021-06-03,2022-05-24,,,,
100,MAT2226,2021-06-03,2022-05-24,,,,
100,MAT2227,2021-06-03,2022-07-14,,,,
100,MAT2228,2021-06-03,2022-07-14,,,,
100,MAT2229,2021-06-03,2022-05-24,,,,
100,MAT2230,2021-06-03,2022-07-14,,,,
100,MAT2231,2021-06-03,2022-07-14,,,,
100,MAT2232,2021-06-03,2022-07-14,,,,
100,MAT2233,2021-06-03,2022-07-14,,,,
100,MAT2234,2021-06-03,2022-07-14,,,,
100,MAT2235,2021-06-03,2022-07-14,,,,
100,MAT2236,2021-06-03,2022-07-14,,,,
100,MAT2237,2021-06-03,2022-07-14,,,,
100,MAT2238,2021-06-03,2022-07-14,,,,
100,MAT2239,2021-06-03,2022-07-14,,,,
100,MAT2240,2021-06-03,2022-07-14,,,,
100,MAT2241,2021-06-03,2022-07-14,,,,
100,MAT2242,2021-06-03,2022-07-14,,,,
100,MAT2243,2021-06-03,2022-07-14,,,,
100,MAT2244,2021-06-03,2022-05-10,,,,
100,MAT2245,2021-06-03,2022-07-14,,,,
100,MAT2246,2021-06-03,2022-07-14,,,,
100,MAT2247,2021-06-03,2022-07-14,,,,
100,MAT2248,2021-06-03,2022-07-14,,,,
100,MAT2249,2021-06-03,2022-07-14,,,,
100,MAT2250,2021-06-03,2022-05-01,,,,
100,MAT2251,2021-06-03,2022-05-10,,,,
100,MAT2252,2021-06-21,,,,,
100,MAT2253,2021-06-21,,,,,
100,MAT2254,2021-06-24,2022-01-12,,,,
100,MAT2255,2021-06-24,2022-06-12,,,,
100,MAT2256,2021-06-25,2022-06-23,,,,
100,MAT2257,2021-06-28,2022-03-25,,,,
100,MAT2258,2021-06-30,2021-08-24,,,,
100,MAT2259,2021-07-28,2021-08-11,,,,
100,MAT2260,2021-07-28,2021-08-11,,,,
100,MAT2261,2021-07-28,2021-08-11,,,,
100,MAT2262,2021-06-30,2022-02-15,,,,
100,MAT2263,2021-06-30,2022-07-06,,,,
100,MAT2264,2021-06-30,2022-05-12,,,,
100,MAT2265,2021-06-30,2022-05-01,,,,
100,MAT2266,2021-07-09,2021-10-11,,,,
100,MAT2267,2021-07-16,2022-03-02,,,,
100,MAT2268,2021-07-13,2021-08-11,,,,
100,MAT2269,2021-07-13,2022-04-06,,,,
100,MAT2270,2021-07-13,2021-08-02,,,,
100,MAT2271,2021-07-13,2021-08-02,,,,
100,MAT2272,2021-07-13,2022-06-14,,,,
100,MAT2273,2021-07-13,2022-06-08,,,,
100,MAT2274,2021-07-13,2021-08-03,,,,
100,MAT2275,2021-07-20,2022-03-28,,,,
100,MAT2276,2021-07-20,2022-03-07,,,,
100,MAT7168,2021-09-30,2022-01-11,,,,
100,MAT7169,2021-09-30,2022-05-03,,,,
100,MAT7170,2021-09-30,2021-12-11,,,,
100,MAT7171,2021-09-30,2022-05-03,,,,
100,MAT7172,2021-09-30,2022-03-28,,,,
100,MAT7173,2021-09-30,2022-03-28,,,,
100,MAT7174,2021-09-30,2022-03-28,,,,
100,MAT7175,2021-09-30,2022-05-03,,,,
100,MAT7176,2021-09-30,2022-05-18,,,,
100,MAT7177,2021-09-30,2022-05-18,,,,
100,MAT7178,2021-09-30,2022-05-03,,,,
100,MAT7179,2021-09-30,2022-05-03,,,,
100,MAT7180,2021-09-30,2022-05-03,,,,
100,MAT7181,2021-09-30,2022-07-19,,,,
100,MAT7182,2021-09-30,2022-05-18,,,,
100,MAT7183,2021-09-30,2022-06-18,,,,
100,MAT7184,2021-09-30,2022-05-30,,,,
100,MAT7185,2021-09-30,2022-05-29,,,,
100,MAT7186,2021-09-30,2022-03-28,,,,
100,MAT7187,2021-10-05,2022-01-24,,,,
100,MAT7188,2021-10-07,2022-03-09,,,,
100,MAT7189,2021-10-05,2022-01-24,,,,
100,MAT7190,2021-10-06,2022-03-02,,,,
100,MAT7191,2021-10-07,2021-10-14,,,,
100,MAT7192,2021-10-07,2022-03-15,,,,
100,MAT7193,2021-10-07,2021-10-07,,,,
100,MAT7194,2021-10-07,,,,,
100,MAT7195,2021-10-07,2021-10-07,,,,
100,MAT7196,2021-10-11,2021-11-03,,,,
100,MAT7197,2021-10-19,2022-04-21,,,,
100,MAT7198,2021-10-07,,,,,
100,MAT7199,2021-10-20,2022-04-19,,,,
100,MAT7200,2021-10-21,2022-04-26,,,,
100,MAT7201,2021-10-21,2022-04-26,,,,
100,MAT7202,2021-10-21,2022-04-26,,,,
100,MAT7203,2021-10-21,2022-04-26,,,,
100,MAT7204,2021-10-21,2022-04-26,,,,
100,MAT7205,2021-10-21,2022-04-26,,,,
100,MAT7206,2021-10-21,2022-04-26,,,,
100,MAT7207,2021-10-18,2022-05-10,,,,
100,MAT7208,2021-10-18,2022-07-19,,,,
100,MAT7209,2021-10-18,2022-04-05,,,,
100,MAT7210,2021-10-18,2022-05-01,,,,
100,MAT7211,2021-10-18,2022-05-01,,,,
100,MAT7212,2021-10-18,2022-03-28,,,,
100,MAT7213,2021-10-18,2022-04-13,,,,
100,MAT7214,2021-10-18,2022-03-28,,,,
100,MAT7215,2021-10-18,2022-03-28,,,,
100,MAT7216,2021-10-18,2022-04-29,,,,
100,MAT7217,2021-10-18,2022-04-29,,,,
100,MAT2277,2021-10-18,2022-05-29,,,,
100,MAT2278,2021-10-18,2022-05-29,,,,
100,MAT2279,2021-10-18,2022-05-01,,,,
100,MAT2280,2021-10-18,2022-03-28,,,,
100,MAT2281,2021-10-18,2022-05-01,,,,
100,MAT2282,2021-10-18,2022-03-28,,,,
100,MAT2283,2021-10-18,2022-03-28,,,,
100,MAT2284,2021-10-18,2022-03-28,,,,
100,MAT2285,2021-10-18,2022-04-29,,,,
100,MAT2286,2021-10-18,2022-05-01,,,,
100,MAT2287,2021-10-18,2022-05-01,,,,
100,MAT2288,2021-10-18,2022-05-24,,,,
100,MAT2289,2021-10-18,2022-05-24,,,,
100,MAT2290,2021-10-18,2022-05-01,,,,
100,MAT4829,2022-03-05,2022-06-20,,,,
100,MAT4830,2022-03-05,2022-07-08,,,,
100,MAT4831,2022-03-05,2022-06-20,,,,
100,MAT4832,2022-03-05,2022-06-20,,,,
100,MAT4833,2022-03-05,2022-06-20,,,,
100,MAT4834,2022-03-05,2022-06-20,,,,
100,MAT4835,2022-03-05,2022-06-20,,,,
100,MAT4836,2022-03-05,2022-06-30,,,,
100,MAT4837,2022-03-05,2022-06-30,,,,
100,MAT4838,2022-03-05,2022-06-30,,,,
100,MAT4839,2022-03-05,2022-05-25,,,,
100,MAT4840,2022-03-05,2022-06-30,,,,
100,MAT4841,2022-03-05,2022-05-25,,,,
100,MAT4842,2022-03-05,2022-06-30,,,,
100,MAT4843,2022-03-05,2022-06-30,,,,
100,MAT4844,2022-03-05,2022-06-30,,,,
100,MAT4845,2022-03-05,2022-06-30,,,,
100,MAT4846,2022-03-05,2022-06-30,,,,
100,MAT4847,2022-03-05,2022-06-30,,,,
100,MAT4848,2022-03-05,2022-06-30,,,,
100,MAT4849,2022-03-05,2022-06-30,,,,
100,MAT4850,2022-03-05,2022-06-30,,,,
100,MAT4851,2022-03-05,2022-06-30,,,,
100,MAT4852,2022-03-05,2022-06-30,,,,
100,MAT4853,2022-03-05,2022-06-30,,,,
100,MAT4854,2022-03-05,2022-06-30,,,,
100,MAT4855,2022-03-05,2022-05-25,,,,
100,MAT4856,2022-03-05,2022-05-25,,,,
100,MAT4857,2022-03-05,2022-06-30,,,,
100,MAT4858,2022-03-09,2022-05-23,,,,
100,MAT4859,2022-03-09,2022-03-30,,,,
100,MAT4860,2022-03-09,2022-03-09,,,,
100,MAT4861,2022-03-11,2022-04-07,,,,
100,MAT4862,2022-03-11,2022-03-11,,,,
100,MAT4863,2022-03-11,2022-07-01,,,,
100,MAT4864,2022-03-10,2022-05-13,,,,
100,MAT4865,2022-03-10,2022-05-15,,,,
100,MAT4866,2022-03-10,2022-05-15,,,,
100,MAT4867,2022-03-10,2022-05-15,,,,
100,MAT4868,2022-03-10,2022-05-13,,,,
100,MAT4869,2022-03-10,2022-05-13,,,,
100,MAT4870,2022-03-10,2022-05-15,,,,
100,MAT4871,2022-03-10,2022-05-16,,,,
100,MAT4872,2022-03-10,2022-05-16,,,,
100,MAT4873,2022-03-10,2022-05-16,,,,
100,MAT4874,2022-03-10,2022-05-16,,,,
