Client,Purchasing Document Number,Item Number of Purchasing Document,Confirmation Category,Sequential Number of Vendor Confirmation,Delivery Date of Vendor Confirmation,Creation Date of Confirmation,Time at Which Vendor Confirmation was Created
100,4000038317,4,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 14:29:39
100,4000038317,4,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 18:37:58
100,4000038317,5,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 14:29:39
100,4000038317,5,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 18:37:58
100,4000038317,6,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 14:29:39
100,4000038317,6,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 18:37:58
100,4000038317,7,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 14:29:39
100,4000038317,7,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 18:37:58
100,4000038318,1,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 14:22:21
100,4000038318,1,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 21:37:16
100,4000038319,1,Confirmation Category2,1,2022-04-29,2022-03-21,1970-01-01 16:45:03
100,4000038319,1,Confirmation Category1,2,2022-05-11,2022-05-11,1970-01-01 17:36:39
100,4000038321,1,Confirmation Category2,1,2022-04-18,2022-03-21,1970-01-01 15:08:44
100,4000038321,1,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 21:37:16
100,4000038322,1,Confirmation Category2,1,2022-04-04,2022-03-21,1970-01-01 14:44:17
100,4000038322,1,Confirmation Category1,2,2022-04-07,2022-04-07,1970-01-01 17:31:55
100,4000038322,2,Confirmation Category2,1,2022-04-04,2022-03-21,1970-01-01 14:44:17
100,4000038322,2,Confirmation Category1,2,2022-04-07,2022-04-07,1970-01-01 17:31:55
100,4000038323,1,Confirmation Category2,1,2022-03-31,2022-03-21,1970-01-01 13:27:54
100,4000038323,1,Confirmation Category1,2,2022-04-21,2022-04-21,1970-01-01 21:36:32
100,4000038323,2,Confirmation Category2,1,2022-03-31,2022-03-21,1970-01-01 13:27:54
100,4000038323,2,Confirmation Category1,2,2022-04-21,2022-04-21,1970-01-01 21:36:32
100,4000038324,1,Confirmation Category2,1,2022-03-21,2022-03-21,1970-01-01 13:54:29
100,4000038324,1,Confirmation Category1,2,2022-03-21,2022-03-21,1970-01-01 15:02:06
100,4000038325,1,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:32:43
100,4000038325,1,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:44
100,4000038325,2,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:32:43
100,4000038325,2,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:44
100,4000038327,1,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 14:10:26
100,4000038327,1,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 21:36:48
100,4000038327,2,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 14:10:26
100,4000038327,2,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 21:36:48
100,4000038328,1,Confirmation Category2,1,2022-03-21,2022-03-21,1970-01-01 13:25:05
100,4000038328,1,Confirmation Category1,2,2022-03-21,2022-03-21,1970-01-01 15:01:22
100,4000038330,1,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 15:15:49
100,4000038330,1,Confirmation Category1,2,2022-03-21,2022-03-22,1970-01-01 00:37:28
100,4000038331,1,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 15:32:01
100,4000038331,1,Confirmation Category1,2,2022-04-26,2022-04-26,1970-01-01 21:36:52
100,4000038332,1,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 12:16:14
100,4000038332,2,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 12:16:14
100,4000038332,3,Confirmation Category2,1,2022-03-29,2022-03-21,1970-01-01 12:16:14
100,4000038332,4,Confirmation Category2,1,2022-03-28,2022-03-21,1970-01-01 12:16:14
100,4000038332,5,Confirmation Category2,1,2022-03-28,2022-03-21,1970-01-01 12:16:14
100,4000038332,6,Confirmation Category2,1,2022-03-25,2022-03-21,1970-01-01 12:16:14
100,4000038332,7,Confirmation Category2,1,2022-03-25,2022-03-21,1970-01-01 12:16:14
100,4000038332,8,Confirmation Category2,1,2022-03-25,2022-03-21,1970-01-01 12:16:14
100,4000038333,1,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 16:13:16
100,4000038333,1,Confirmation Category1,2,2022-05-12,2022-05-12,1970-01-01 18:36:25
100,4000038334,1,Confirmation Category2,1,2022-04-29,2022-03-21,1970-01-01 20:42:33
100,4000038334,1,Confirmation Category1,2,2022-05-26,2022-05-26,1970-01-01 21:37:14
100,4000038334,2,Confirmation Category2,1,2022-04-29,2022-03-21,1970-01-01 20:42:33
100,4000038334,2,Confirmation Category1,2,2022-05-26,2022-05-26,1970-01-01 21:37:14
100,4000038334,3,Confirmation Category2,1,2022-04-29,2022-03-21,1970-01-01 20:42:33
100,4000038334,3,Confirmation Category1,2,2022-05-26,2022-05-26,1970-01-01 21:37:14
100,4000038334,4,Confirmation Category2,1,2022-04-29,2022-03-21,1970-01-01 20:42:33
100,4000038334,4,Confirmation Category1,2,2022-05-26,2022-05-26,1970-01-01 21:37:14
100,4000038334,5,Confirmation Category2,1,2022-04-29,2022-03-21,1970-01-01 20:42:33
100,4000038334,5,Confirmation Category1,2,2022-05-26,2022-05-26,1970-01-01 21:37:14
100,4000038334,6,Confirmation Category2,1,2022-04-29,2022-03-21,1970-01-01 20:42:33
100,4000038334,6,Confirmation Category1,2,2022-05-26,2022-05-26,1970-01-01 21:37:14
100,4000038334,7,Confirmation Category2,1,2022-04-29,2022-03-21,1970-01-01 20:42:33
100,4000038335,1,Confirmation Category2,1,2022-04-11,2022-03-21,1970-01-01 20:52:05
100,4000038335,1,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 21:36:18
100,4000038336,1,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 17:00:59
100,4000038336,1,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 14:51:14
100,4000038336,1,Confirmation Category1,3,2022-03-30,2022-03-30,1970-01-01 22:37:13
100,4000038336,2,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 17:00:59
100,4000038336,2,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 14:51:14
100,4000038337,1,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:51:58
100,4000038337,1,Confirmation Category1,2,2022-03-22,2022-03-22,1970-01-01 21:37:00
100,4000038337,2,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:51:58
100,4000038337,2,Confirmation Category1,2,2022-03-22,2022-03-22,1970-01-01 21:37:00
100,4000038337,3,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:51:58
100,4000038337,3,Confirmation Category1,2,2022-03-22,2022-03-22,1970-01-01 21:37:00
100,4000038337,4,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:51:58
100,4000038337,4,Confirmation Category1,2,2022-03-22,2022-03-22,1970-01-01 21:37:00
100,4000038337,5,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:51:58
100,4000038337,5,Confirmation Category1,2,2022-03-22,2022-03-22,1970-01-01 21:37:00
100,4000038338,1,Confirmation Category2,1,2022-04-18,2022-03-21,1970-01-01 17:11:12
100,4000038338,1,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 21:36:56
100,4000038339,1,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 16:40:16
100,4000038339,1,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 21:37:16
100,4000038340,1,Confirmation Category2,1,2022-05-24,2022-03-21,1970-01-01 16:32:48
100,4000038340,1,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 21:37:16
100,4000038341,1,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 15:52:05
100,4000038341,1,Confirmation Category1,2,2022-04-07,2022-04-07,1970-01-01 17:39:19
100,4000038342,1,Confirmation Category1,1,2022-03-23,2022-03-24,1970-01-01 00:25:05
100,4000038342,2,Confirmation Category1,1,2022-03-23,2022-03-24,1970-01-01 00:25:05
100,4000038343,1,Confirmation Category2,1,2022-03-24,2022-03-23,1970-01-01 22:30:06
100,4000038343,1,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 21:37:16
100,4000038344,1,Confirmation Category2,1,2022-04-04,2022-03-21,1970-01-01 20:33:25
100,4000038344,1,Confirmation Category1,2,2022-05-31,2022-05-31,1970-01-01 21:36:40
100,4000038345,1,Confirmation Category2,1,2022-04-04,2022-03-21,1970-01-01 17:02:47
100,4000038345,1,Confirmation Category1,2,2022-04-27,2022-04-27,1970-01-01 21:37:15
100,4000038346,1,Confirmation Category2,1,2022-05-23,2022-03-21,1970-01-01 15:46:28
100,4000038346,1,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 21:37:17
100,4000038347,1,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:06:46
100,4000038347,1,Confirmation Category1,2,2022-04-05,2022-04-07,1970-01-01 16:39:07
100,4000038348,1,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038348,2,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038348,3,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038348,4,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038348,5,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038348,6,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038348,7,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038348,8,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038348,9,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:02:24
100,4000038349,1,Confirmation Category2,1,2022-04-04,2022-03-21,1970-01-01 16:51:20
100,4000038349,1,Confirmation Category1,2,2022-03-22,2022-03-22,1970-01-01 13:36:38
100,4000038350,1,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 18:32:43
100,4000038350,1,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 21:36:50
100,4000038350,2,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 18:32:43
100,4000038350,2,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 21:36:50
100,4000038351,1,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:51:18
100,4000038351,1,Confirmation Category1,2,2022-03-23,2022-03-23,1970-01-01 13:36:45
100,4000038351,2,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:51:18
100,4000038351,2,Confirmation Category1,2,2022-03-23,2022-03-23,1970-01-01 13:36:45
100,4000038351,3,Confirmation Category2,1,2022-04-01,2022-03-21,1970-01-01 16:51:18
100,4000038351,3,Confirmation Category1,2,2022-03-23,2022-03-23,1970-01-01 13:36:45
100,4000038352,1,Confirmation Category2,1,2022-04-21,2022-03-21,1970-01-01 18:32:43
100,4000038352,1,Confirmation Category1,2,2022-03-30,2022-03-30,1970-01-01 14:51:53
100,4000038353,1,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:17:46
100,4000038353,1,Confirmation Category1,2,2022-03-21,2022-03-22,1970-01-01 00:37:27
100,4000038353,1,Confirmation Category1,3,2022-03-25,2022-03-26,1970-01-01 01:36:15
100,4000038353,2,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:17:46
100,4000038353,2,Confirmation Category1,2,2022-04-12,2022-04-13,1970-01-01 02:36:41
100,4000038354,1,Confirmation Category2,1,2022-03-23,2022-03-21,1970-01-01 15:43:14
100,4000038358,1,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 14:23:28
100,4000038360,1,Confirmation Category2,1,2022-03-20,2022-03-21,1970-01-01 16:14:19
100,4000038363,1,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:32:44
100,4000038363,1,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 21:36:48
100,4000038365,1,Confirmation Category1,1,2022-03-22,2022-03-23,1970-01-01 04:19:59
100,4000038365,3,Confirmation Category1,1,2022-03-22,2022-03-23,1970-01-01 04:19:59
100,4000038367,1,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:32:43
100,4000038367,1,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:46
100,4000038367,2,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:32:43
100,4000038367,2,Confirmation Category1,2,2022-04-01,2022-04-01,1970-01-01 15:51:16
100,4000038367,3,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:32:43
100,4000038367,3,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 19:36:14
100,4000038367,4,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 18:32:43
100,4000038367,4,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 19:36:14
100,4000038368,1,Confirmation Category2,1,2022-05-26,2022-03-21,1970-01-01 18:32:43
100,4000038368,1,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 13:51:56
100,4000038369,1,Confirmation Category2,1,2022-03-22,2022-03-21,1970-01-01 16:33:17
100,4000038369,2,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 16:33:17
100,4000038369,3,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 16:33:17
100,4000038369,4,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 16:33:17
100,4000038369,5,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 16:33:17
100,4000038370,1,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 19:47:40
100,4000038370,1,Confirmation Category1,2,2022-03-21,2022-03-21,1970-01-01 22:36:10
100,4000038371,1,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 22:50:22
100,4000038371,1,Confirmation Category1,2,2022-04-01,2022-04-01,1970-01-01 15:51:17
100,4000038371,2,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 22:50:22
100,4000038371,2,Confirmation Category1,2,2022-04-01,2022-04-01,1970-01-01 15:51:17
100,4000038373,1,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 23:36:54
100,4000038373,1,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:45
100,4000038373,2,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 23:36:54
100,4000038373,2,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:45
100,4000038373,2,Confirmation Category1,3,2022-04-11,2022-04-11,1970-01-01 20:36:50
100,4000038374,1,Confirmation Category1,1,2022-03-23,2022-03-24,1970-01-01 00:58:11
100,4000038375,1,Confirmation Category2,1,2022-06-20,2022-03-21,1970-01-01 22:50:22
100,4000038377,1,Confirmation Category2,1,2022-04-28,2022-03-21,1970-01-01 22:50:23
100,4000038377,1,Confirmation Category1,2,2022-03-31,2022-03-31,1970-01-01 14:51:44
100,4000038378,1,Confirmation Category2,1,2022-03-30,2022-03-21,1970-01-01 22:50:22
100,4000038378,1,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:46
100,4000038379,1,Confirmation Category1,1,2022-03-30,2022-03-30,1970-01-01 22:37:15
100,4000038379,1,Confirmation Category2,2,2022-04-01,2022-03-22,1970-01-01 14:18:08
100,4000038379,2,Confirmation Category1,1,2022-03-30,2022-03-30,1970-01-01 22:37:15
100,4000038379,2,Confirmation Category2,2,2022-04-01,2022-03-22,1970-01-01 14:18:08
100,4000038379,3,Confirmation Category1,1,2022-03-30,2022-03-30,1970-01-01 22:37:15
100,4000038379,3,Confirmation Category2,2,2022-04-01,2022-03-22,1970-01-01 14:18:08
100,4000038380,1,Confirmation Category2,1,2022-04-08,2022-03-22,1970-01-01 19:47:19
100,4000038381,1,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 19:16:56
100,4000038382,1,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 19:17:05
100,4000038382,2,Confirmation Category2,1,2022-03-24,2022-03-21,1970-01-01 19:17:05
100,4000038383,1,Confirmation Category2,1,2022-04-23,2022-03-23,1970-01-01 22:00:19
100,4000038385,1,Confirmation Category2,1,2022-04-18,2022-03-21,1970-01-01 20:18:49
100,4000038386,1,Confirmation Category2,1,2022-06-20,2022-03-21,1970-01-01 20:18:59
100,4000038386,2,Confirmation Category2,1,2022-06-21,2022-03-21,1970-01-01 20:18:59
100,4000038387,1,Confirmation Category2,1,2022-03-29,2022-03-22,1970-01-01 13:56:40
100,4000038387,2,Confirmation Category2,1,2022-03-29,2022-03-22,1970-01-01 13:56:40
100,4000038388,1,Confirmation Category2,1,2022-04-08,2022-03-22,1970-01-01 12:27:44
100,4000038388,1,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 14:51:14
100,4000038390,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:44
100,4000038390,1,Confirmation Category1,2,2022-04-06,2022-04-06,1970-01-01 21:37:03
100,4000038390,2,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:44
100,4000038390,2,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 19:36:14
100,4000038390,3,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:44
100,4000038390,3,Confirmation Category1,2,2022-03-30,2022-03-30,1970-01-01 16:36:26
100,4000038391,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:45
100,4000038391,1,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 21:36:29
100,4000038391,2,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:45
100,4000038391,2,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 21:36:29
100,4000038391,3,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:45
100,4000038391,3,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 21:36:29
100,4000038391,4,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:45
100,4000038391,4,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 21:36:29
100,4000038391,5,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:45
100,4000038391,5,Confirmation Category1,2,2022-03-25,2022-03-26,1970-01-01 01:36:15
100,4000038392,1,Confirmation Category2,1,2022-03-25,2022-03-22,1970-01-01 13:47:45
100,4000038392,1,Confirmation Category1,2,2022-03-22,2022-03-22,1970-01-01 21:36:55
100,4000038393,1,Confirmation Category2,1,2022-03-30,2022-03-24,1970-01-01 13:03:49
100,4000038393,1,Confirmation Category1,2,2022-03-30,2022-03-30,1970-01-01 22:37:17
100,4000038393,2,Confirmation Category2,1,2022-03-30,2022-03-24,1970-01-01 13:03:49
100,4000038393,2,Confirmation Category1,2,2022-03-30,2022-03-30,1970-01-01 22:37:17
100,4000038395,1,Confirmation Category2,1,2022-04-05,2022-03-24,1970-01-01 13:23:34
100,4000038395,2,Confirmation Category2,1,2022-03-23,2022-03-22,1970-01-01 07:36:37
100,4000038412,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:45
100,4000038412,1,Confirmation Category1,2,2022-04-22,2022-04-22,1970-01-01 18:51:34
100,4000038412,2,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 13:47:45
100,4000038412,2,Confirmation Category1,2,2022-04-07,2022-04-07,1970-01-01 17:40:06
100,4000038414,1,Confirmation Category2,1,2022-03-24,2022-03-22,1970-01-01 12:13:41
100,4000038414,2,Confirmation Category2,1,2022-03-24,2022-03-22,1970-01-01 12:13:41
100,4000038418,1,Confirmation Category2,1,2022-05-31,2022-03-23,1970-01-01 22:11:50
100,4000038418,2,Confirmation Category2,1,2022-05-31,2022-03-23,1970-01-01 22:11:50
100,4000038418,3,Confirmation Category2,1,2022-05-31,2022-03-23,1970-01-01 22:11:50
100,4000038418,4,Confirmation Category2,1,2022-05-31,2022-03-23,1970-01-01 22:11:50
100,4000038418,5,Confirmation Category2,1,2022-05-31,2022-03-23,1970-01-01 22:11:50
100,4000038418,6,Confirmation Category2,1,2022-05-31,2022-03-23,1970-01-01 22:11:50
100,4000038418,7,Confirmation Category2,1,2022-05-31,2022-03-23,1970-01-01 22:11:50
100,4000038418,8,Confirmation Category2,1,2022-05-31,2022-03-23,1970-01-01 22:11:50
100,4000038419,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 16:48:25
100,4000038419,1,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 21:36:48
100,4000038421,1,Confirmation Category2,1,2022-03-22,2022-03-22,1970-01-01 20:08:14
100,4000038422,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 16:48:22
100,4000038422,1,Confirmation Category1,2,2022-03-24,2022-03-24,1970-01-01 19:36:17
100,4000038423,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 16:48:10
100,4000038423,1,Confirmation Category1,2,2022-03-31,2022-03-31,1970-01-01 16:37:18
100,4000038423,2,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 16:48:10
100,4000038423,2,Confirmation Category1,2,2022-03-31,2022-03-31,1970-01-01 16:37:18
100,4000038424,1,Confirmation Category2,1,2022-06-15,2022-03-22,1970-01-01 16:48:25
100,4000038424,1,Confirmation Category1,2,2022-04-12,2022-04-12,1970-01-01 13:51:32
100,4000038425,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 16:48:25
100,4000038425,1,Confirmation Category1,2,2022-05-16,2022-05-18,1970-01-01 15:59:28
100,4000038425,2,Confirmation Category2,1,2022-04-21,2022-03-22,1970-01-01 16:48:25
100,4000038425,2,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038426,1,Confirmation Category2,1,2022-03-22,2022-03-22,1970-01-01 20:11:58
100,4000038426,2,Confirmation Category2,1,2022-03-22,2022-03-22,1970-01-01 20:11:58
100,4000038426,3,Confirmation Category2,1,2022-03-22,2022-03-22,1970-01-01 20:11:58
100,4000038426,4,Confirmation Category2,1,2022-03-22,2022-03-22,1970-01-01 20:11:58
100,4000038426,5,Confirmation Category2,1,2022-03-22,2022-03-22,1970-01-01 20:11:58
100,4000038426,6,Confirmation Category2,1,2022-03-22,2022-03-22,1970-01-01 20:11:58
100,4000038427,1,Confirmation Category2,1,2022-03-29,2022-03-22,1970-01-01 20:51:42
100,4000038428,1,Confirmation Category2,1,2022-03-23,2022-03-22,1970-01-01 20:59:54
100,4000038432,1,Confirmation Category2,1,2022-05-25,2022-03-22,1970-01-01 19:47:19
100,4000038432,2,Confirmation Category2,1,2022-05-25,2022-03-22,1970-01-01 19:47:19
100,4000038433,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 17:36:49
100,4000038433,1,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 17:36:30
100,4000038433,2,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 17:36:49
100,4000038433,2,Confirmation Category1,2,2022-03-29,2022-03-29,1970-01-01 21:36:55
100,4000038434,1,Confirmation Category2,1,2022-03-23,2022-03-22,1970-01-01 14:14:23
100,4000038435,1,Confirmation Category2,1,2022-03-23,2022-03-22,1970-01-01 14:52:18
100,4000038435,2,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 14:52:18
100,4000038435,3,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 14:52:18
100,4000038435,4,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 14:52:18
100,4000038435,5,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 14:52:18
100,4000038435,6,Confirmation Category2,1,2022-04-01,2022-03-22,1970-01-01 14:52:18
100,4000038436,1,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 19:47:19
100,4000038436,1,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038436,2,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 19:47:19
100,4000038436,2,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038436,2,Confirmation Category1,3,2022-03-31,2022-03-31,1970-01-01 14:51:44
100,4000038436,3,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 19:47:19
100,4000038436,3,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038436,4,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 19:47:19
100,4000038436,4,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038436,4,Confirmation Category1,3,2022-03-29,2022-03-29,1970-01-01 21:36:54
100,4000038436,5,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 19:47:19
100,4000038436,5,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:39
100,4000038436,6,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 19:47:19
100,4000038436,6,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038436,7,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 19:47:19
100,4000038436,7,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038436,8,Confirmation Category2,1,2022-03-28,2022-03-22,1970-01-01 19:47:19
100,4000038436,8,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038437,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:19
100,4000038437,1,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038437,2,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:19
100,4000038437,2,Confirmation Category1,2,2022-03-31,2022-03-31,1970-01-01 14:51:44
100,4000038437,3,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:19
100,4000038437,4,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:19
100,4000038437,4,Confirmation Category1,2,2022-03-31,2022-03-31,1970-01-01 14:51:44
100,4000038437,5,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:19
100,4000038437,5,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038437,6,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:19
100,4000038437,6,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038437,7,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:19
100,4000038437,7,Confirmation Category1,2,2022-03-28,2022-03-28,1970-01-01 14:52:38
100,4000038438,1,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:18
100,4000038438,1,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:42
100,4000038438,2,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:18
100,4000038438,2,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:42
100,4000038438,3,Confirmation Category2,1,2022-03-31,2022-03-22,1970-01-01 19:47:18
100,4000038438,3,Confirmation Category1,2,2022-03-25,2022-03-25,1970-01-01 15:36:42
100,4000038441,1,Confirmation Category2,1,2022-03-31,2022-03-23,1970-01-01 13:32:51
