Client,Account Number of Vendor or Creditor,Company Code,Key date of the last interest calculation,Validity Date for Withholding Tax Exemption Certificate,Certification date,Date on which the Record Was Created,Date of the last interest calculation run
100,Vendor75,CompanyCode20,,,,2019-05-30,
100,Vendor76,CompanyCode20,,,,2019-05-30,
100,Vendor77,CompanyCode20,,,,2019-05-30,
100,Vendor77,CompanyCode21,,,,2018-11-28,
100,Vendor78,CompanyCode20,,,,2019-12-04,
100,Vendor79,CompanyCode20,,,,2019-05-30,
100,Vendor80,CompanyCode20,,,,2019-05-30,
100,Vendor81,CompanyCode7,,,,2018-11-28,
100,Vendor81,CompanyCode9,,,,2019-12-04,
100,Vendor2425,CompanyCode20,,,,2019-05-30,
100,Vendor2426,CompanyCode21,,,,2018-11-28,
100,Vendor2427,CompanyCode21,,,,2018-11-28,
100,Vendor2428,CompanyCode21,,,,2018-11-28,
100,Vendor2429,CompanyCode21,,,,2018-11-28,
100,Vendor2430,CompanyCode21,,,,2018-11-28,
100,Vendor2431,CompanyCode21,,,,2018-11-28,
100,Vendor2432,CompanyCode21,,,,2018-11-28,
100,Vendor2433,CompanyCode21,,,,2018-11-28,
100,Vendor2434,CompanyCode21,,,,2018-11-28,
100,Vendor2435,CompanyCode21,,,,2018-11-28,
100,Vendor2436,CompanyCode21,,,,2018-11-28,
100,Vendor1271,CompanyCode21,,,,2018-11-28,
100,Vendor1272,CompanyCode21,,,,2018-11-28,
100,Vendor1273,CompanyCode20,,,,2019-12-04,
100,Vendor1273,CompanyCode21,,,,2018-11-28,
100,Vendor1274,CompanyCode21,,,,2018-11-28,
100,Vendor1275,CompanyCode21,,,,2018-11-28,
100,Vendor1276,CompanyCode21,,,,2018-11-28,
100,Vendor1277,CompanyCode21,,,,2018-11-28,
100,Vendor1278,CompanyCode21,,,,2018-11-28,
100,Vendor1279,CompanyCode21,,,,2018-11-28,
100,Vendor1280,CompanyCode20,,,,2019-05-30,
100,Vendor1281,CompanyCode21,,,,2018-11-28,
100,Vendor1282,CompanyCode21,,,,2018-11-28,
100,Vendor1283,CompanyCode21,,,,2018-11-28,
100,Vendor1284,CompanyCode21,,,,2018-11-28,
100,Vendor1285,CompanyCode21,,,,2018-11-28,
100,Vendor1286,CompanyCode21,,,,2018-11-28,
100,Vendor1287,CompanyCode21,,,,2018-11-28,
100,Vendor1288,CompanyCode21,,,,2018-11-28,
100,Vendor1289,CompanyCode21,,,,2018-11-28,
100,Vendor1290,CompanyCode21,,,,2018-11-28,
100,Vendor1291,CompanyCode20,,,,2022-02-28,
100,Vendor1292,CompanyCode21,,,,2018-11-28,
100,Vendor1293,CompanyCode21,,,,2018-11-28,
100,Vendor1294,CompanyCode21,,,,2018-11-28,
100,Vendor1295,CompanyCode21,,,,2018-11-28,
100,Vendor1296,CompanyCode21,,,,2018-11-28,
100,Vendor1297,CompanyCode21,,,,2018-11-28,
100,Vendor1298,CompanyCode21,,,,2018-11-28,
100,Vendor1299,CompanyCode21,,,,2018-11-28,
100,Vendor176,CompanyCode21,,,,2018-11-28,
100,Vendor177,CompanyCode21,,,,2018-11-28,
100,Vendor178,CompanyCode21,,,,2018-11-28,
100,Vendor179,CompanyCode21,,,,2018-11-28,
100,Vendor180,CompanyCode21,,,,2018-11-28,
100,Vendor181,CompanyCode4,,,,2019-02-27,
100,Vendor182,CompanyCode21,,,,2018-11-28,
100,Vendor183,CompanyCode21,,,,2018-11-28,
100,Vendor184,CompanyCode21,,,,2018-11-28,
100,Vendor185,CompanyCode21,,,,2018-11-28,
100,Vendor186,CompanyCode21,,,,2018-11-28,
100,Vendor187,CompanyCode21,,,,2018-11-28,
100,Vendor188,CompanyCode21,,,,2018-11-28,
100,Vendor1375,CompanyCode14,,,,2019-02-27,
100,Vendor1376,CompanyCode14,,,,2019-02-27,
100,Vendor1376,CompanyCode18,,,,2019-05-30,
100,Vendor1377,CompanyCode14,,,,2019-02-27,
100,Vendor1378,CompanyCode14,,,,2019-02-27,
100,Vendor1379,CompanyCode3,,,,2019-12-04,
100,Vendor1380,CompanyCode14,,,,2019-02-27,
100,Vendor1381,CompanyCode18,,,,2019-05-30,
100,Vendor1382,CompanyCode14,,,,2019-02-27,
100,Vendor1382,CompanyCode18,,,,2019-05-30,
100,Vendor1383,CompanyCode18,,,,2019-05-30,
100,Vendor1384,CompanyCode18,,,,2019-05-30,
100,Vendor1385,CompanyCode14,,,,2019-02-27,
100,Vendor1386,CompanyCode25,,,,2019-02-27,
100,Vendor1387,CompanyCode25,,,,2019-02-27,
100,Vendor1388,CompanyCode25,,,,2019-02-27,
100,Vendor1389,CompanyCode25,,,,2019-02-27,
100,Vendor1390,CompanyCode25,,,,2019-02-27,
100,Vendor1391,CompanyCode25,,,,2019-02-27,
100,Vendor1392,CompanyCode25,,,,2019-02-27,
100,Vendor1393,CompanyCode25,,,,2019-02-27,
100,Vendor1394,CompanyCode25,,,,2019-02-27,
100,Vendor1395,CompanyCode25,,,,2019-02-27,
100,Vendor1396,CompanyCode25,,,,2019-02-27,
100,Vendor1397,CompanyCode25,,,,2019-02-27,
100,Vendor1397,CompanyCode16,,,,2021-01-07,
100,Vendor209,CompanyCode25,,,,2019-02-27,
100,Vendor210,CompanyCode25,,,,2019-02-27,
100,Vendor211,CompanyCode4,,,,2019-02-27,
100,Vendor212,CompanyCode4,,,,2019-02-27,
100,Vendor213,CompanyCode4,,,,2019-02-27,
100,Vendor214,CompanyCode4,,,,2019-02-27,
100,Vendor215,CompanyCode4,,,,2019-02-27,
100,Vendor216,CompanyCode4,,,,2019-02-27,
100,Vendor217,CompanyCode4,,,,2019-02-27,
100,Vendor218,CompanyCode4,,,,2019-02-27,
100,Vendor219,CompanyCode4,,,,2019-02-27,
100,Vendor220,CompanyCode4,,,,2019-02-27,
100,Vendor221,CompanyCode4,,,,2019-02-27,
100,Vendor222,CompanyCode4,,,,2019-02-27,
100,Vendor223,CompanyCode4,,,,2019-02-27,
100,Vendor224,CompanyCode4,,,,2019-02-27,
100,Vendor225,CompanyCode4,,,,2019-02-27,
100,Vendor226,CompanyCode4,,,,2019-02-27,
100,Vendor227,CompanyCode4,,,,2019-02-27,
100,Vendor228,CompanyCode4,,,,2019-02-27,
100,Vendor229,CompanyCode4,,,,2019-02-27,
100,Vendor230,CompanyCode4,,,,2019-02-27,
100,Vendor231,CompanyCode4,,,,2019-02-27,
100,Vendor232,CompanyCode4,,,,2019-02-27,
100,Vendor233,CompanyCode4,,,,2019-02-27,
100,Vendor234,CompanyCode4,,,,2019-02-27,
100,Vendor235,CompanyCode4,,,,2019-02-27,
100,Vendor236,CompanyCode4,,,,2019-02-27,
100,Vendor236,CompanyCode5,,,,2021-11-03,
100,Vendor237,CompanyCode4,,,,2019-02-27,
100,Vendor238,CompanyCode4,,,,2019-02-27,
100,Vendor239,CompanyCode4,,,,2019-02-27,
100,Vendor240,CompanyCode4,,,,2019-02-27,
100,Vendor241,CompanyCode4,,,,2019-02-27,
100,Vendor242,CompanyCode4,,,,2019-02-27,
100,Vendor243,CompanyCode4,,,,2019-02-27,
100,Vendor244,CompanyCode4,,,,2019-02-27,
100,Vendor245,CompanyCode4,,,,2019-02-27,
100,Vendor246,CompanyCode4,,,,2019-02-27,
100,Vendor247,CompanyCode4,,,,2019-02-27,
100,Vendor248,CompanyCode4,,,,2019-02-27,
100,Vendor249,CompanyCode4,,,,2019-02-27,
100,Vendor250,CompanyCode4,,,,2019-02-27,
100,Vendor3428,CompanyCode4,,,,2019-02-27,
100,Vendor3429,CompanyCode4,,,,2019-02-27,
100,Vendor3430,CompanyCode4,,,,2019-02-27,
100,Vendor3431,CompanyCode4,,,,2019-02-27,
100,Vendor3432,CompanyCode4,,,,2019-02-27,
100,Vendor3433,CompanyCode4,,,,2019-02-27,
100,Vendor3434,CompanyCode4,,,,2019-02-27,
100,Vendor3435,CompanyCode4,,,,2019-02-27,
100,Vendor3436,CompanyCode4,,,,2019-02-27,
100,Vendor3437,CompanyCode4,,,,2019-02-27,
100,Vendor3438,CompanyCode4,,,,2019-02-27,
100,Vendor3439,CompanyCode4,,,,2019-02-27,
100,Vendor3439,CompanyCode5,,,,2019-02-27,
100,Vendor3440,CompanyCode4,,,,2019-02-27,
100,Vendor3441,CompanyCode4,,,,2019-02-27,
100,Vendor3442,CompanyCode4,,,,2019-02-27,
100,Vendor3443,CompanyCode4,,,,2019-02-27,
100,Vendor3443,CompanyCode5,,,,2019-02-27,
100,Vendor3444,CompanyCode4,,,,2019-02-27,
100,Vendor3445,CompanyCode4,,,,2019-02-27,
100,Vendor3446,CompanyCode4,,,,2019-02-27,
100,Vendor3447,CompanyCode4,,,,2019-02-27,
100,Vendor3447,CompanyCode5,,,,2019-02-27,
100,Vendor3448,CompanyCode4,,,,2019-02-27,
100,Vendor3449,CompanyCode4,,,,2019-02-27,
100,Vendor3450,CompanyCode4,,,,2019-02-27,
100,Vendor2518,CompanyCode4,,,,2019-02-27,
100,Vendor2519,CompanyCode4,,,,2019-02-27,
100,Vendor2520,CompanyCode4,,,,2019-02-27,
100,Vendor2521,CompanyCode4,,,,2019-02-27,
100,Vendor2522,CompanyCode4,,,,2019-02-27,
100,Vendor2523,CompanyCode14,,,,2019-02-27,
100,Vendor2524,CompanyCode4,,,,2019-02-27,
100,Vendor2525,CompanyCode4,,,,2019-02-27,
100,Vendor2526,CompanyCode4,,,,2019-02-27,
100,Vendor1420,CompanyCode4,,,,2019-02-27,
100,Vendor1421,CompanyCode4,,,,2019-02-27,
100,Vendor1421,CompanyCode5,,,,2019-06-11,
100,Vendor1422,CompanyCode4,,,,2019-02-27,
100,Vendor1423,CompanyCode4,,,,2019-02-27,
100,Vendor1424,CompanyCode4,,,,2019-02-27,
100,Vendor1425,CompanyCode4,,,,2019-02-27,
100,Vendor1426,CompanyCode4,,,,2019-02-27,
100,Vendor1427,CompanyCode4,,,,2019-02-27,
100,Vendor1428,CompanyCode4,,,,2019-02-27,
100,Vendor1429,CompanyCode14,,,,2019-02-27,
100,Vendor1430,CompanyCode4,,,,2019-02-27,
100,Vendor1430,CompanyCode5,,,,2021-05-05,
100,Vendor1431,CompanyCode4,,,,2019-02-27,
100,Vendor1432,CompanyCode4,,,,2019-02-27,
100,Vendor1433,CompanyCode4,,,,2019-02-27,
100,Vendor1434,CompanyCode4,,,,2019-02-27,
100,Vendor1435,CompanyCode20,,,,2021-03-08,
100,Vendor1436,CompanyCode4,,,,2019-02-27,
100,Vendor1437,CompanyCode4,,,,2019-02-27,
100,Vendor1438,CompanyCode4,,,,2019-02-27,
100,Vendor1439,CompanyCode4,,,,2019-02-27,
100,Vendor1440,CompanyCode4,,,,2019-02-27,
100,Vendor1441,CompanyCode4,,,,2019-02-27,
100,Vendor1442,CompanyCode4,,,,2019-02-27,
100,Vendor1443,CompanyCode4,,,,2019-02-27,
100,Vendor1444,CompanyCode4,,,,2019-02-27,
100,Vendor1445,CompanyCode4,,,,2019-02-27,
100,Vendor1446,CompanyCode5,,,,2019-02-27,
100,Vendor1447,CompanyCode4,,,,2021-12-28,
100,Vendor1447,CompanyCode5,,,,2019-02-27,
100,Vendor1448,CompanyCode5,,,,2019-02-27,
100,Vendor1449,CompanyCode5,,,,2019-02-27,
100,Vendor1450,CompanyCode5,,,,2019-02-27,
100,Vendor1451,CompanyCode5,,,,2019-02-27,
100,Vendor1452,CompanyCode5,,,,2019-02-27,
100,Vendor279,CompanyCode5,,,,2019-02-27,
100,Vendor280,CompanyCode5,,,,2019-02-27,
100,Vendor281,CompanyCode5,,,,2019-02-27,
100,Vendor282,CompanyCode5,,,,2019-02-27,
100,Vendor283,CompanyCode5,,,,2019-02-27,
100,Vendor284,CompanyCode4,,,,2019-02-27,
100,Vendor285,CompanyCode4,,,,2019-12-11,
100,Vendor286,CompanyCode5,,,,2019-02-27,
100,Vendor287,CompanyCode4,,,,2019-02-27,
100,Vendor288,CompanyCode4,,,,2019-02-27,
100,Vendor289,CompanyCode4,,,,2019-02-27,
100,Vendor290,CompanyCode5,,,,2019-02-27,
100,Vendor291,CompanyCode4,,,,2019-02-27,
100,Vendor292,CompanyCode4,,,,2019-02-27,
100,Vendor293,CompanyCode4,,,,2019-02-27,
100,Vendor3570,CompanyCode14,,,,2019-02-27,
100,Vendor3571,CompanyCode14,,,,2019-02-27,
100,Vendor3572,CompanyCode14,,,,2019-02-27,
100,Vendor3573,CompanyCode14,,,,2019-02-27,
100,Vendor3574,CompanyCode14,,,,2019-02-27,
100,Vendor3575,CompanyCode14,,,,2019-02-27,
100,Vendor3576,CompanyCode14,,,,2019-02-27,
100,Vendor3577,CompanyCode14,,,,2019-02-27,
100,Vendor3578,CompanyCode14,,,,2019-02-27,
100,Vendor3578,CompanyCode20,,,,2020-02-19,
100,Vendor3579,CompanyCode14,,,,2019-02-27,
100,Vendor3580,CompanyCode14,,,,2019-02-27,
100,Vendor3581,CompanyCode14,,,,2019-02-27,
100,Vendor3582,CompanyCode14,,,,2019-02-27,
100,Vendor3583,CompanyCode14,,,,2019-02-27,
100,Vendor3584,CompanyCode18,,,,2019-05-30,
100,Vendor3585,CompanyCode14,,,,2019-02-27,
100,Vendor3586,CompanyCode14,,,,2019-02-27,
100,Vendor3586,CompanyCode21,,,,2022-02-03,
100,Vendor3587,CompanyCode14,,,,2019-02-27,
100,Vendor3588,CompanyCode14,,,,2019-02-27,
100,Vendor3589,CompanyCode14,,,,2019-02-27,
100,Vendor3590,CompanyCode14,,,,2019-02-27,
100,Vendor3591,CompanyCode14,,,,2019-02-27,
100,Vendor3592,CompanyCode14,,,,2019-02-27,
100,Vendor3593,CompanyCode14,,,,2019-02-27,
100,Vendor3594,CompanyCode14,,,,2019-02-27,
100,Vendor3595,CompanyCode14,,,,2019-02-27,
100,Vendor3596,CompanyCode14,,,,2019-02-27,
100,Vendor3597,CompanyCode14,,,,2019-02-27,
100,Vendor3598,CompanyCode14,,,,2019-02-27,
100,Vendor3599,CompanyCode14,,,,2019-02-27,
100,Vendor3600,CompanyCode14,,,,2019-02-27,
100,Vendor3601,CompanyCode14,,,,2019-02-27,
100,Vendor3602,CompanyCode14,,,,2019-02-27,
100,Vendor3603,CompanyCode14,,,,2019-02-27,
100,Vendor3604,CompanyCode14,,,,2019-02-27,
100,Vendor3605,CompanyCode14,,,,2019-02-27,
100,Vendor3606,CompanyCode14,,,,2019-02-27,
100,Vendor3607,CompanyCode14,,,,2019-02-27,
100,Vendor3608,CompanyCode14,,,,2019-02-27,
100,Vendor3609,CompanyCode14,,,,2019-02-27,
100,Vendor3610,CompanyCode14,,,,2019-02-27,
100,Vendor3611,CompanyCode14,,,,2019-02-27,
100,Vendor3612,CompanyCode14,,,,2019-02-27,
100,Vendor3613,CompanyCode14,,,,2019-02-27,
100,Vendor3614,CompanyCode14,,,,2019-02-27,
100,Vendor3615,CompanyCode14,,,,2019-02-27,
100,Vendor3616,CompanyCode14,,,,2019-02-27,
100,Vendor3617,CompanyCode14,,,,2019-02-27,
100,Vendor3618,CompanyCode14,,,,2019-02-27,
100,Vendor3619,CompanyCode14,,,,2019-02-27,
100,Vendor3620,CompanyCode14,,,,2019-02-27,
100,Vendor2551,CompanyCode14,,,,2019-02-27,
100,Vendor2552,CompanyCode14,,,,2019-02-27,
100,Vendor2553,CompanyCode14,,,,2019-02-27,
100,Vendor2554,CompanyCode14,,,,2019-02-27,
100,Vendor2555,CompanyCode14,,,,2019-02-27,
100,Vendor2556,CompanyCode14,,,,2019-02-27,
100,Vendor2557,CompanyCode14,,,,2019-02-27,
100,Vendor2558,CompanyCode14,,,,2019-02-27,
100,Vendor2559,CompanyCode14,,,,2019-02-27,
100,Vendor2560,CompanyCode14,,,,2019-02-27,
100,Vendor2561,CompanyCode14,,,,2019-02-27,
100,Vendor2562,CompanyCode14,,,,2019-02-27,
100,Vendor2563,CompanyCode14,,,,2019-02-27,
100,Vendor2564,CompanyCode14,,,,2019-02-27,
100,Vendor2565,CompanyCode14,,,,2019-02-27,
100,Vendor2566,CompanyCode14,,,,2019-02-27,
100,Vendor2567,CompanyCode14,,,,2019-02-27,
100,Vendor2568,CompanyCode14,,,,2019-02-27,
100,Vendor2569,CompanyCode14,,,,2019-02-27,
100,Vendor2570,CompanyCode14,,,,2019-02-27,
100,Vendor2571,CompanyCode14,,,,2019-02-27,
100,Vendor2572,CompanyCode14,,,,2019-02-27,
100,Vendor2573,CompanyCode14,,,,2019-02-27,
100,Vendor2574,CompanyCode14,,,,2019-02-27,
100,Vendor2575,CompanyCode14,,,,2019-02-27,
100,Vendor2576,CompanyCode14,,,,2019-02-27,
100,Vendor2577,CompanyCode14,,,,2019-02-27,
100,Vendor2578,CompanyCode14,,,,2019-02-27,
100,Vendor2579,CompanyCode14,,,,2019-02-27,
100,Vendor2580,CompanyCode14,,,,2019-02-27,
100,Vendor2581,CompanyCode14,,,,2019-02-27,
100,Vendor2582,CompanyCode14,,,,2019-02-27,
100,Vendor2583,CompanyCode14,,,,2019-02-27,
100,Vendor2584,CompanyCode14,,,,2019-02-27,
100,Vendor2585,CompanyCode14,,,,2019-02-27,
100,Vendor2586,CompanyCode14,,,,2019-02-27,
100,Vendor2587,CompanyCode14,,,,2019-02-27,
100,Vendor2588,CompanyCode14,,,,2019-02-27,
100,Vendor2589,CompanyCode14,,,,2019-02-27,
100,Vendor2590,CompanyCode14,,,,2019-02-27,
100,Vendor2591,CompanyCode14,,,,2019-02-27,
100,Vendor2592,CompanyCode14,,,,2019-02-27,
100,Vendor2593,CompanyCode14,,,,2019-02-27,
100,Vendor2594,CompanyCode14,,,,2019-02-27,
100,Vendor1643,CompanyCode19,,,,2019-02-27,
100,Vendor1644,CompanyCode19,,,,2019-02-27,
100,Vendor1645,CompanyCode19,,,,2019-02-27,
100,Vendor1646,CompanyCode19,,,,2019-02-27,
100,Vendor1647,CompanyCode19,,,,2019-02-27,
100,Vendor1648,CompanyCode19,,,,2019-02-27,
100,Vendor1649,CompanyCode19,,,,2019-02-27,
100,Vendor1650,CompanyCode19,,,,2019-02-27,
100,Vendor1651,CompanyCode19,,,,2019-02-27,
100,Vendor1652,CompanyCode19,,,,2019-02-27,
100,Vendor1653,CompanyCode19,,,,2019-02-27,
100,Vendor1654,CompanyCode19,,,,2019-02-27,
100,Vendor1655,CompanyCode14,,,,2019-02-27,
100,Vendor1655,CompanyCode18,,,,2019-05-30,
100,Vendor1656,CompanyCode14,,,,2019-02-27,
100,Vendor1656,CompanyCode18,,,,2019-05-30,
100,Vendor1657,CompanyCode14,,,,2019-02-27,
100,Vendor1658,CompanyCode14,,,,2019-02-27,
100,Vendor1658,CompanyCode19,,,,2019-02-27,
100,Vendor1659,CompanyCode14,,,,2019-02-27,
100,Vendor1660,CompanyCode14,,,,2019-02-27,
100,Vendor1661,CompanyCode14,,,,2019-02-27,
100,Vendor1662,CompanyCode14,,,,2019-02-27,
100,Vendor1663,CompanyCode14,,,,2019-02-27,
100,Vendor1664,CompanyCode14,,,,2019-02-27,
100,Vendor1665,CompanyCode14,,,,2019-02-27,
100,Vendor1666,CompanyCode14,,,,2019-02-27,
100,Vendor1667,CompanyCode14,,,,2019-02-27,
100,Vendor1668,CompanyCode14,,,,2019-02-27,
100,Vendor1669,CompanyCode14,,,,2019-02-27,
100,Vendor1670,CompanyCode15,,,,2019-12-04,
100,Vendor1671,CompanyCode14,,,,2019-02-27,
100,Vendor1672,CompanyCode14,,,,2019-02-27,
100,Vendor1673,CompanyCode14,,,,2019-02-27,
100,Vendor1674,CompanyCode14,,,,2019-02-27,
100,Vendor1675,CompanyCode14,,,,2019-02-27,
100,Vendor1676,CompanyCode14,,,,2019-02-27,
100,Vendor1677,CompanyCode14,,,,2019-02-27,
100,Vendor504,CompanyCode19,,,,2019-02-27,
100,Vendor505,CompanyCode19,,,,2019-02-27,
100,Vendor506,CompanyCode19,,,,2019-02-27,
100,Vendor507,CompanyCode19,,,,2019-02-27,
100,Vendor508,CompanyCode17,,,,2019-03-06,
100,Vendor508,CompanyCode29,,,,2020-01-07,
100,Vendor509,CompanyCode29,,,,2019-12-04,
100,Vendor510,CompanyCode14,,,,2019-02-28,
100,Vendor511,CompanyCode18,,,,2019-05-30,
100,Vendor512,CompanyCode18,,,,2019-05-30,
100,Vendor513,CompanyCode18,,,,2019-05-30,
100,Vendor514,CompanyCode19,,,,2019-07-04,
100,Vendor515,CompanyCode5,,,,2019-03-01,
100,Vendor516,CompanyCode5,,,,2019-03-01,
100,Vendor517,CompanyCode14,,,,2019-03-11,
100,Vendor518,CompanyCode7,,,,2019-03-07,
100,Vendor519,CompanyCode5,,,,2019-03-12,
100,Vendor520,CompanyCode25,,,,2019-03-06,
100,Vendor520,CompanyCode16,,,,2019-12-04,
100,Vendor521,CompanyCode18,,,,2019-05-30,
100,Vendor522,CompanyCode7,,,,2019-03-11,
100,Vendor523,CompanyCode2,,,,2020-11-23,
100,Vendor524,CompanyCode1,,,,2019-03-11,
100,Vendor525,CompanyCode4,,,,2019-03-13,
100,Vendor526,CompanyCode7,,,,2019-03-15,
100,Vendor527,CompanyCode14,,,,2019-03-21,
100,Vendor528,CompanyCode20,,,,2019-05-30,
100,Vendor529,CompanyCode1,,,,2019-03-18,
100,Vendor530,CompanyCode7,,,,2019-04-18,
100,Vendor530,CompanyCode8,,,,2019-03-19,
100,Vendor531,CompanyCode21,,,,2019-03-22,
100,Vendor532,CompanyCode4,,,,2019-03-27,
100,Vendor533,CompanyCode7,,,,2019-03-22,
100,Vendor533,CompanyCode8,,,,2019-06-03,
100,Vendor534,CompanyCode1,,,,2019-03-27,
100,Vendor535,CompanyCode14,,,,2019-03-27,
100,Vendor536,CompanyCode19,,,,2019-03-28,
100,Vendor537,CompanyCode19,,,,2019-03-28,
100,Vendor538,CompanyCode19,,,,2019-03-28,
100,Vendor539,CompanyCode19,,,,2019-03-28,
100,Vendor540,CompanyCode7,,,,2019-03-28,
100,Vendor541,CompanyCode14,,,,2019-03-28,
100,Vendor542,CompanyCode14,,,,2019-03-28,
100,Vendor543,CompanyCode21,,,,2019-03-28,
100,Vendor544,CompanyCode21,,,,2019-04-05,
100,Vendor545,CompanyCode2,,,,2020-11-23,
100,Vendor1730,CompanyCode20,,,,2019-05-30,
100,Vendor1731,CompanyCode20,,,,2019-05-30,
100,Vendor1732,CompanyCode20,,,,2019-05-30,
100,Vendor1733,CompanyCode20,,,,2019-05-30,
100,Vendor1734,CompanyCode20,,,,2019-05-30,
100,Vendor1735,CompanyCode20,,,,2019-05-30,
100,Vendor1736,CompanyCode20,,,,2019-05-30,
100,Vendor1737,CompanyCode20,,,,2019-05-30,
100,Vendor1738,CompanyCode20,,,,2019-05-30,
100,Vendor1739,CompanyCode20,,,,2019-05-30,
100,Vendor1740,CompanyCode20,,,,2019-05-30,
100,Vendor1741,CompanyCode21,,,,2020-03-03,
100,Vendor1742,CompanyCode20,,,,2019-05-30,
100,Vendor1743,CompanyCode20,,,,2019-05-30,
100,Vendor1744,CompanyCode20,,,,2019-05-30,
100,Vendor1745,CompanyCode20,,,,2019-05-30,
100,Vendor1746,CompanyCode20,,,,2019-05-30,
100,Vendor1747,CompanyCode20,,,,2019-05-30,
100,Vendor1748,CompanyCode20,,,,2019-05-30,
100,Vendor1749,CompanyCode20,,,,2019-05-30,
100,Vendor1750,CompanyCode20,,,,2019-05-30,
100,Vendor1751,CompanyCode20,,,,2019-05-30,
100,Vendor1752,CompanyCode20,,,,2019-05-30,
100,Vendor1753,CompanyCode20,,,,2019-05-30,
100,Vendor1754,CompanyCode20,,,,2019-05-30,
100,Vendor1755,CompanyCode20,,,,2019-05-30,
100,Vendor1755,CompanyCode21,,,,2019-08-21,
100,Vendor1756,CompanyCode20,,,,2019-05-30,
100,Vendor1757,CompanyCode20,,,,2019-05-30,
100,Vendor1758,CompanyCode20,,,,2019-05-30,
100,Vendor1759,CompanyCode20,,,,2019-05-30,
100,Vendor1760,CompanyCode20,,,,2019-05-30,
100,Vendor573,CompanyCode20,,,,2019-05-30,
100,Vendor574,CompanyCode20,,,,2019-05-30,
100,Vendor575,CompanyCode20,,,,2019-05-30,
100,Vendor576,CompanyCode20,,,,2019-05-30,
100,Vendor577,CompanyCode20,,,,2019-05-30,
100,Vendor578,CompanyCode20,,,,2019-05-30,
100,Vendor579,CompanyCode20,,,,2019-05-30,
100,Vendor580,CompanyCode20,,,,2019-05-30,
100,Vendor581,CompanyCode20,,,,2019-05-30,
100,Vendor582,CompanyCode20,,,,2019-05-30,
100,Vendor583,CompanyCode20,,,,2019-05-30,
100,Vendor584,CompanyCode20,,,,2019-05-30,
100,Vendor585,CompanyCode20,,,,2019-05-30,
100,Vendor586,CompanyCode20,,,,2019-05-30,
100,Vendor587,CompanyCode20,,,,2019-05-30,
100,Vendor588,CompanyCode20,,,,2019-05-30,
100,Vendor589,CompanyCode20,,,,2019-05-30,
100,Vendor590,CompanyCode20,,,,2019-05-30,
100,Vendor591,CompanyCode20,,,,2019-05-30,
100,Vendor592,CompanyCode20,,,,2019-05-30,
100,Vendor593,CompanyCode20,,,,2019-05-30,
100,Vendor594,CompanyCode20,,,,2019-05-30,
100,Vendor595,CompanyCode20,,,,2019-05-30,
100,Vendor596,CompanyCode20,,,,2019-05-30,
100,Vendor597,CompanyCode20,,,,2019-05-30,
100,Vendor598,CompanyCode20,,,,2019-05-30,
100,Vendor599,CompanyCode20,,,,2019-05-30,
100,Vendor600,CompanyCode20,,,,2019-05-30,
100,Vendor601,CompanyCode20,,,,2019-05-30,
100,Vendor602,CompanyCode20,,,,2019-05-30,
100,Vendor603,CompanyCode20,,,,2019-05-30,
100,Vendor604,CompanyCode20,,,,2019-05-30,
100,Vendor605,CompanyCode20,,,,2019-05-30,
100,Vendor606,CompanyCode20,,,,2019-05-30,
100,Vendor607,CompanyCode20,,,,2019-05-30,
100,Vendor608,CompanyCode20,,,,2019-05-30,
100,Vendor609,CompanyCode20,,,,2019-05-30,
100,Vendor610,CompanyCode20,,,,2019-05-30,
100,Vendor611,CompanyCode20,,,,2019-05-30,
100,Vendor612,CompanyCode20,,,,2019-05-30,
100,Vendor613,CompanyCode20,,,,2019-05-30,
100,Vendor614,CompanyCode20,,,,2019-05-30,
100,Vendor615,CompanyCode20,,,,2019-05-30,
100,Vendor616,CompanyCode20,,,,2019-05-30,
100,Vendor617,CompanyCode20,,,,2019-05-30,
100,Vendor618,CompanyCode20,,,,2019-05-30,
100,Vendor619,CompanyCode20,,,,2019-05-30,
100,Vendor620,CompanyCode20,,,,2019-05-30,
100,Vendor621,CompanyCode20,,,,2019-05-30,
100,Vendor622,CompanyCode20,,,,2019-05-30,
100,Vendor623,CompanyCode20,,,,2019-05-30,
100,Vendor624,CompanyCode20,,,,2019-05-30,
100,Vendor625,CompanyCode20,,,,2019-05-30,
100,Vendor625,CompanyCode21,,,,2019-09-11,
100,Vendor626,CompanyCode20,,,,2019-05-30,
100,Vendor627,CompanyCode20,,,,2019-05-30,
100,Vendor628,CompanyCode20,,,,2019-05-30,
100,Vendor629,CompanyCode20,,,,2019-05-30,
100,Vendor630,CompanyCode20,,,,2019-05-30,
100,Vendor631,CompanyCode20,,,,2019-05-30,
100,Vendor632,CompanyCode20,,,,2019-05-30,
100,Vendor633,CompanyCode20,,,,2019-05-30,
100,Vendor634,CompanyCode20,,,,2019-05-30,
100,Vendor635,CompanyCode20,,,,2019-05-30,
100,Vendor636,CompanyCode20,,,,2019-05-30,
100,Vendor637,CompanyCode20,,,,2019-05-30,
100,Vendor638,CompanyCode20,,,,2019-05-30,
100,Vendor639,CompanyCode20,,,,2019-05-30,
100,Vendor640,CompanyCode20,,,,2019-05-30,
100,Vendor641,CompanyCode20,,,,2019-05-30,
100,Vendor642,CompanyCode20,,,,2019-05-30,
100,Vendor643,CompanyCode20,,,,2019-05-30,
