Client,Material Number,Plant
100,MAT2477,Plant110
100,MAT2478,Plant8
100,MAT2479,Plant3
100,MAT2479,Plant101
100,MAT2479,Plant35
100,MAT2479,Plant45
100,MAT2480,Plant22
100,MAT2480,Plant4
100,MAT2481,Plant22
100,MAT2482,Plant2
100,MAT2483,Plant61
100,MAT2484,Plant5
100,MAT2485,Plant3
100,MAT2485,Plant35
100,MAT2485,Plant45
100,MAT2486,Plant3
100,MAT2487,Plant3
100,MAT2488,Plant3
100,MAT2488,Plant4
100,MAT2489,Plant4
100,MAT2490,Plant104
100,MAT2491,Plant6
100,MAT2492,Plant7
100,MAT2492,Plant12
100,MAT2493,Plant52
100,MAT2493,Plant19
100,MAT2494,Plant24
100,MAT2495,Plant7
100,MAT2495,Plant25
100,MAT2495,Plant12
100,MAT2496,Plant12
100,MAT2497,Plant12
100,MAT2498,Plant7
100,MAT2498,Plant12
100,MAT2499,Plant46
100,MAT2500,Plant11
100,MAT2501,Plant3
100,MAT2502,Plant3
100,MAT2503,Plant3
100,MAT2504,Plant3
100,MAT2505,Plant3
100,MAT2506,Plant3
100,MAT2507,Plant3
100,MAT2508,Plant3
100,MAT2509,Plant3
100,MAT2510,Plant3
100,MAT2511,Plant3
100,MAT2512,Plant3
100,MAT2513,Plant3
100,MAT2514,Plant3
100,MAT2515,Plant3
100,MAT2516,Plant3
100,MAT2517,Plant3
100,MAT2518,Plant3
100,MAT2519,Plant3
100,MAT2520,Plant3
100,MAT2521,Plant3
100,MAT2522,Plant3
100,MAT2523,Plant100
100,MAT2523,Plant35
100,MAT2524,Plant14
100,MAT2525,Plant7
100,MAT2526,Plant7
100,MAT2527,Plant7
100,MAT2528,Plant36
100,MAT2529,Plant136
100,MAT2530,Plant7
100,MAT2531,Plant8
100,MAT2532,Plant7
100,MAT2533,Plant7
100,MAT2534,Plant7
100,MAT2535,Plant7
100,MAT2536,Plant7
100,MAT2537,Plant8
100,MAT2538,Plant8
100,MAT2539,Plant8
100,MAT2540,Plant8
100,MAT2541,Plant8
100,MAT2542,Plant8
100,MAT2542,Plant120
100,MAT2543,Plant8
100,MAT2544,Plant8
100,MAT2545,Plant8
100,MAT2546,Plant8
100,MAT2547,Plant8
100,MAT2548,Plant8
100,MAT2549,Plant8
100,MAT2550,Plant8
100,MAT2551,Plant116
100,MAT2552,Plant8
100,MAT2553,Plant8
100,MAT2554,Plant12
100,MAT2555,Plant7
100,MAT2556,Plant8
100,MAT2557,Plant8
100,MAT2558,Plant7
100,MAT2559,Plant8
100,MAT2559,Plant51
100,MAT2560,Plant8
100,MAT2561,Plant7
100,MAT2562,Plant32
100,MAT2563,Plant116
100,MAT2564,Plant150
100,MAT2565,Plant8
100,MAT2566,Plant7
100,MAT2567,Plant7
100,MAT2568,Plant7
100,MAT2569,Plant8
100,MAT2569,Plant7
100,MAT2569,Plant52
100,MAT2570,Plant8
100,MAT2570,Plant51
100,MAT2571,Plant8
100,MAT2572,Plant8
100,MAT2572,Plant52
100,MAT2573,Plant8
100,MAT2573,Plant52
100,MAT2574,Plant8
100,MAT2575,Plant7
100,MAT2575,Plant12
100,MAT2576,Plant8
100,MAT2577,Plant7
100,MAT2578,Plant7
100,MAT2579,Plant7
100,MAT2579,Plant32
100,MAT2580,Plant36
100,MAT2581,Plant7
100,MAT2582,Plant7
100,MAT2583,Plant8
100,MAT2583,Plant7
100,MAT2584,Plant7
100,MAT2585,Plant7
100,MAT2586,Plant8
100,MAT2587,Plant120
100,MAT2588,Plant8
100,MAT2589,Plant7
100,MAT2590,Plant7
100,MAT2591,Plant8
100,MAT2592,Plant8
100,MAT2593,Plant13
100,MAT2594,Plant14
100,MAT2595,Plant14
100,MAT2596,Plant13
100,MAT2596,Plant17
100,MAT2597,Plant13
100,MAT2598,Plant13
100,MAT2599,Plant13
100,MAT2599,Plant17
100,MAT2600,Plant13
100,MAT2601,Plant14
100,MAT2602,Plant13
100,MAT2603,Plant13
100,MAT2604,Plant13
100,MAT2605,Plant13
100,MAT2606,Plant13
100,MAT2607,Plant14
100,MAT2608,Plant14
100,MAT2609,Plant13
100,MAT2610,Plant14
100,MAT2611,Plant14
100,MAT2612,Plant13
100,MAT2613,Plant13
100,MAT2614,Plant13
100,MAT2615,Plant14
100,MAT2616,Plant34
100,MAT2617,Plant14
100,MAT2618,Plant17
100,MAT2619,Plant14
100,MAT2620,Plant14
100,MAT2621,Plant13
100,MAT2622,Plant13
100,MAT2623,Plant13
100,MAT2624,Plant14
100,MAT2625,Plant14
100,MAT2626,Plant34
100,MAT2627,Plant14
100,MAT2627,Plant28
100,MAT2628,Plant13
100,MAT2629,Plant13
100,MAT2630,Plant13
100,MAT2631,Plant13
100,MAT2632,Plant28
100,MAT2633,Plant13
100,MAT2634,Plant13
100,MAT2635,Plant13
100,MAT2636,Plant13
100,MAT2637,Plant13
100,MAT2637,Plant14
100,MAT2638,Plant13
100,MAT2639,Plant13
100,MAT2640,Plant13
100,MAT2641,Plant13
100,MAT2642,Plant13
100,MAT2643,Plant13
100,MAT2644,Plant14
100,MAT2645,Plant14
100,MAT2646,Plant14
100,MAT2647,Plant13
100,MAT2648,Plant13
100,MAT2649,Plant28
100,MAT2650,Plant13
100,MAT2651,Plant28
100,MAT2652,Plant28
100,MAT2653,Plant13
100,MAT2653,Plant17
100,MAT2654,Plant13
100,MAT2654,Plant17
100,MAT2655,Plant13
100,MAT2655,Plant17
100,MAT2656,Plant13
100,MAT2656,Plant17
100,MAT2657,Plant14
100,MAT2658,Plant14
100,MAT2659,Plant13
100,MAT2660,Plant14
100,MAT2661,Plant14
100,MAT2662,Plant13
100,MAT2663,Plant13
100,MAT2664,Plant13
100,MAT2665,Plant13
100,MAT2666,Plant13
100,MAT2667,Plant13
100,MAT2668,Plant13
100,MAT2669,Plant13
100,MAT2670,Plant13
100,MAT2671,Plant13
100,MAT2672,Plant13
100,MAT2673,Plant13
100,MAT2674,Plant13
100,MAT2675,Plant13
100,MAT2676,Plant13
100,MAT2677,Plant13
100,MAT2678,Plant13
100,MAT2679,Plant13
100,MAT2680,Plant13
100,MAT2681,Plant13
100,MAT2682,Plant13
100,MAT2683,Plant13
100,MAT2684,Plant13
100,MAT2685,Plant13
100,MAT2686,Plant13
100,MAT2687,Plant13
100,MAT2688,Plant13
100,MAT2689,Plant13
100,MAT2690,Plant13
100,MAT2691,Plant13
100,MAT2692,Plant13
100,MAT2693,Plant13
100,MAT2694,Plant13
100,MAT2695,Plant13
100,MAT2696,Plant13
100,MAT2697,Plant13
100,MAT2698,Plant13
100,MAT2699,Plant13
100,MAT2700,Plant13
100,MAT2701,Plant13
100,MAT2702,Plant13
100,MAT2703,Plant13
100,MAT2704,Plant13
100,MAT2705,Plant13
100,MAT2706,Plant13
100,MAT2707,Plant13
100,MAT2708,Plant13
100,MAT2709,Plant13
100,MAT2710,Plant13
100,MAT2711,Plant13
100,MAT2712,Plant13
100,MAT2713,Plant13
100,MAT2714,Plant13
100,MAT2715,Plant13
100,MAT2716,Plant13
100,MAT2717,Plant13
100,MAT2718,Plant13
100,MAT2719,Plant13
100,MAT2720,Plant13
100,MAT2721,Plant13
100,MAT2722,Plant13
100,MAT2723,Plant13
100,MAT2724,Plant13
100,MAT2725,Plant13
100,MAT2726,Plant13
100,MAT2727,Plant13
100,MAT2728,Plant13
100,MAT2729,Plant13
100,MAT2730,Plant13
100,MAT2731,Plant13
100,MAT2732,Plant13
100,MAT2733,Plant13
100,MAT2734,Plant13
100,MAT2735,Plant13
100,MAT2736,Plant13
100,MAT2737,Plant13
100,MAT2738,Plant13
100,MAT2739,Plant13
100,MAT2740,Plant13
100,MAT2741,Plant13
100,MAT2742,Plant13
100,MAT2743,Plant13
100,MAT2744,Plant13
100,MAT2745,Plant13
100,MAT2746,Plant13
100,MAT2747,Plant13
100,MAT2748,Plant13
100,MAT2749,Plant13
100,MAT2750,Plant13
100,MAT2750,Plant2
100,MAT2751,Plant13
100,MAT2752,Plant13
100,MAT2753,Plant13
100,MAT2754,Plant13
100,MAT2755,Plant13
100,MAT2756,Plant13
100,MAT2757,Plant13
100,MAT2758,Plant13
100,MAT2759,Plant13
100,MAT2760,Plant13
100,MAT2761,Plant13
100,MAT2762,Plant13
100,MAT2763,Plant13
100,MAT2764,Plant13
100,MAT2765,Plant13
100,MAT2766,Plant13
100,MAT2767,Plant13
100,MAT2768,Plant13
100,MAT2769,Plant13
100,MAT2770,Plant13
100,MAT2771,Plant13
100,MAT2772,Plant13
100,MAT2773,Plant13
100,MAT2774,Plant13
100,MAT2775,Plant13
100,MAT2776,Plant13
100,MAT2777,Plant13
100,MAT2778,Plant13
100,MAT2779,Plant13
100,MAT2780,Plant13
100,MAT2781,Plant13
100,MAT2782,Plant13
100,MAT2783,Plant13
100,MAT2784,Plant13
100,MAT2785,Plant13
100,MAT2786,Plant13
100,MAT2787,Plant13
100,MAT2788,Plant13
100,MAT2789,Plant13
100,MAT2789,Plant2
100,MAT2790,Plant13
100,MAT2791,Plant13
100,MAT2792,Plant13
100,MAT2793,Plant13
100,MAT2794,Plant13
100,MAT2795,Plant13
100,MAT2796,Plant13
100,MAT2797,Plant13
100,MAT2798,Plant13
100,MAT2799,Plant13
100,MAT2800,Plant13
100,MAT2801,Plant13
100,MAT2802,Plant13
100,MAT2803,Plant13
100,MAT2804,Plant13
100,MAT2805,Plant13
100,MAT2806,Plant13
100,MAT2807,Plant13
100,MAT2808,Plant13
100,MAT2809,Plant13
100,MAT2810,Plant13
100,MAT2811,Plant13
100,MAT2812,Plant13
100,MAT2813,Plant13
100,MAT2814,Plant13
100,MAT2815,Plant13
100,MAT2816,Plant13
100,MAT2817,Plant13
100,MAT2818,Plant13
100,MAT2819,Plant13
100,MAT2820,Plant13
100,MAT2821,Plant13
100,MAT2822,Plant13
100,MAT2823,Plant13
100,MAT2824,Plant13
100,MAT2825,Plant13
100,MAT2826,Plant20
100,MAT2827,Plant14
100,MAT2828,Plant14
100,MAT2829,Plant14
100,MAT2830,Plant14
100,MAT2831,Plant13
100,MAT2832,Plant13
100,MAT2833,Plant13
100,MAT2834,Plant13
100,MAT2835,Plant13
100,MAT2836,Plant13
100,MAT2837,Plant13
100,MAT2838,Plant13
100,MAT2839,Plant13
100,MAT2840,Plant13
100,MAT2840,Plant2
100,MAT2841,Plant13
100,MAT2842,Plant8
100,MAT2843,Plant1
100,MAT2844,Plant13
100,MAT2845,Plant13
100,MAT2846,Plant13
100,MAT2847,Plant13
100,MAT2848,Plant13
100,MAT2849,Plant13
100,MAT2850,Plant13
100,MAT2851,Plant13
100,MAT2852,Plant14
100,MAT2853,Plant13
100,MAT2854,Plant13
100,MAT2854,Plant8
100,MAT2854,Plant1
100,MAT2855,Plant13
100,MAT2856,Plant13
100,MAT2857,Plant13
100,MAT2858,Plant13
100,MAT2859,Plant13
100,MAT2860,Plant13
100,MAT2861,Plant13
100,MAT2862,Plant13
100,MAT2863,Plant13
100,MAT2864,Plant13
100,MAT2865,Plant13
100,MAT2866,Plant13
100,MAT2867,Plant13
100,MAT2868,Plant13
100,MAT2869,Plant13
100,MAT2870,Plant13
100,MAT2871,Plant13
100,MAT2872,Plant13
100,MAT2873,Plant13
100,MAT2874,Plant13
100,MAT2875,Plant13
100,MAT2876,Plant13
100,MAT2877,Plant13
100,MAT2878,Plant14
100,MAT2879,Plant13
100,MAT2880,Plant13
100,MAT2881,Plant13
100,MAT2882,Plant13
100,MAT2883,Plant13
100,MAT2884,Plant13
100,MAT2885,Plant13
100,MAT2886,Plant13
100,MAT2887,Plant13
100,MAT2888,Plant13
100,MAT2889,Plant13
100,MAT2890,Plant5
100,MAT2891,Plant13
100,MAT2892,Plant13
100,MAT2893,Plant13
100,MAT2894,Plant13
100,MAT2895,Plant13
100,MAT2896,Plant13
100,MAT2897,Plant13
100,MAT2898,Plant13
100,MAT2899,Plant13
100,MAT2900,Plant13
100,MAT2901,Plant13
100,MAT2902,Plant13
100,MAT2903,Plant13
100,MAT2904,Plant13
100,MAT2905,Plant13
100,MAT2906,Plant13
100,MAT2907,Plant13
100,MAT2908,Plant13
100,MAT2909,Plant13
100,MAT2910,Plant13
100,MAT2911,Plant13
100,MAT2912,Plant13
100,MAT2913,Plant13
100,MAT2914,Plant13
100,MAT2915,Plant13
100,MAT2916,Plant13
100,MAT2917,Plant13
100,MAT2918,Plant13
100,MAT2919,Plant13
100,MAT2920,Plant13
100,MAT2921,Plant13
100,MAT2922,Plant13
100,MAT2923,Plant13
100,MAT2924,Plant13
100,MAT2925,Plant13
100,MAT2926,Plant13
100,MAT2927,Plant13
100,MAT2928,Plant13
100,MAT2928,Plant1
100,MAT2929,Plant14
100,MAT2930,Plant13
100,MAT2931,Plant13
100,MAT2932,Plant13
100,MAT2933,Plant14
100,MAT2934,Plant13
100,MAT2935,Plant13
100,MAT2936,Plant13
100,MAT2937,Plant13
100,MAT2938,Plant13
100,MAT2939,Plant13
100,MAT2940,Plant13
100,MAT2941,Plant13
100,MAT2942,Plant13
100,MAT2943,Plant13
100,MAT2944,Plant13
100,MAT2945,Plant13
100,MAT2946,Plant13
100,MAT2947,Plant13
100,MAT2948,Plant13
100,MAT2949,Plant13
100,MAT2950,Plant13
100,MAT2951,Plant14
100,MAT2952,Plant13
100,MAT2953,Plant14
100,MAT2954,Plant14
100,MAT2955,Plant14
100,MAT2956,Plant13
100,MAT2957,Plant13
100,MAT2958,Plant14
100,MAT2959,Plant13
100,MAT2960,Plant13
100,MAT2961,Plant13
100,MAT2962,Plant13
100,MAT2963,Plant13
100,MAT2964,Plant13
100,MAT2965,Plant13
100,MAT2966,Plant14
100,MAT2967,Plant13
100,MAT2968,Plant13
100,MAT2969,Plant13
100,MAT2970,Plant13
100,MAT2971,Plant13
100,MAT2972,Plant13
100,MAT2973,Plant13
100,MAT2974,Plant13
100,MAT2975,Plant13
100,MAT2976,Plant13
100,MAT2977,Plant13
100,MAT2978,Plant13
100,MAT2979,Plant13
100,MAT2980,Plant13
100,MAT2981,Plant13
100,MAT2982,Plant13
100,MAT2983,Plant13
100,MAT2984,Plant13
100,MAT2985,Plant13
100,MAT2986,Plant13
100,MAT2987,Plant13
100,MAT2988,Plant13
100,MAT2989,Plant13
100,MAT2990,Plant13
100,MAT2991,Plant13
100,MAT2992,Plant13
100,MAT2993,Plant13
100,MAT2994,Plant13
100,MAT2995,Plant13
100,MAT2996,Plant13
100,MAT2997,Plant13
100,MAT2998,Plant13
100,MAT2999,Plant13
100,MAT3000,Plant13
100,MAT3001,Plant13
100,MAT3002,Plant13
100,MAT3003,Plant13
100,MAT3004,Plant8
100,MAT3005,Plant8
100,MAT3006,Plant8
100,MAT3007,Plant8
100,MAT3008,Plant8
100,MAT3009,Plant8
100,MAT3010,Plant8
100,MAT3011,Plant8
100,MAT3012,Plant8
100,MAT3013,Plant8
100,MAT3014,Plant8
100,MAT3015,Plant8
100,MAT3016,Plant8
100,MAT3017,Plant14
100,MAT3018,Plant8
100,MAT3019,Plant8
100,MAT3020,Plant8
100,MAT3021,Plant7
100,MAT3022,Plant7
100,MAT3023,Plant7
100,MAT3024,Plant7
100,MAT3025,Plant7
100,MAT3026,Plant7
100,MAT3027,Plant7
100,MAT3028,Plant7
100,MAT3029,Plant7
100,MAT3030,Plant7
100,MAT3031,Plant7
100,MAT3032,Plant7
100,MAT3033,Plant7
100,MAT3034,Plant7
100,MAT3035,Plant7
100,MAT3036,Plant7
100,MAT3037,Plant7
100,MAT3038,Plant7
100,MAT3039,Plant7
100,MAT3040,Plant7
100,MAT3041,Plant7
100,MAT3042,Plant7
100,MAT3043,Plant7
100,MAT3044,Plant7
100,MAT3045,Plant7
100,MAT3046,Plant7
100,MAT3047,Plant7
100,MAT3048,Plant7
100,MAT3049,Plant7
100,MAT3050,Plant7
100,MAT3051,Plant7
100,MAT3052,Plant7
100,MAT3053,Plant7
100,MAT3054,Plant7
100,MAT3055,Plant7
100,MAT3056,Plant7
100,MAT3057,Plant7
100,MAT3058,Plant7
100,MAT3059,Plant7
100,MAT3060,Plant7
100,MAT3061,Plant7
100,MAT3062,Plant7
100,MAT3063,Plant7
100,MAT3064,Plant7
100,MAT3065,Plant7
100,MAT3066,Plant7
100,MAT3067,Plant7
100,MAT3068,Plant7
100,MAT3069,Plant7
100,MAT3070,Plant7
100,MAT3071,Plant7
100,MAT3072,Plant7
100,MAT3073,Plant7
100,MAT3074,Plant7
100,MAT3075,Plant7
100,MAT3076,Plant7
100,MAT3077,Plant7
100,MAT3078,Plant7
100,MAT3079,Plant7
100,MAT3080,Plant7
100,MAT3081,Plant7
100,MAT3082,Plant7
100,MAT3083,Plant7
100,MAT3084,Plant7
100,MAT3085,Plant7
100,MAT3086,Plant7
100,MAT3087,Plant7
100,MAT3088,Plant7
100,MAT3089,Plant7
100,MAT3090,Plant7
100,MAT3091,Plant7
100,MAT3092,Plant7
100,MAT3093,Plant7
100,MAT3094,Plant7
100,MAT3095,Plant7
100,MAT3096,Plant7
100,MAT3097,Plant7
100,MAT3098,Plant7
100,MAT3099,Plant7
100,MAT3100,Plant7
100,MAT3101,Plant7
100,MAT3102,Plant7
100,MAT3103,Plant7
100,MAT3104,Plant7
100,MAT3105,Plant7
100,MAT3106,Plant7
100,MAT3107,Plant7
100,MAT3108,Plant7
100,MAT3109,Plant7
100,MAT3110,Plant13
100,MAT3111,Plant2
100,MAT3112,Plant8
100,MAT3113,Plant8
100,MAT3114,Plant13
100,MAT3115,Plant13
100,MAT3116,Plant8
100,MAT3117,Plant7
100,MAT3118,Plant13
100,MAT3119,Plant13
100,MAT3120,Plant13
100,MAT3121,Plant13
100,MAT3122,Plant13
100,MAT3123,Plant14
100,MAT3124,Plant7
100,MAT3125,Plant3
100,MAT3126,Plant3
100,MAT3127,Plant3
100,MAT3128,Plant3
100,MAT3129,Plant3
100,MAT3130,Plant3
100,MAT3131,Plant3
100,MAT3132,Plant3
100,MAT3133,Plant3
100,MAT3134,Plant3
100,MAT3135,Plant3
100,MAT3136,Plant3
100,MAT3137,Plant3
100,MAT3138,Plant3
100,MAT3139,Plant3
100,MAT3140,Plant3
100,MAT3141,Plant3
100,MAT3142,Plant3
100,MAT3143,Plant3
100,MAT3144,Plant3
100,MAT3145,Plant3
100,MAT3146,Plant3
100,MAT3147,Plant3
100,MAT3148,Plant3
100,MAT3149,Plant3
100,MAT3150,Plant3
100,MAT3151,Plant3
100,MAT3152,Plant3
100,MAT3153,Plant3
100,MAT3154,Plant3
100,MAT3155,Plant3
100,MAT3156,Plant3
100,MAT3157,Plant3
100,MAT3158,Plant3
100,MAT3159,Plant3
100,MAT3160,Plant3
100,MAT3161,Plant3
100,MAT3162,Plant3
100,MAT3163,Plant3
100,MAT3164,Plant3
100,MAT3165,Plant3
100,MAT3166,Plant3
100,MAT3167,Plant3
100,MAT3168,Plant3
100,MAT3169,Plant3
100,MAT3170,Plant3
100,MAT3171,Plant3
100,MAT3172,Plant3
100,MAT3173,Plant3
100,MAT3174,Plant3
100,MAT3175,Plant3
100,MAT3176,Plant3
100,MAT3177,Plant3
100,MAT3178,Plant3
100,MAT3179,Plant3
100,MAT3180,Plant3
100,MAT3181,Plant3
100,MAT3182,Plant3
100,MAT3183,Plant3
100,MAT3184,Plant3
100,MAT3185,Plant3
100,MAT3186,Plant3
100,MAT3187,Plant3
100,MAT3188,Plant3
100,MAT3189,Plant3
100,MAT3190,Plant3
100,MAT3191,Plant3
100,MAT3192,Plant3
100,MAT3193,Plant3
100,MAT3194,Plant3
100,MAT3195,Plant3
100,MAT3196,Plant3
100,MAT3197,Plant3
100,MAT3198,Plant3
100,MAT3199,Plant3
100,MAT3200,Plant3
100,MAT3201,Plant3
100,MAT3202,Plant3
100,MAT3203,Plant3
100,MAT3204,Plant3
100,MAT3205,Plant3
100,MAT3206,Plant3
100,MAT3207,Plant3
100,MAT3208,Plant3
100,MAT3209,Plant3
100,MAT3210,Plant3
100,MAT3211,Plant3
100,MAT3212,Plant3
100,MAT3213,Plant3
100,MAT3214,Plant3
100,MAT3215,Plant3
100,MAT3216,Plant3
100,MAT3217,Plant3
100,MAT3218,Plant3
100,MAT3219,Plant3
100,MAT3220,Plant3
100,MAT3221,Plant3
100,MAT3222,Plant3
100,MAT3223,Plant3
100,MAT3224,Plant3
100,MAT3225,Plant3
100,MAT3226,Plant3
100,MAT3227,Plant3
100,MAT3228,Plant3
100,MAT3229,Plant1
100,MAT3230,Plant1
100,MAT3231,Plant1
100,MAT3232,Plant1
100,MAT3233,Plant1
100,MAT3234,Plant1
100,MAT3235,Plant1
100,MAT3236,Plant1
100,MAT3237,Plant1
100,MAT3238,Plant1
100,MAT3239,Plant1
100,MAT3240,Plant1
100,MAT3241,Plant1
100,MAT3242,Plant1
100,MAT3243,Plant1
100,MAT3244,Plant13
100,MAT3244,Plant1
100,MAT3245,Plant13
100,MAT3245,Plant1
100,MAT3246,Plant1
100,MAT3247,Plant1
100,MAT3248,Plant2
100,MAT3249,Plant1
100,MAT3250,Plant1
100,MAT3251,Plant1
100,MAT3252,Plant1
100,MAT3253,Plant1
100,MAT3254,Plant1
100,MAT3255,Plant1
100,MAT3256,Plant1
100,MAT3257,Plant1
100,MAT3258,Plant1
100,MAT3259,Plant1
100,MAT3260,Plant1
100,MAT3261,Plant1
100,MAT3262,Plant1
100,MAT3263,Plant1
100,MAT3264,Plant1
100,MAT3265,Plant1
100,MAT3266,Plant1
100,MAT3267,Plant13
100,MAT3268,Plant1
100,MAT3269,Plant1
100,MAT3270,Plant2
100,MAT3271,Plant1
100,MAT3272,Plant1
100,MAT3273,Plant1
100,MAT3274,Plant1
100,MAT3275,Plant1
100,MAT3276,Plant8
100,MAT3277,Plant8
100,MAT3278,Plant8
100,MAT3279,Plant8
100,MAT3280,Plant8
100,MAT3281,Plant8
100,MAT3281,Plant1
100,MAT3282,Plant8
100,MAT3283,Plant2
100,MAT3283,Plant20
100,MAT3284,Plant1
100,MAT3285,Plant1
100,MAT3286,Plant1
100,MAT3287,Plant1
100,MAT3288,Plant1
100,MAT3289,Plant1
100,MAT3290,Plant1
100,MAT3291,Plant1
100,MAT3292,Plant1
100,MAT3293,Plant1
100,MAT3294,Plant1
100,MAT3295,Plant1
100,MAT3296,Plant1
100,MAT3297,Plant1
100,MAT3298,Plant13
100,MAT3299,Plant13
100,MAT3300,Plant1
100,MAT3301,Plant1
100,MAT3302,Plant1
100,MAT3303,Plant1
100,MAT3304,Plant1
100,MAT3305,Plant1
100,MAT3306,Plant1
100,MAT3307,Plant1
100,MAT3308,Plant1
100,MAT3309,Plant5
100,MAT3310,Plant1
100,MAT3311,Plant5
100,MAT3312,Plant1
100,MAT3313,Plant1
100,MAT3314,Plant1
100,MAT3315,Plant1
100,MAT3316,Plant1
100,MAT3317,Plant1
100,MAT3318,Plant1
100,MAT3319,Plant1
100,MAT3320,Plant1
100,MAT3321,Plant1
100,MAT3322,Plant1
100,MAT3323,Plant1
100,MAT3324,Plant1
100,MAT3325,Plant8
100,MAT3326,Plant6
100,MAT3327,Plant6
100,MAT3328,Plant6
100,MAT3329,Plant6
100,MAT3330,Plant6
100,MAT3331,Plant6
100,MAT3332,Plant6
100,MAT3333,Plant6
100,MAT3334,Plant6
100,MAT3335,Plant6
100,MAT3336,Plant6
100,MAT3337,Plant6
100,MAT3338,Plant6
100,MAT3339,Plant6
100,MAT3340,Plant6
100,MAT3341,Plant6
100,MAT3342,Plant6
100,MAT3343,Plant6
100,MAT3344,Plant6
100,MAT3345,Plant6
100,MAT3346,Plant6
100,MAT3347,Plant6
100,MAT3348,Plant6
100,MAT3349,Plant6
100,MAT3350,Plant5
100,MAT3351,Plant5
100,MAT3352,Plant5
100,MAT3353,Plant5
100,MAT3354,Plant6
100,MAT3355,Plant5
100,MAT3356,Plant6
100,MAT3357,Plant6
100,MAT3358,Plant6
100,MAT3359,Plant6
100,MAT3360,Plant6
100,MAT3361,Plant6
100,MAT3362,Plant6
100,MAT3363,Plant6
100,MAT3364,Plant6
100,MAT3365,Plant6
100,MAT3366,Plant6
100,MAT3367,Plant6
100,MAT3368,Plant6
100,MAT3369,Plant6
100,MAT3370,Plant6
100,MAT3371,Plant6
100,MAT3372,Plant6
100,MAT3373,Plant6
100,MAT3374,Plant6
100,MAT3375,Plant6
100,MAT3376,Plant6
100,MAT3377,Plant6
100,MAT3378,Plant6
100,MAT3379,Plant6
100,MAT3380,Plant6
100,MAT3381,Plant5
100,MAT3382,Plant6
100,MAT3383,Plant6
100,MAT3384,Plant6
100,MAT3385,Plant4
100,MAT3386,Plant4
100,MAT3387,Plant4
100,MAT3388,Plant4
100,MAT3389,Plant4
100,MAT3390,Plant4
100,MAT3391,Plant4
100,MAT3392,Plant4
100,MAT3393,Plant4
100,MAT3394,Plant4
100,MAT3395,Plant4
100,MAT3396,Plant4
100,MAT3397,Plant4
100,MAT3398,Plant4
100,MAT3399,Plant4
100,MAT3400,Plant4
100,MAT3401,Plant4
100,MAT3402,Plant4
100,MAT3403,Plant4
100,MAT3404,Plant4
100,MAT3405,Plant4
100,MAT3406,Plant4
100,MAT3407,Plant4
100,MAT3408,Plant4
100,MAT3409,Plant4
100,MAT3410,Plant4
100,MAT3411,Plant4
100,MAT3412,Plant4
100,MAT3413,Plant4
100,MAT3414,Plant4
100,MAT3415,Plant4
100,MAT3416,Plant4
100,MAT3417,Plant4
100,MAT3418,Plant4
100,MAT3419,Plant4
100,MAT3420,Plant4
100,MAT3421,Plant4
100,MAT3422,Plant10
100,MAT3423,Plant10
100,MAT3424,Plant10
100,MAT3425,Plant10
100,MAT3426,Plant10
100,MAT3427,Plant10
100,MAT3428,Plant10
100,MAT3429,Plant10
100,MAT3430,Plant10
100,MAT3431,Plant10
100,MAT3432,Plant10
100,MAT3433,Plant10
100,MAT3434,Plant10
100,MAT3435,Plant10
100,MAT3436,Plant10
100,MAT3436,Plant9
100,MAT3437,Plant10
100,MAT3438,Plant10
100,MAT3439,Plant10
100,MAT3440,Plant10
100,MAT3441,Plant10
100,MAT3442,Plant10
100,MAT3443,Plant10
100,MAT3444,Plant10
100,MAT3445,Plant10
100,MAT3446,Plant10
100,MAT3447,Plant10
100,MAT3448,Plant10
100,MAT3449,Plant10
100,MAT3450,Plant10
100,MAT3451,Plant10
100,MAT3452,Plant10
100,MAT3453,Plant9
100,MAT3454,Plant10
100,MAT3455,Plant10
100,MAT3456,Plant10
100,MAT3457,Plant10
100,MAT3458,Plant10
100,MAT3459,Plant10
100,MAT3460,Plant10
100,MAT3461,Plant10
100,MAT3462,Plant10
100,MAT3463,Plant10
100,MAT3464,Plant10
100,MAT3465,Plant10
100,MAT3466,Plant10
100,MAT3467,Plant10
100,MAT3468,Plant10
100,MAT3469,Plant10
100,MAT3470,Plant10
100,MAT3471,Plant10
100,MAT3472,Plant10
100,MAT3473,Plant10
100,MAT3474,Plant10
100,MAT3475,Plant10
100,MAT3476,Plant10
100,MAT3477,Plant10
100,MAT3478,Plant10
100,MAT3479,Plant10
100,MAT3480,Plant10
100,MAT3481,Plant10
100,MAT3482,Plant10
100,MAT3483,Plant10
100,MAT3484,Plant10
100,MAT3485,Plant10
100,MAT3486,Plant10
100,MAT3487,Plant10
100,MAT3488,Plant10
100,MAT3489,Plant10
100,MAT3490,Plant10
100,MAT3491,Plant10
100,MAT3492,Plant10
100,MAT3493,Plant10
100,MAT3494,Plant10
100,MAT3495,Plant10
100,MAT3496,Plant10
100,MAT3497,Plant10
100,MAT3498,Plant5
100,MAT3499,Plant5
100,MAT3500,Plant5
100,MAT3501,Plant5
100,MAT3502,Plant5
100,MAT3503,Plant5
100,MAT3504,Plant5
100,MAT3505,Plant5
100,MAT3506,Plant5
100,MAT3507,Plant5
100,MAT3508,Plant5
100,MAT3509,Plant5
100,MAT3510,Plant5
