Previous delivery date,Committed Date,Purchasing Document Number,Item Number of Purchasing Document,Item Delivery Date,Delivery Schedule Line Counter,Loading Date,Client,Material Staging/Availability Date,Statistics-Relevant Delivery Date
,,4000002893,10,2022-01-10,1,,100,,2022-01-10
,,4000002894,10,2022-01-10,1,,100,,2022-01-10
,,4000002895,10,2022-01-10,1,,100,,2022-01-10
,,4000002896,10,2022-01-10,1,,100,,2022-01-10
,,4000002897,10,2022-01-10,1,,100,,2022-01-10
,,4000002898,10,2022-01-10,1,,100,,2022-01-10
,,4000002899,10,2022-01-10,1,,100,,2022-01-10
,,4000002900,10,2022-01-10,1,,100,,2022-01-10
,,4000002901,10,2022-01-10,1,,100,,2022-01-10
,,4000002902,10,2022-01-10,1,,100,,2022-01-10
,,4000002903,10,2022-01-10,1,,100,,2022-01-10
,,4000002904,10,2022-01-10,1,,100,,2022-01-10
,,4000002905,10,2022-01-10,1,,100,,2022-01-10
,,4000002906,10,2022-01-10,1,,100,,2022-01-10
,,4000002907,10,2022-01-10,1,,100,,2022-01-10
,,4000002908,10,2022-01-10,1,,100,,2022-01-10
,,4000002909,10,2022-01-10,1,,100,,2022-01-10
,,4000002910,10,2022-01-10,1,,100,,2022-01-10
,,4000002911,10,2022-01-10,1,,100,,2022-01-10
,,4000002912,10,2022-01-10,1,,100,,2022-01-10
,,4000002913,10,2022-01-10,1,,100,,2022-01-10
,,4000002914,10,2022-01-10,1,,100,,2022-01-10
,,4000002915,10,2022-01-10,1,,100,,2022-01-10
,,4000002916,10,2022-01-10,1,,100,,2022-01-10
,,4000002917,10,2022-01-10,1,,100,,2022-01-10
,,4000002918,10,2022-01-10,1,,100,,2022-01-10
,,4000002919,10,2022-01-10,1,,100,,2022-01-10
,,4000002920,10,2022-01-10,1,,100,,2022-01-10
,,4000002921,10,2022-01-10,1,,100,,2022-01-10
,,4000002922,10,2022-01-10,1,,100,,2022-01-10
,,4000002923,10,2022-01-10,1,,100,,2022-01-10
,,4000002924,10,2022-01-10,1,,100,,2022-01-10
,,4000002925,10,2022-01-10,1,,100,,2022-01-10
,,4000002926,10,2022-01-10,1,,100,,2022-01-10
,,4000002927,10,2022-01-10,1,,100,,2022-01-10
,,4000002928,10,2022-01-10,1,,100,,2022-01-10
,,4000002929,10,2022-01-10,1,,100,,2022-01-10
,,4000002930,10,2022-01-10,1,,100,,2022-01-10
,,4000002931,10,2022-01-10,1,,100,,2022-01-10
,,4000002932,10,2022-01-10,1,,100,,2022-01-10
,,4000002933,10,2022-01-10,1,,100,,2022-01-10
,,4000002934,10,2022-01-10,1,,100,,2022-01-10
,,4000002935,10,2022-01-10,1,,100,,2022-01-10
,,4000002936,10,2022-01-10,1,,100,,2022-01-10
,,4000002937,10,2022-01-10,1,,100,,2022-01-10
,,4000002938,10,2022-01-10,1,,100,,2022-01-10
,,4000002939,10,2022-01-10,1,,100,,2022-01-10
,,4000002940,10,2022-01-10,1,,100,,2022-01-10
,,4000002941,10,2022-01-10,1,,100,,2022-01-10
,,4000002942,10,2022-01-10,1,,100,,2022-01-10
,,4000002943,10,2022-01-10,1,,100,,2022-01-10
,,4000002944,10,2022-01-10,1,,100,,2022-01-10
,,4000002945,10,2022-01-10,1,,100,,2022-01-10
,,4000002946,10,2022-01-10,1,,100,,2022-01-10
,,4000002947,10,2022-01-10,1,,100,,2022-01-10
,,4000002948,10,2022-01-10,1,,100,,2022-01-10
,,4000002949,10,2022-01-10,1,,100,,2022-01-10
,,4000002950,10,2022-01-10,1,,100,,2022-01-10
,,4000002951,10,2022-01-10,1,,100,,2022-01-10
,,4000002952,10,2022-01-10,1,,100,,2022-01-10
,,4000002953,10,2022-01-10,1,,100,,2022-01-10
,,4000002954,10,2022-01-10,1,,100,,2022-01-10
,,4000002955,10,2022-01-10,1,,100,,2022-01-10
,,4000002956,10,2022-01-10,1,,100,,2022-01-10
,,4000002957,10,2022-01-10,1,,100,,2022-01-10
,,4000002958,10,2022-01-10,1,,100,,2022-01-10
,,4000002959,10,2022-01-10,1,,100,,2022-01-10
,,4000002960,10,2022-01-10,1,,100,,2022-01-10
,,4000002961,10,2022-01-10,1,,100,,2022-01-10
,,4000002962,10,2022-01-10,1,,100,,2022-01-10
,,4000002963,10,2022-01-10,1,,100,,2022-01-10
,,4000002964,10,2022-01-10,1,,100,,2022-01-10
,,4000002965,10,2022-01-10,1,,100,,2022-01-10
,,4000002966,10,2022-01-10,1,,100,,2022-01-10
,,4000002967,10,2022-01-10,1,,100,,2022-01-10
,,4000002968,10,2022-01-10,1,,100,,2022-01-10
,,4000002969,10,2022-01-10,1,,100,,2022-01-10
,,4000002970,10,2022-01-10,1,,100,,2022-01-10
,,4000002971,10,2022-01-10,1,,100,,2022-01-10
,,4000002972,10,2022-01-10,1,,100,,2022-01-10
,,4000002973,10,2022-01-10,1,,100,,2022-01-10
,,4000002974,10,2022-01-10,1,,100,,2022-01-10
,,4000002975,10,2022-01-10,1,,100,,2022-01-10
,,4000002976,10,2022-01-10,1,,100,,2022-01-10
,,4000002977,10,2022-01-10,1,,100,,2022-01-10
,,4000002978,10,2022-01-10,1,,100,,2022-01-10
,,4000002979,10,2022-01-10,1,,100,,2022-01-10
,,4000002980,10,2022-01-10,1,,100,,2022-01-10
,,4000002981,10,2022-01-10,1,,100,,2022-01-10
,,4000002982,10,2022-01-10,1,,100,,2022-01-10
,,4000002983,10,2022-01-10,1,,100,,2022-01-10
,,4000002984,10,2022-01-10,1,,100,,2022-01-10
,,4000002985,10,2022-01-10,1,,100,,2022-01-10
,,4000002986,10,2022-01-10,1,,100,,2022-01-10
,,4000002987,10,2022-01-10,1,,100,,2022-01-10
,,4000002988,10,2022-01-10,1,,100,,2022-01-10
,,4000002989,10,2022-01-10,1,,100,,2022-01-10
,,4000002990,10,2022-01-10,1,,100,,2022-01-10
,,4000002991,10,2022-01-10,1,,100,,2022-01-10
,,4000021404,10,2022-01-10,1,,100,,2022-01-10
,,4000021405,10,2022-01-10,1,,100,,2022-01-10
,,4000021406,10,2022-01-10,1,,100,,2022-01-10
,,4000021407,10,2022-01-10,1,,100,,2022-01-10
,,4000021408,10,2022-01-10,1,,100,,2022-01-10
,,4000021409,10,2022-01-10,1,,100,,2022-01-10
,,4000021410,10,2022-01-10,1,,100,,2022-01-10
,,4000021411,10,2022-01-10,1,,100,,2022-01-10
,,4000021412,10,2022-01-10,1,,100,,2022-01-10
,,4000021413,10,2022-01-10,1,,100,,2022-01-10
,,4000021414,10,2022-01-10,1,,100,,2022-01-10
,,4000021415,10,2022-01-10,1,,100,,2022-01-10
,,4000021416,10,2022-01-10,1,,100,,2022-01-10
,,4000021417,10,2022-01-10,1,,100,,2022-01-10
,,4000021418,10,2022-01-10,1,,100,,2022-01-10
,,4000021419,10,2022-01-10,1,,100,,2022-01-10
,,4000021420,10,2022-01-10,1,,100,,2022-01-10
,,4000021421,10,2022-01-10,1,,100,,2022-01-10
,,4000021422,10,2022-01-10,1,,100,,2022-01-10
,,4000021423,10,2022-01-10,1,,100,,2022-01-10
,,4000021424,10,2022-01-10,1,,100,,2022-01-10
,,4000021425,10,2022-01-10,1,,100,,2022-01-10
,,4000021426,10,2022-01-10,1,,100,,2022-01-10
,,4000021427,10,2022-01-10,1,,100,,2022-01-10
,,4000021428,10,2022-01-10,1,,100,,2022-01-10
,,4000021429,10,2022-01-10,1,,100,,2022-01-10
,,4000021430,10,2022-01-10,1,,100,,2022-01-10
,,4000021431,10,2022-01-10,1,,100,,2022-01-10
,,4000021432,10,2022-01-10,1,,100,,2022-01-10
,,4000021433,10,2022-01-10,1,,100,,2022-01-10
,,4000021434,10,2022-01-10,1,,100,,2022-01-10
,,4000021435,10,2022-01-10,1,,100,,2022-01-10
,,4000021436,10,2022-01-10,1,,100,,2022-01-10
,,4000021437,10,2022-01-10,1,,100,,2022-01-10
,,4000021438,10,2022-01-10,1,,100,,2022-01-10
,,4000021439,10,2022-01-10,1,,100,,2022-01-10
,,4000021440,10,2022-01-10,1,,100,,2022-01-10
,,4000021441,10,2022-01-10,1,,100,,2022-01-10
,,4000021442,10,2022-01-10,1,,100,,2022-01-10
,,4000021443,10,2022-01-10,1,,100,,2022-01-10
,,4000021444,10,2022-01-10,1,,100,,2022-01-10
,,4000021445,10,2022-01-10,1,,100,,2022-01-10
,,4000021446,10,2022-01-10,1,,100,,2022-01-10
,,4000021447,10,2022-01-10,1,,100,,2022-01-10
,,4000021448,10,2022-01-10,1,,100,,2022-01-10
,,4000021449,10,2022-01-10,1,,100,,2022-01-10
,,4000021450,10,2022-01-10,1,,100,,2022-01-10
,,4000021451,10,2022-01-10,1,,100,,2022-01-10
,,4000021452,10,2022-01-10,1,,100,,2022-01-10
,,4000021453,10,2022-01-10,1,,100,,2022-01-10
,,4000021454,10,2022-01-10,1,,100,,2022-01-10
,,4000021455,10,2022-01-10,1,,100,,2022-01-10
,,4000021456,10,2022-01-10,1,,100,,2022-01-10
,,4000021457,10,2022-01-10,1,,100,,2022-01-10
,,4000021458,10,2022-01-10,1,,100,,2022-01-10
,,4000021459,10,2022-01-10,1,,100,,2022-01-10
,,4000021460,10,2022-01-10,1,,100,,2022-01-10
,,4000021461,10,2022-01-10,1,,100,,2022-01-10
,,4000021462,10,2022-01-10,1,,100,,2022-01-10
,,4000021463,10,2022-01-10,1,,100,,2022-01-10
,,4000021464,10,2022-01-10,1,,100,,2022-01-10
,,4000021465,10,2022-01-10,1,,100,,2022-01-10
,,4000021466,10,2022-01-10,1,,100,,2022-01-10
,,4000021467,10,2022-01-10,1,,100,,2022-01-10
,,4000021468,10,2022-01-10,1,,100,,2022-01-10
,,4000021469,10,2022-01-10,1,,100,,2022-01-10
,,4000021470,10,2022-01-10,1,,100,,2022-01-10
,,4000021471,10,2022-01-10,1,,100,,2022-01-10
,,4000021472,10,2022-01-10,1,,100,,2022-01-10
,,4000021473,10,2022-01-10,1,,100,,2022-01-10
,,4000021474,10,2022-01-10,1,,100,,2022-01-10
,,4000021475,10,2022-01-10,1,,100,,2022-01-10
,,4000021476,10,2022-01-10,1,,100,,2022-01-10
,,4000021477,10,2022-01-10,1,,100,,2022-01-10
,,4000021478,10,2022-01-10,1,,100,,2022-01-10
,,4000021479,10,2022-01-10,1,,100,,2022-01-10
,,4000021480,10,2022-01-10,1,,100,,2022-01-10
,,4000021481,10,2022-01-10,1,,100,,2022-01-10
,,4000021482,10,2022-01-10,1,,100,,2022-01-10
,,4000021483,10,2022-01-10,1,,100,,2022-01-10
,,4000021484,10,2022-01-10,1,,100,,2022-01-10
,,4000021485,10,2022-01-10,1,,100,,2022-01-10
,,4000021486,10,2022-01-10,1,,100,,2022-01-10
,,4000021487,10,2022-01-10,1,,100,,2022-01-10
,,4000021488,10,2022-01-10,1,,100,,2022-01-10
,,4000021489,10,2022-01-10,1,,100,,2022-01-10
,,4000021490,10,2022-01-10,1,,100,,2022-01-10
,,4000021491,10,2022-01-10,1,,100,,2022-01-10
,,4000021492,10,2022-01-10,1,,100,,2022-01-10
,,4000021493,10,2022-01-10,1,,100,,2022-01-10
,,4000021494,10,2022-01-10,1,,100,,2022-01-10
,,4000021495,10,2022-01-10,1,,100,,2022-01-10
,,4000021496,10,2022-01-10,1,,100,,2022-01-10
,,4000021497,10,2022-01-10,1,,100,,2022-01-10
,,4000021498,10,2022-01-10,1,,100,,2022-01-10
,,4000021499,10,2022-01-10,1,,100,,2022-01-10
,,4000021500,10,2022-01-11,1,,100,,2022-01-11
,,4000021501,10,2022-01-10,1,,100,,2022-01-10
,,4000021502,10,2022-01-10,1,,100,,2022-01-10
,,4000021503,10,2022-01-10,1,,100,,2022-01-10
,,4000021504,10,2022-01-10,1,,100,,2022-01-10
,,4000021505,10,2022-01-10,1,,100,,2022-01-10
,,4000021506,10,2022-01-10,1,,100,,2022-01-10
,,4000021507,10,2022-01-10,1,,100,,2022-01-10
,,4000021508,10,2022-01-10,1,,100,,2022-01-10
,,4000021509,10,2022-01-10,1,,100,,2022-01-10
,,4000021510,10,2022-01-10,1,,100,,2022-01-10
,,4000021511,10,2022-01-10,1,,100,,2022-01-10
,,4000021512,10,2022-01-10,1,,100,,2022-01-10
,,4000021513,10,2022-01-10,1,,100,,2022-01-10
,,4000021514,10,2022-01-10,1,,100,,2022-01-10
,,4000021515,10,2022-01-10,1,,100,,2022-01-10
,,4000021516,10,2022-01-10,1,,100,,2022-01-10
,,4000021517,10,2022-01-10,1,,100,,2022-01-10
,,4000021518,10,2022-01-10,1,,100,,2022-01-10
,,4000021519,10,2022-01-10,1,,100,,2022-01-10
,,4000021520,10,2022-01-10,1,,100,,2022-01-10
,,4000021521,10,2022-01-10,1,,100,,2022-01-10
,,4000021522,10,2022-01-10,1,,100,,2022-01-10
,,4000021523,10,2022-01-10,1,,100,,2022-01-10
,,4000021524,10,2022-01-10,1,,100,,2022-01-10
,,4000021525,10,2022-01-10,1,,100,,2022-01-10
,,4000021526,10,2022-01-10,1,,100,,2022-01-10
,,4000021527,10,2022-01-10,1,,100,,2022-01-10
,,4000021528,10,2022-01-10,1,,100,,2022-01-10
,,4000021529,10,2022-01-10,1,,100,,2022-01-10
,,4000021530,10,2022-01-10,1,,100,,2022-01-10
,,4000021531,10,2022-01-10,1,,100,,2022-01-10
,,4000021532,10,2022-01-10,1,,100,,2022-01-10
,,4000021533,10,2022-01-10,1,,100,,2022-01-10
,,4000021534,10,2022-01-10,1,,100,,2022-01-10
,,4000021535,10,2022-01-10,1,,100,,2022-01-10
,,4000021536,10,2022-01-10,1,,100,,2022-01-10
,,4000021537,10,2022-01-10,1,,100,,2022-01-10
,,4000021538,10,2022-01-10,1,,100,,2022-01-10
,,4000021539,10,2022-01-10,1,,100,,2022-01-10
,,4000021540,10,2022-01-10,1,,100,,2022-01-10
,,4000021541,10,2022-01-10,1,,100,,2022-01-10
,,4000021542,10,2022-01-10,1,,100,,2022-01-10
,,4000021543,10,2022-01-10,1,,100,,2022-01-10
,,4000021544,10,2022-01-10,1,,100,,2022-01-10
,,4000021545,10,2022-01-10,1,,100,,2022-01-10
,,4000021546,10,2022-01-10,1,,100,,2022-01-10
,,4000021547,10,2022-01-10,1,,100,,2022-01-10
,,4000021548,10,2022-01-10,1,,100,,2022-01-10
,,4000021549,10,2022-01-10,1,,100,,2022-01-10
,,4000021550,10,2022-01-10,1,,100,,2022-01-10
,,4000021551,10,2022-01-10,1,,100,,2022-01-10
,,4000021552,10,2022-01-10,1,,100,,2022-01-10
,,4000021553,10,2022-01-10,1,,100,,2022-01-10
,,4000021554,10,2022-01-10,1,,100,,2022-01-10
,,4000021555,10,2022-01-10,1,,100,,2022-01-10
,,4000021556,10,2022-01-10,1,,100,,2022-01-10
,,4000021557,10,2022-01-10,1,,100,,2022-01-10
,,4000021558,10,2022-01-10,1,,100,,2022-01-10
,,4000021559,10,2022-01-10,1,,100,,2022-01-10
,,4000021560,10,2022-01-10,1,,100,,2022-01-10
,,4000021561,10,2022-01-10,1,,100,,2022-01-10
,,4000021562,10,2022-01-10,1,,100,,2022-01-10
,,4000021563,10,2022-01-10,1,,100,,2022-01-10
,,4000021564,10,2022-01-10,1,,100,,2022-01-10
,,4000021565,10,2022-01-10,1,,100,,2022-01-10
,,4000021566,10,2022-01-10,1,,100,,2022-01-10
,,4000021567,10,2022-01-10,1,,100,,2022-01-10
,,4000021568,10,2022-01-10,1,,100,,2022-01-10
,,4000021569,10,2022-01-10,1,,100,,2022-01-10
,,4000021570,10,2022-01-10,1,,100,,2022-01-10
,,4000021571,10,2022-01-10,1,,100,,2022-01-10
,,4000021572,10,2022-01-10,1,,100,,2022-01-10
,,4000021573,10,2022-01-10,1,,100,,2022-01-10
,,4000021574,10,2022-01-10,1,,100,,2022-01-10
,,4000021575,10,2022-01-10,1,,100,,2022-01-10
,,4000021576,10,2022-01-10,1,,100,,2022-01-10
,,4000021577,10,2022-01-10,1,,100,,2022-01-10
,,4000021578,10,2022-01-10,1,,100,,2022-01-10
,,4000021579,10,2022-01-10,1,,100,,2022-01-10
,,4000021580,10,2022-01-10,1,,100,,2022-01-10
,,4000021581,10,2022-01-10,1,,100,,2022-01-10
,,4000021582,10,2022-01-10,1,,100,,2022-01-10
,,4000021583,10,2022-01-10,1,,100,,2022-01-10
,,4000021584,10,2022-01-10,1,,100,,2022-01-10
,,4000021585,10,2022-01-10,1,,100,,2022-01-10
,,4000021586,10,2022-01-10,1,,100,,2022-01-10
,,4000021587,10,2022-01-10,1,,100,,2022-01-10
,,4000021588,10,2022-01-10,1,,100,,2022-01-10
,,4000021589,10,2022-01-10,1,,100,,2022-01-10
,,4000021590,10,2022-01-10,1,,100,,2022-01-10
,,4000021591,10,2022-01-10,1,,100,,2022-01-10
,,4000021592,10,2022-01-10,1,,100,,2022-01-10
,,4000021593,10,2022-01-10,1,,100,,2022-01-10
,,4000021594,10,2022-01-10,1,,100,,2022-01-10
,,4000021595,10,2022-01-10,1,,100,,2022-01-10
,,4000021596,10,2022-01-10,1,,100,,2022-01-10
,,4000021597,10,2022-01-10,1,,100,,2022-01-10
,,4000021598,10,2022-01-10,1,,100,,2022-01-10
,,4000021599,10,2022-01-10,1,,100,,2022-01-10
,,4000021600,10,2022-01-10,1,,100,,2022-01-10
,,4000021601,10,2022-01-10,1,,100,,2022-01-10
,,4000021602,10,2022-01-10,1,,100,,2022-01-10
,,4000021603,10,2022-01-10,1,,100,,2022-01-10
,,4000021604,10,2022-01-10,1,,100,,2022-01-10
,,4000021605,10,2022-01-10,1,,100,,2022-01-10
,,4000021606,10,2022-01-10,1,,100,,2022-01-10
,,4000021607,10,2022-01-10,1,,100,,2022-01-10
,,4000021608,10,2022-01-10,1,,100,,2022-01-10
,,4000021609,10,2022-01-10,1,,100,,2022-01-10
,,4000021610,10,2022-01-10,1,,100,,2022-01-10
,,4000021611,10,2022-01-10,1,,100,,2022-01-10
,,4000021612,10,2022-01-10,1,,100,,2022-01-10
,,4000021613,10,2022-01-10,1,,100,,2022-01-10
,,4000021614,10,2022-01-10,1,,100,,2022-01-10
,,4000021615,10,2022-01-10,1,,100,,2022-01-10
,,4000021616,10,2022-01-10,1,,100,,2022-01-10
,,4000021617,10,2022-01-10,1,,100,,2022-01-10
,,4000021618,10,2022-01-10,1,,100,,2022-01-10
,,4000021619,10,2022-01-10,1,,100,,2022-01-10
,,4000021620,10,2022-01-10,1,,100,,2022-01-10
,,4000021621,10,2022-01-10,1,,100,,2022-01-10
,,4000021622,10,2022-01-10,1,,100,,2022-01-10
,,4000021623,10,2022-01-10,1,,100,,2022-01-10
,,4000021624,10,2022-01-10,1,,100,,2022-01-10
,,4000021625,10,2022-01-11,1,,100,,2022-01-11
,,4000021626,10,2022-01-11,1,,100,,2022-01-11
,,4000021627,10,2022-01-11,1,,100,,2022-01-11
,,4000021628,10,2022-01-11,1,,100,,2022-01-11
,,4000021629,10,2022-01-11,1,,100,,2022-01-11
,,4000021630,10,2022-01-11,1,,100,,2022-01-11
,,4000021631,10,2022-01-11,1,,100,,2022-01-11
,,4000021632,10,2022-01-11,1,,100,,2022-01-11
,,4000021633,10,2022-01-11,1,,100,,2022-01-11
,,4000021634,10,2022-01-11,1,,100,,2022-01-11
,,4000021635,10,2022-01-11,1,,100,,2022-01-11
,,4000021636,10,2022-01-11,1,,100,,2022-01-11
,,4000021637,10,2022-01-11,1,,100,,2022-01-11
,,4000021638,10,2022-01-11,1,,100,,2022-01-11
,,4000021639,10,2022-01-11,1,,100,,2022-01-11
,,4000021640,10,2022-01-11,1,,100,,2022-01-11
,,4000021641,10,2022-01-11,1,,100,,2022-01-11
,,4000021642,10,2022-01-11,1,,100,,2022-01-11
,,4000021643,10,2022-01-11,1,,100,,2022-01-11
,,4000021644,10,2022-01-11,1,,100,,2022-01-11
,,4000021645,10,2022-01-11,1,,100,,2022-01-11
,,4000021646,10,2022-01-11,1,,100,,2022-01-11
,,4000021647,10,2022-01-11,1,,100,,2022-01-11
,,4000021648,10,2022-01-11,1,,100,,2022-01-11
,,4000021649,10,2022-01-11,1,,100,,2022-01-11
,,4000021650,10,2022-01-11,1,,100,,2022-01-11
,,4000021651,10,2022-01-11,1,,100,,2022-01-11
,,4000021652,10,2022-01-11,1,,100,,2022-01-11
,,4000021653,10,2022-01-11,1,,100,,2022-01-11
,,4000021654,10,2022-01-11,1,,100,,2022-01-11
,,4000021655,10,2022-01-11,1,,100,,2022-01-11
,,4000021656,10,2022-01-11,1,,100,,2022-01-11
,,4000021657,10,2022-01-11,1,,100,,2022-01-11
,,4000021658,10,2022-01-11,1,,100,,2022-01-11
,,4000021659,10,2022-01-11,1,,100,,2022-01-11
,,4000021660,10,2022-01-11,1,,100,,2022-01-11
,,4000021661,10,2022-01-11,1,,100,,2022-01-11
,,4000021662,10,2022-01-11,1,,100,,2022-01-11
,,4000021663,10,2022-01-11,1,,100,,2022-01-11
,,4000021664,10,2022-01-11,1,,100,,2022-01-11
,,4000021665,10,2022-01-11,1,,100,,2022-01-11
,,4000021666,10,2022-01-11,1,,100,,2022-01-11
,,4000021667,10,2022-01-11,1,,100,,2022-01-11
,,4000021668,10,2022-01-11,1,,100,,2022-01-11
,,4000021669,10,2022-01-11,1,,100,,2022-01-11
,,4000021670,10,2022-01-11,1,,100,,2022-01-11
,,4000021671,10,2022-01-11,1,,100,,2022-01-11
,,4000021672,10,2022-01-11,1,,100,,2022-01-11
,,4000021673,10,2022-01-11,1,,100,,2022-01-11
,,4000021674,10,2022-01-11,1,,100,,2022-01-11
,,4000021675,10,2022-01-11,1,,100,,2022-01-11
,,4000021676,10,2022-01-11,1,,100,,2022-01-11
,,4000021677,10,2022-01-11,1,,100,,2022-01-11
,,4000021678,10,2022-01-11,1,,100,,2022-01-11
,,4000021679,10,2022-01-11,1,,100,,2022-01-11
,,4000021680,10,2022-01-11,1,,100,,2022-01-11
,,4000021681,10,2022-01-11,1,,100,,2022-01-11
,,4000021682,10,2022-01-11,1,,100,,2022-01-11
,,4000021683,10,2022-01-11,1,,100,,2022-01-11
,,4000021684,10,2022-01-11,1,,100,,2022-01-11
,,4000021685,10,2022-01-11,1,,100,,2022-01-11
,,4000021686,10,2022-01-11,1,,100,,2022-01-11
,,4000021687,10,2022-01-11,1,,100,,2022-01-11
,,4000021688,10,2022-01-11,1,,100,,2022-01-11
,,4000021689,10,2022-01-11,1,,100,,2022-01-11
,,4000021690,10,2022-01-11,1,,100,,2022-01-11
,,4000021691,10,2022-01-11,1,,100,,2022-01-11
,,4000021692,10,2022-01-11,1,,100,,2022-01-11
,,4000021693,10,2022-01-11,1,,100,,2022-01-11
,,4000021694,10,2022-01-11,1,,100,,2022-01-11
,,4000021695,10,2022-01-11,1,,100,,2022-01-11
,,4000021696,10,2022-01-11,1,,100,,2022-01-11
,,4000021697,10,2022-01-11,1,,100,,2022-01-11
,,4000021698,10,2022-01-11,1,,100,,2022-01-11
,,4000021699,10,2022-01-11,1,,100,,2022-01-11
,,4000021700,10,2022-01-11,1,,100,,2022-01-11
,,4000021701,10,2022-01-11,1,,100,,2022-01-11
,,4000021702,10,2022-01-11,1,,100,,2022-01-11
,,4000021703,10,2022-01-11,1,,100,,2022-01-11
,,4000021704,10,2022-01-11,1,,100,,2022-01-11
,,4000021705,10,2022-01-11,1,,100,,2022-01-11
,,4000021706,10,2022-01-11,1,,100,,2022-01-11
,,4000021707,10,2022-01-11,1,,100,,2022-01-11
,,4000021708,10,2022-01-11,1,,100,,2022-01-11
,,4000021709,10,2022-01-11,1,,100,,2022-01-11
,,4000021710,10,2022-01-11,1,,100,,2022-01-11
,,4000021711,10,2022-01-11,1,,100,,2022-01-11
,,4000021712,10,2022-01-11,1,,100,,2022-01-11
,,4000021713,10,2022-01-11,1,,100,,2022-01-11
,,4000021714,10,2022-01-11,1,,100,,2022-01-11
,,4000021715,10,2022-01-11,1,,100,,2022-01-11
,,4000021716,10,2022-01-11,1,,100,,2022-01-11
,,4000021717,10,2022-01-11,1,,100,,2022-01-11
,,4000021718,10,2022-01-11,1,,100,,2022-01-11
,,4000021719,10,2022-01-11,1,,100,,2022-01-11
,,4000021720,10,2022-01-11,1,,100,,2022-01-11
,,4000021721,10,2022-01-11,1,,100,,2022-01-11
,,4000021722,10,2022-01-11,1,,100,,2022-01-11
,,4000021723,10,2022-01-11,1,,100,,2022-01-11
,,4000021724,10,2022-01-11,1,,100,,2022-01-11
,,4000021725,10,2022-01-11,1,,100,,2022-01-11
,,4000021726,10,2022-01-11,1,,100,,2022-01-11
,,4000021727,10,2022-01-11,1,,100,,2022-01-11
,,4000021728,10,2022-01-11,1,,100,,2022-01-11
,,4000021729,10,2022-01-11,1,,100,,2022-01-11
,,4000021730,10,2022-01-11,1,,100,,2022-01-11
,,4000021731,10,2022-01-11,1,,100,,2022-01-11
,,4000021732,10,2022-01-11,1,,100,,2022-01-11
,,4000021733,10,2022-01-11,1,,100,,2022-01-11
,,4000021734,10,2022-01-11,1,,100,,2022-01-11
,,4000021735,10,2022-01-11,1,,100,,2022-01-11
,,4000021736,10,2022-01-11,1,,100,,2022-01-11
,,4000021737,10,2022-01-11,1,,100,,2022-01-11
,,4000021738,10,2022-01-11,1,,100,,2022-01-11
,,4000021739,10,2022-01-11,1,,100,,2022-01-11
,,4000021740,10,2022-01-11,1,,100,,2022-01-11
,,4000021741,10,2022-01-11,1,,100,,2022-01-11
,,4000021742,10,2022-01-11,1,,100,,2022-01-11
,,4000021743,10,2022-01-11,1,,100,,2022-01-11
,,4000021744,10,2022-01-11,1,,100,,2022-01-11
,,4000021745,10,2022-01-11,1,,100,,2022-01-11
,,4000021746,10,2022-01-11,1,,100,,2022-01-11
,,4000021747,10,2022-01-11,1,,100,,2022-01-11
,,4000021748,10,2022-01-11,1,,100,,2022-01-11
,,4000021749,10,2022-01-11,1,,100,,2022-01-11
,,4000021750,10,2022-01-11,1,,100,,2022-01-11
,,4000021751,10,2022-01-11,1,,100,,2022-01-11
,,4000021752,10,2022-01-11,1,,100,,2022-01-11
,,4000021753,10,2022-01-11,1,,100,,2022-01-11
,,4000021754,10,2022-01-11,1,,100,,2022-01-11
,,4000021755,10,2022-01-11,1,,100,,2022-01-11
,,4000021756,10,2022-01-11,1,,100,,2022-01-11
,,4000021757,10,2022-01-11,1,,100,,2022-01-11
,,4000022270,10,2022-01-14,1,,100,,2022-01-14
,,4000022271,10,2022-01-14,1,,100,,2022-01-14
,,4000022272,10,2022-01-14,1,,100,,2022-01-14
,,4000022273,10,2022-01-14,1,,100,,2022-01-14
,,4000022274,10,2022-01-14,1,,100,,2022-01-14
,,4000022275,10,2022-01-14,1,,100,,2022-01-14
,,4000022276,10,2022-01-14,1,,100,,2022-01-14
,,4000022277,10,2022-01-14,1,,100,,2022-01-14
,,4000022278,10,2022-01-14,1,,100,,2022-01-14
,,4000022279,10,2022-01-14,1,,100,,2022-01-14
,,4000022280,10,2022-01-14,1,,100,,2022-01-14
,,4000022281,10,2022-01-14,1,,100,,2022-01-14
,,4000022282,10,2022-01-14,1,,100,,2022-01-14
,,4000022283,10,2022-01-14,1,,100,,2022-01-14
,,4000022284,10,2022-01-14,1,,100,,2022-01-14
,,4000022285,10,2022-01-14,1,,100,,2022-01-14
,,4000022286,10,2022-01-14,1,,100,,2022-01-14
,,4000022287,10,2022-01-14,1,,100,,2022-01-14
,,4000022288,10,2022-01-14,1,,100,,2022-01-14
,,4000022289,10,2022-01-14,1,,100,,2022-01-14
,,4000022290,10,2022-01-14,1,,100,,2022-01-14
,,4000022291,10,2022-01-14,1,,100,,2022-01-14
,,4000022292,10,2022-01-14,1,,100,,2022-01-14
,,4000022293,10,2022-01-14,1,,100,,2022-01-14
,,4000022294,10,2022-01-14,1,,100,,2022-01-14
,,4000022295,10,2022-01-14,1,,100,,2022-01-14
